 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Giardiasis, Cum 2013","Giardiasis, Cum 2013, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Gonorrhea, Cum 2013","Gonorrhea, Cum 2013, flag","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013, flag",Location 1,Location 2
WYOMING,2014,35,,-,0,,2,,15,,26,,,-,1,,5,,54,,39,,,-,0,,1,,3,,4,,"WYOMING
(43.235543013000495, -108.10982744299969)",
ALABAMA,2014,35,2,,3,,7,,99,,123,,,-,135,,202,,3768,,5846,,,-,1,,4,,44,,60,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MAINE,2014,35,3,,4,,12,,96,,126,,8,,5,,9,,163,,180,,,-,0,,2,,13,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
VERMONT,2014,35,4,,3,,16,,77,,62,,,-,1,,6,,47,,63,,1,,0,,2,,7,,7,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MONTANA,2014,35,3,,2,,6,,58,,53,,9,,6,,13,,218,,119,,,-,0,,2,,8,,3,,"MONTANA
(47.06652759400049, -109.42441687999968)",
INDIANA,2014,35,,-,3,,11,,79,,141,,27,,136,,190,,4581,,4918,,,-,2,,6,,48,,99,,"INDIANA
(39.76691072200049, -86.14995579899966)",
GUAM,2014,35,,-,0,,0,,,-,2,,,-,0,,9,,,-,66,,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
ILLINOIS,2014,35,,-,1,,22,,29,,206,,6,,196,,364,,5724,,11060,,,-,2,,6,,78,,113,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
UTAH,2014,35,,-,4,,9,,142,,159,,,-,24,,37,,800,,547,,,-,1,,6,,40,,29,,"UTAH
(39.36070082200047, -111.5871285339997)",
MINNESOTA,2014,35,,-,0,,20,,,-,394,,,-,70,,107,,2105,,2516,,,-,1,,8,,65,,61,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MASSACHUSETTS,2014,35,,-,12,,27,,416,,446,,28,,64,,113,,2136,,1934,,,-,2,,14,,64,,166,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW HAMPSHIRE,2014,35,,-,1,,6,,35,,69,,,-,3,,10,,115,,86,,,-,0,,2,,15,,17,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
NEW JERSEY,2014,35,,-,4,,12,,99,,237,,42,,126,,164,,4173,,4630,,,-,2,,7,,99,,86,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
WASHINGTON,2014,35,14,,8,,66,,228,,274,,118,,84,,121,,2763,,2808,,,-,0,,3,,5,,5,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
OREGON,2014,35,3,,7,,15,,224,,241,,60,,36,,70,,1390,,1139,,,-,1,,4,,55,,63,,"OREGON
(44.56745218600048, -120.15502977999972)",
TENNESSEE,2014,35,,N,0,,0,,,N,,N,46,,132,,210,,4512,,5129,,1,,2,,6,,70,,78,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
MICHIGAN,2014,35,4,,9,,20,,289,,333,,144,,180,,271,,6097,,7194,,2,,2,,5,,56,,68,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
TEXAS,2014,35,,N,0,,0,,,N,,N,,-,624,,779,,20580,,23020,,,-,0,,1,,7,,2,,"TEXAS
(31.827240712000446, -99.4267664729997)",
RHODE ISLAND,2014,35,,-,0,,7,,31,,20,,,-,7,,41,,288,,250,,,-,0,,9,,9,,4,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
ARIZONA,2014,35,4,,2,,7,,65,,69,,,-,143,,262,,4800,,3605,,1,,1,,8,,71,,89,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
CALIFORNIA,2014,35,30,,31,,104,,1053,,1200,,418,,800,,945,,27463,,25123,,,-,1,,3,,26,,30,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NORTH CAROLINA,2014,35,,N,0,,0,,,N,,N,144,,265,,512,,10404,,9494,,1,,2,,8,,96,,109,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
IDAHO,2014,35,8,,2,,8,,100,,98,,,-,4,,15,,116,,110,,1,,0,,3,,15,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEW YORK,2014,35,25,,17,,61,,599,,546,,122,,117,,339,,3833,,4139,,2,,3,,17,,90,,107,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
COLORADO,2014,35,,-,6,,17,,226,,242,,9,,54,,90,,1830,,1839,,,-,1,,6,,34,,61,,"COLORADO
(38.84384201300048, -106.13360888799969)",
OHIO,2014,35,9,,8,,15,,247,,343,,82,,313,,391,,10185,,11093,,1,,2,,9,,87,,105,,"OHIO
(40.06021184000048, -82.40425685299965)",
WISCONSIN,2014,35,5,,7,,20,,245,,255,,42,,80,,123,,2572,,3085,,,-,0,,5,,12,,55,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
FLORIDA,2014,35,55,,22,,36,,773,,705,,,-,402,,526,,13538,,13792,,1,,5,,13,,204,,200,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
PUERTO RICO,2014,35,,-,0,,9,,20,,33,,3,,8,,21,,288,,223,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGINIA,2014,35,1,,5,,11,,128,,152,,169,,149,,372,,5453,,4566,,1,,1,,7,,51,,67,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
ARKANSAS,2014,35,2,,2,,8,,64,,63,,128,,80,,143,,3055,,2733,,1,,1,,3,,33,,18,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
IOWA,2014,35,1,,4,,13,,131,,172,,4,,28,,43,,950,,1003,,,-,0,,1,,2,,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
CONNECTICUT,2014,35,,-,4,,11,,132,,137,,2,,46,,116,,1428,,1844,,,-,1,,3,,37,,39,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
OKLAHOMA,2014,35,,-,0,,0,,,-,,-,12,,81,,134,,2207,,3440,,1,,2,,5,,59,,74,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
DELAWARE,2014,35,,-,0,,3,,9,,13,,16,,25,,65,,807,,824,,,-,0,,3,,12,,8,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEVADA,2014,35,,-,1,,5,,35,,61,,,-,53,,124,,1858,,1714,,,-,0,,2,,13,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
SOUTH DAKOTA,2014,35,,-,2,,9,,76,,78,,,-,12,,26,,232,,507,,,-,0,,0,,,-,3,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MISSISSIPPI,2014,35,,N,0,,0,,,N,,N,,-,68,,276,,2084,,3577,,,-,0,,2,,23,,23,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
UNITED STATES,2014,36,145,,248,,439,,8205,,9847,,2337,,6103,,7239,,210257,,226596,,15,,62,,110,,2198,,2729,,,
NEW ENGLAND,2014,36,5,,24,,59,,798,,909,,3,,128,,179,,4225,,4488,,,-,4,,16,,147,,257,,,
MID. ATLANTIC,2014,36,61,,51,,94,,1714,,1815,,445,,744,,926,,25588,,27865,,5,,10,,24,,381,,434,,,
E.N. CENTRAL,2014,36,17,,30,,65,,926,,1316,,249,,905,,1186,,30029,,38296,,2,,9,,19,,286,,448,,,
W.N. CENTRAL,2014,36,3,,16,,59,,490,,1053,,121,,327,,411,,11176,,11980,,,-,4,,14,,164,,194,,,
S. ATLANTIC,2014,36,33,,47,,75,,1627,,1672,,745,,1395,,1750,,48310,,50245,,3,,16,,30,,579,,687,,,
DIST. OF COL.,2014,36,,-,1,,4,,16,,61,,,-,0,,82,,,-,1686,,,-,0,,1,,2,,10,,"DIST. OF COL.
",
E.S. CENTRAL,2014,36,1,,3,,7,,102,,128,,275,,484,,649,,16866,,17927,,,-,5,,8,,156,,199,,,
W.S. CENTRAL,2014,36,4,,7,,19,,233,,240,,80,,889,,1327,,29283,,35223,,4,,4,,11,,142,,133,,,
MOUNTAIN,2014,36,11,,20,,45,,723,,818,,177,,323,,469,,11483,,9462,,,-,6,,13,,219,,245,,,
PACIFIC,2014,36,10,,51,,125,,1592,,1896,,242,,960,,1126,,33297,,31110,,1,,3,,8,,124,,132,,,
AMER. SAMOA,2014,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
NEVADA,2014,36,,-,1,,5,,35,,63,,,-,52,,124,,1858,,1754,,,-,0,,2,,13,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
MISSOURI,2014,36,1,,4,,12,,113,,164,,116,,140,,178,,4822,,5124,,,-,1,,6,,52,,75,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
HAWAII,2014,36,,-,1,,4,,22,,44,,6,,15,,30,,586,,498,,,-,0,,2,,21,,20,,"HAWAII
(21.304853205000427, -157.85774691599974)",
FLORIDA,2014,36,24,,22,,55,,797,,737,,101,,395,,521,,13954,,14120,,3,,5,,13,,207,,203,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
OHIO,2014,36,8,,8,,15,,255,,352,,71,,310,,391,,10441,,11420,,2,,2,,9,,89,,105,,"OHIO
(40.06021184000048, -82.40425685299965)",
TENNESSEE,2014,36,,N,0,,0,,,N,,N,35,,131,,210,,4547,,5216,,,-,2,,6,,70,,79,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NORTH CAROLINA,2014,36,,N,0,,0,,,N,,N,121,,265,,512,,10525,,9565,,,-,2,,8,,96,,111,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
VIRGINIA,2014,36,2,,5,,11,,133,,160,,133,,149,,372,,5586,,4617,,,-,1,,7,,52,,70,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MONTANA,2014,36,1,,2,,6,,59,,57,,6,,6,,13,,227,,127,,,-,0,,2,,8,,3,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WEST VIRGINIA,2014,36,,-,1,,4,,38,,28,,15,,17,,32,,581,,751,,,-,0,,4,,26,,26,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
MASSACHUSETTS,2014,36,,-,12,,27,,416,,466,,,-,63,,113,,2136,,1986,,,-,2,,14,,64,,174,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
PUERTO RICO,2014,36,,-,0,,9,,20,,34,,,-,8,,21,,288,,244,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
ILLINOIS,2014,36,,-,1,,22,,29,,212,,7,,195,,364,,5945,,11333,,,-,2,,6,,80,,117,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MINNESOTA,2014,36,,-,0,,20,,,-,413,,3,,70,,107,,2237,,2587,,,-,1,,8,,65,,61,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
RHODE ISLAND,2014,36,,-,0,,7,,31,,20,,,-,8,,41,,318,,257,,,-,0,,9,,10,,4,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
PENNSYLVANIA,2014,36,15,,13,,28,,421,,468,,190,,248,,319,,8497,,9459,,4,,3,,7,,106,,157,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
COLORADO,2014,36,,-,6,,17,,226,,251,,30,,54,,90,,1883,,1893,,,-,1,,6,,34,,62,,"COLORADO
(38.84384201300048, -106.13360888799969)",
WYOMING,2014,36,,-,0,,2,,15,,26,,,-,1,,5,,57,,40,,,-,0,,1,,3,,5,,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEBRASKA,2014,36,,-,2,,9,,81,,119,,,-,26,,54,,936,,945,,,-,0,,3,,17,,18,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ALABAMA,2014,36,1,,3,,7,,102,,128,,157,,136,,202,,4154,,5990,,,-,1,,4,,44,,60,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
ALASKA,2014,36,2,,1,,7,,52,,50,,11,,25,,44,,870,,729,,,-,0,,3,,16,,11,,"ALASKA
(64.84507631500048, -147.72205669099972)",
SOUTH CAROLINA,2014,36,1,,2,,9,,91,,82,,152,,157,,279,,5480,,4984,,,-,1,,4,,43,,82,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW YORK CITY,2014,36,18,,14,,28,,527,,539,,110,,251,,324,,8864,,9401,,1,,2,,7,,83,,80,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
IDAHO,2014,36,5,,2,,9,,106,,100,,,-,4,,15,,116,,111,,,-,0,,3,,15,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
GEORGIA,2014,36,3,,12,,26,,400,,434,,183,,251,,612,,8134,,9885,,,-,2,,8,,84,,108,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
CALIFORNIA,2014,36,,-,30,,104,,1053,,1274,,,-,797,,945,,27463,,25852,,,-,0,,3,,26,,31,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
OREGON,2014,36,4,,7,,15,,234,,246,,132,,36,,70,,1522,,1161,,1,,1,,4,,56,,65,,"OREGON
(44.56745218600048, -120.15502977999972)",
GUAM,2014,36,,-,0,,0,,,-,2,,,-,0,,9,,,-,66,,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
VERMONT,2014,36,3,,3,,16,,81,,70,,,-,1,,6,,51,,64,,,-,0,,2,,7,,7,,"VERMONT
(43.62538000100045, -72.51763944499965)",
OKLAHOMA,2014,36,,-,0,,0,,,-,,-,10,,79,,134,,2303,,3530,,3,,2,,5,,62,,77,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
IOWA,2014,36,2,,4,,13,,136,,176,,2,,28,,43,,972,,1027,,,-,0,,1,,2,,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
TEXAS,2014,36,,N,0,,0,,,N,,N,,-,630,,779,,21450,,23575,,1,,0,,1,,8,,2,,"TEXAS
(31.827240712000446, -99.4267664729997)",
LOUISIANA,2014,36,3,,5,,15,,168,,170,,,-,104,,397,,2405,,5311,,,-,1,,6,,38,,35,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEW YORK,2014,36,28,,17,,61,,628,,561,,125,,117,,339,,3958,,4231,,,-,3,,17,,90,,110,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NORTH DAKOTA,2014,36,,-,1,,3,,26,,29,,,-,10,,22,,363,,331,,,-,0,,2,,6,,7,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
WISCONSIN,2014,36,7,,7,,20,,260,,261,,54,,79,,123,,2648,,3158,,,-,0,,5,,12,,56,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
INDIANA,2014,36,,-,3,,7,,84,,145,,55,,136,,190,,4754,,5050,,,-,2,,6,,48,,101,,"INDIANA
(39.76691072200049, -86.14995579899966)",
KANSAS,2014,36,,-,2,,6,,51,,72,,,-,48,,64,,1614,,1435,,,-,0,,3,,22,,30,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MARYLAND,2014,36,3,,4,,8,,143,,157,,,-,105,,169,,3203,,3758,,,-,2,,5,,57,,69,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MICHIGAN,2014,36,2,,9,,20,,298,,346,,62,,179,,260,,6241,,7335,,,-,2,,5,,57,,69,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MAINE,2014,36,1,,4,,12,,100,,134,,,-,5,,9,,163,,184,,,-,0,,2,,14,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
KENTUCKY,2014,36,,N,0,,0,,,N,,N,78,,79,,113,,2682,,2985,,,-,0,,3,,18,,35,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ARIZONA,2014,36,1,,2,,7,,67,,74,,119,,145,,262,,5144,,3709,,,-,1,,8,,71,,92,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
WASHINGTON,2014,36,4,,8,,66,,231,,282,,93,,85,,121,,2856,,2870,,,-,0,,3,,5,,5,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MISSISSIPPI,2014,36,,N,0,,0,,,N,,N,5,,130,,362,,5483,,3736,,,-,0,,2,,24,,25,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
UTAH,2014,36,4,,4,,9,,155,,167,,11,,24,,38,,869,,572,,,-,1,,6,,43,,29,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEW JERSEY,2014,36,,-,5,,12,,138,,247,,20,,125,,164,,4269,,4774,,,-,2,,7,,102,,87,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW HAMPSHIRE,2014,36,1,,1,,6,,38,,74,,3,,3,,10,,129,,87,,,-,0,,2,,15,,17,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
DELAWARE,2014,36,,-,0,,3,,9,,13,,40,,25,,65,,847,,879,,,-,0,,3,,12,,8,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEW MEXICO,2014,36,,-,1,,7,,60,,80,,11,,39,,81,,1329,,1256,,,-,1,,3,,32,,33,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
CONNECTICUT,2014,36,,-,4,,11,,132,,145,,,-,45,,116,,1428,,1910,,,-,1,,3,,37,,39,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
SOUTH DAKOTA,2014,36,,-,2,,7,,83,,80,,,-,11,,26,,232,,531,,,-,0,,0,,,-,3,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
ARKANSAS,2014,36,1,,2,,8,,65,,70,,70,,80,,143,,3125,,2807,,,-,1,,4,,34,,19,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
UNITED STATES,2014,37,217,,244,,439,,8592,,10286,,3462,,6146,,7239,,218552,,233597,,20,,62,,110,,2241,,2785,,,
NEW ENGLAND,2014,37,7,,23,,59,,810,,952,,71,,130,,179,,4526,,4628,,,-,4,,16,,149,,261,,,
NORTH CAROLINA,2014,37,,N,0,,0,,,N,,N,245,,265,,512,,10770,,9781,,,-,2,,8,,96,,111,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MID. ATLANTIC,2014,37,57,,51,,94,,1768,,1904,,612,,745,,926,,26466,,28749,,8,,10,,24,,385,,440,,,
E.N. CENTRAL,2014,37,22,,30,,65,,970,,1359,,372,,906,,1186,,31216,,39482,,2,,9,,19,,298,,460,,,
W.N. CENTRAL,2014,37,1,,15,,59,,507,,1097,,52,,328,,411,,11436,,12376,,1,,4,,14,,165,,198,,,
S. ATLANTIC,2014,37,30,,47,,87,,1678,,1745,,1127,,1402,,1750,,50007,,51824,,5,,16,,30,,595,,701,,,
DIST. OF COL.,2014,37,,-,1,,4,,16,,62,,,-,0,,82,,,-,1768,,,-,0,,1,,2,,11,,"DIST. OF COL.
",
E.S. CENTRAL,2014,37,2,,3,,7,,106,,131,,318,,479,,649,,17223,,18403,,2,,5,,8,,161,,204,,,
W.S. CENTRAL,2014,37,4,,7,,19,,249,,252,,133,,898,,1327,,30738,,36285,,1,,4,,11,,143,,137,,,
MOUNTAIN,2014,37,20,,20,,45,,752,,858,,157,,330,,469,,12011,,9796,,1,,6,,13,,220,,249,,,
PACIFIC,2014,37,74,,51,,125,,1752,,1988,,620,,961,,1126,,34929,,32054,,,-,3,,8,,125,,135,,,
VIRGIN ISL.,2014,37,,-,0,,0,,,-,,-,,-,1,,5,,32,,43,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALABAMA,2014,37,2,,3,,7,,106,,131,,177,,136,,202,,4370,,6139,,1,,1,,4,,47,,61,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
OHIO,2014,37,12,,8,,15,,266,,367,,129,,309,,391,,10863,,11762,,1,,2,,9,,90,,106,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEVADA,2014,37,,-,1,,5,,35,,64,,,-,53,,124,,2068,,1827,,,-,0,,2,,13,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
SOUTH DAKOTA,2014,37,,-,2,,7,,85,,87,,,-,10,,26,,232,,550,,,-,0,,0,,,-,3,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
VERMONT,2014,37,2,,3,,16,,84,,76,,1,,1,,6,,54,,64,,,-,0,,2,,7,,7,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MARYLAND,2014,37,6,,4,,8,,149,,165,,126,,109,,169,,3726,,3889,,2,,2,,5,,62,,72,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
HAWAII,2014,37,,-,1,,4,,22,,44,,,-,15,,30,,586,,512,,,-,0,,2,,21,,21,,"HAWAII
(21.304853205000427, -157.85774691599974)",
WASHINGTON,2014,37,30,,8,,66,,261,,293,,104,,86,,121,,2960,,2970,,,-,0,,3,,5,,5,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
LOUISIANA,2014,37,2,,5,,15,,182,,180,,,-,96,,397,,2405,,5461,,,-,1,,6,,38,,35,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
WYOMING,2014,37,,-,0,,2,,17,,28,,,-,1,,5,,57,,43,,,-,0,,1,,3,,5,,"WYOMING
(43.235543013000495, -108.10982744299969)",
MAINE,2014,37,3,,4,,12,,103,,141,,6,,5,,9,,170,,190,,,-,0,,2,,14,,18,,"MAINE
(45.2542257390005, -68.98502952999962)",
KANSAS,2014,37,,-,2,,6,,62,,77,,30,,48,,64,,1761,,1491,,1,,0,,3,,23,,30,,"KANSAS
(38.3477418760005, -98.20077655499966)",
NEBRASKA,2014,37,,-,2,,9,,81,,121,,11,,27,,56,,994,,981,,,-,0,,3,,17,,19,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
SOUTH CAROLINA,2014,37,2,,2,,9,,97,,89,,152,,157,,279,,5632,,5126,,,-,1,,4,,44,,83,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MASSACHUSETTS,2014,37,,-,12,,27,,416,,482,,41,,66,,113,,2312,,2054,,,-,2,,14,,64,,174,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
COLORADO,2014,37,11,,6,,17,,237,,259,,18,,56,,90,,1950,,1935,,1,,1,,6,,35,,63,,"COLORADO
(38.84384201300048, -106.13360888799969)",
UTAH,2014,37,4,,4,,9,,160,,174,,17,,24,,39,,904,,594,,,-,1,,6,,43,,30,,"UTAH
(39.36070082200047, -111.5871285339997)",
FLORIDA,2014,37,17,,22,,55,,813,,767,,,-,396,,521,,14107,,14639,,,-,5,,13,,207,,204,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NORTH DAKOTA,2014,37,,-,1,,3,,26,,32,,,-,10,,22,,363,,340,,,-,0,,2,,6,,7,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
INDIANA,2014,37,,-,3,,7,,88,,147,,67,,136,,190,,4881,,5207,,,-,2,,6,,54,,104,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MISSOURI,2014,37,,-,4,,12,,113,,168,,,-,140,,178,,4822,,5293,,,-,1,,6,,52,,77,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MICHIGAN,2014,37,4,,9,,20,,306,,355,,98,,180,,260,,6478,,7576,,1,,2,,5,,58,,74,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
KENTUCKY,2014,37,,N,0,,0,,,N,,N,84,,79,,113,,2766,,3052,,,-,0,,3,,18,,37,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
PUERTO RICO,2014,37,,-,0,,9,,20,,34,,,-,8,,30,,318,,251,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
GUAM,2014,37,,-,0,,0,,,-,2,,,-,0,,9,,,-,66,,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
OREGON,2014,37,5,,7,,15,,242,,258,,63,,37,,131,,1591,,1201,,,-,1,,4,,56,,66,,"OREGON
(44.56745218600048, -120.15502977999972)",
MISSISSIPPI,2014,37,,N,0,,0,,,N,,N,,-,129,,362,,5483,,3812,,,-,0,,2,,25,,25,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,37,,N,0,,0,,,N,,N,57,,131,,210,,4604,,5400,,1,,2,,6,,71,,81,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
CALIFORNIA,2014,37,33,,31,,104,,1166,,1343,,445,,801,,945,,28901,,26618,,,-,0,,3,,27,,32,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WEST VIRGINIA,2014,37,,-,1,,4,,38,,32,,17,,16,,32,,599,,781,,,-,0,,4,,26,,26,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
WISCONSIN,2014,37,6,,7,,22,,281,,272,,60,,80,,123,,2748,,3267,,,-,0,,5,,12,,57,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
ARKANSAS,2014,37,2,,2,,8,,67,,72,,118,,80,,143,,3243,,2870,,,-,1,,4,,34,,21,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
ALASKA,2014,37,6,,1,,6,,61,,50,,8,,25,,44,,891,,753,,,-,0,,3,,16,,11,,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW MEXICO,2014,37,,-,1,,7,,63,,82,,5,,41,,81,,1376,,1298,,,-,1,,3,,33,,34,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
PENNSYLVANIA,2014,37,14,,13,,28,,432,,496,,245,,248,,319,,8755,,9732,,7,,3,,7,,110,,159,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
CONNECTICUT,2014,37,,-,4,,11,,132,,153,,17,,46,,116,,1537,,1966,,,-,1,,3,,38,,40,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
RHODE ISLAND,2014,37,,-,0,,7,,31,,22,,,-,8,,41,,318,,263,,,-,0,,9,,10,,4,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
IOWA,2014,37,1,,4,,13,,140,,181,,11,,28,,43,,1026,,1051,,,-,0,,1,,2,,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
ARIZONA,2014,37,,-,2,,7,,67,,81,,114,,145,,262,,5310,,3849,,,-,1,,8,,70,,93,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
