Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2016","Vibriosis§, Cum 2016, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag",Location 1,Location 2
CALIFORNIA,2016,24,,-,0,,1,,1,,1,,,-,1,,3,,10,,32,,,-,2,,14,,16,,80,,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2016,24,,-,0,,0,,,-,,-,1,,3,,23,,57,,69,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2016,24,,-,0,,1,,1,,1,,,-,9,,19,,198,,215,,,-,0,,3,,6,,7,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2016,24,,-,0,,0,,,-,,-,1,,0,,3,,15,,10,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2016,24,,-,0,,0,,,-,1,,,-,0,,4,,19,,14,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2016,24,,-,0,,1,,,-,,-,3,,6,,24,,198,,152,,,-,0,,2,,4,,2,,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2016,24,,-,0,,1,,1,,,-,4,,9,,21,,236,,200,,,-,0,,2,,2,,5,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,24,,-,0,,0,,,-,,-,,-,4,,18,,134,,101,,,-,0,,3,,2,,2,,"UTAH
(39.359772, -111.584173)",
MINNESOTA,2016,24,,-,0,,0,,,-,,-,,-,6,,13,,145,,192,,,-,0,,3,,,-,4,,"MINNESOTA
(44.943719, -93.094281)",
TEXAS,2016,24,,-,0,,1,,1,,1,,16,,24,,79,,590,,734,,1,,1,,7,,16,,30,,"TEXAS
(31.827233, -99.423022)",
PUERTO RICO,2016,24,,-,0,,0,,,-,1,,,-,1,,6,,34,,50,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2016,24,,-,0,,0,,,-,,-,,-,0,,6,,30,,16,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,24,,-,0,,1,,,-,,-,1,,2,,15,,54,,68,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2016,24,,-,0,,1,,1,,,-,5,,14,,28,,318,,344,,,-,0,,2,,2,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,68,,4,,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,24,,-,0,,0,,,-,,-,,-,1,,8,,5,,60,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,4,,15,,,-,0,,2,,2,,2,,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2016,24,,-,0,,1,,,-,2,,,-,4,,12,,40,,158,,,-,0,,1,,,-,2,,"COLORADO
(38.841772, -106.132562)",
IDAHO,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,24,,-,0,,1,,1,,,-,,-,1,,4,,7,,21,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2016,24,,-,0,,0,,,-,,-,,-,0,,5,,14,,24,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,24,,-,0,,0,,,-,1,,,-,1,,21,,26,,27,,,-,0,,4,,9,,31,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,24,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,6,,9,,10,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,24,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,1,,0,,2,,5,,2,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,24,,-,0,,1,,1,,,-,,-,0,,2,,2,,9,,,-,0,,2,,,-,7,,"MISSISSIPPI
(32.738663, -89.537312)",
MASSACHUSETTS,2016,24,,-,0,,0,,,-,,-,,-,6,,16,,143,,184,,,-,1,,9,,11,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2016,25,1,,1,,3,,15,,14,,66,,175,,260,,3934,,4772,,9,,16,,83,,248,,390,,,
NEW ENGLAND,2016,25,,-,0,,0,,,-,,-,3,,17,,32,,363,,455,,,-,1,,13,,15,,10,,,
MID. ATLANTIC,2016,25,,-,0,,1,,1,,,-,8,,20,,46,,445,,585,,,-,1,,11,,15,,28,,,
NEW YORK CITY,2016,25,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,7,,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,,-,0,,1,,2,,1,,17,,40,,80,,1023,,916,,,-,1,,6,,20,,23,,,
W.N. CENTRAL,2016,25,,-,0,,1,,,-,2,,2,,12,,32,,262,,430,,,-,0,,3,,4,,6,,,
S. ATLANTIC,2016,25,1,,0,,1,,4,,4,,8,,26,,54,,647,,839,,4,,7,,14,,98,,116,,,
DIST. OF COL.,2016,25,,-,0,,0,,,-,,-,,-,0,,2,,3,,14,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,,-,0,,1,,2,,1,,2,,2,,8,,51,,106,,2,,1,,4,,19,,14,,,
W.S. CENTRAL,2016,25,,-,0,,1,,3,,2,,24,,31,,80,,700,,852,,2,,2,,8,,30,,68,,,
MOUNTAIN,2016,25,,-,0,,1,,1,,3,,2,,17,,35,,406,,500,,,-,1,,7,,11,,19,,,
PACIFIC,2016,25,,-,0,,1,,2,,1,,,-,2,,9,,37,,89,,1,,3,,68,,36,,106,,,
AMER. SAMOA,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2016,25,,-,0,,0,,,-,,-,,-,0,,5,,14,,25,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2016,25,,-,0,,0,,,-,,-,,-,1,,5,,19,,34,,1,,0,,5,,9,,14,,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2016,25,,-,0,,1,,1,,,-,,-,0,,2,,2,,9,,,-,0,,2,,,-,8,,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,25,,-,0,,0,,,-,,-,,-,1,,5,,40,,92,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
UTAH,2016,25,,-,0,,0,,,-,,-,,-,4,,18,,135,,101,,,-,0,,3,,3,,4,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,25,,-,0,,0,,,-,,-,,-,0,,7,,1,,47,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2016,25,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,1,,0,,2,,6,,2,,"TENNESSEE
(35.681402, -85.774444)",
COLORADO,2016,25,,-,0,,0,,,-,2,,,-,4,,12,,40,,162,,,-,0,,1,,,-,2,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2016,25,,-,0,,1,,1,,,-,,-,6,,12,,108,,170,,1,,0,,3,,7,,10,,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2016,25,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2016,25,,-,0,,0,,,-,,-,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TEXAS,2016,25,,-,0,,1,,2,,1,,21,,24,,79,,614,,755,,2,,1,,7,,20,,35,,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2016,25,1,,0,,1,,3,,2,,8,,15,,39,,435,,401,,3,,4,,8,,66,,80,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MICHIGAN,2016,25,,-,0,,0,,,-,,-,,-,10,,36,,279,,252,,,-,0,,1,,4,,6,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2016,25,,-,0,,0,,,-,,-,,-,6,,13,,145,,195,,,-,0,,3,,,-,5,,"MINNESOTA
(44.943719, -93.094281)",
DELAWARE,2016,25,,-,0,,0,,,-,,-,,-,0,,2,,4,,15,,,-,0,,2,,2,,2,,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2016,25,,-,0,,0,,,-,,-,,-,1,,8,,5,,60,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,25,,-,0,,1,,,-,,-,,-,1,,5,,29,,22,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2016,25,,-,0,,0,,,-,1,,,-,1,,21,,26,,27,,,-,0,,3,,9,,31,,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,25,,-,0,,1,,,-,1,,2,,2,,7,,49,,97,,1,,0,,4,,10,,4,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2016,25,,-,0,,1,,1,,,-,14,,9,,21,,250,,204,,,-,0,,2,,2,,5,,"OHIO
(40.056807, -82.405897)",
MAINE,2016,25,,-,0,,0,,,-,,-,3,,5,,9,,105,,101,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2016,25,,-,0,,0,,,-,,-,,-,0,,5,,25,,26,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2016,25,,-,0,,0,,,-,1,,,-,0,,4,,19,,14,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,25,,-,0,,1,,1,,1,,3,,8,,19,,205,,217,,,-,0,,3,,6,,8,,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2016,25,,-,0,,0,,,-,,-,,-,6,,19,,118,,233,,,-,0,,4,,2,,7,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,25,,-,0,,0,,,-,,-,,-,3,,10,,70,,78,,,-,0,,7,,2,,5,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2016,25,,-,0,,0,,,-,,-,1,,0,,3,,17,,10,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,68,,4,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2016,25,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,9,,10,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2016,25,,-,0,,0,,,-,,-,,-,6,,16,,143,,187,,,-,1,,9,,11,,5,,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2016,25,,-,0,,1,,1,,1,,,-,1,,3,,11,,33,,,-,2,,14,,18,,86,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2016,25,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,,-,0,,6,,2,,8,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2016,25,,-,0,,0,,,-,,-,,-,3,,9,,88,,86,,,-,0,,2,,4,,2,,"INDIANA
(39.76845, -86.156212)",
KANSAS,2016,25,,-,0,,0,,,-,,-,,-,1,,12,,,-,112,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
VERMONT,2016,25,,-,0,,0,,,-,,-,,-,0,,6,,30,,17,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
ARIZONA,2016,25,,-,0,,1,,1,,1,,2,,5,,18,,158,,118,,,-,0,,6,,5,,13,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2016,25,,-,0,,0,,,-,1,,,-,2,,13,,31,,98,,,-,0,,3,,6,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2016,25,,-,0,,0,,,-,,-,3,,3,,23,,60,,70,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2016,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,9,,3,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2016,25,,-,0,,0,,,-,,-,,-,0,,5,,,-,23,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2016,25,,-,0,,0,,,-,1,,,-,1,,6,,34,,53,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2016,25,,-,0,,1,,,-,,-,,-,6,,24,,201,,157,,,-,0,,2,,4,,2,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2016,25,,-,0,,1,,,-,1,,1,,3,,15,,56,,73,,,-,0,,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2016,25,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,5,,6,,"OREGON
(44.567912, -120.156945)",
ALASKA,2016,25,,-,0,,1,,1,,,-,,-,1,,4,,7,,22,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,25,,-,0,,1,,1,,,-,8,,14,,28,,327,,352,,,-,0,,2,,2,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
UNITED STATES,2016,26,,-,1,,2,,15,,14,,49,,175,,260,,4042,,4885,,24,,15,,83,,279,,425,,,
NEW ENGLAND,2016,26,,-,0,,0,,,-,,-,8,,17,,32,,381,,471,,,-,1,,13,,15,,13,,,
MID. ATLANTIC,2016,26,,-,0,,1,,1,,,-,1,,21,,46,,461,,603,,3,,1,,11,,19,,32,,,
NEW YORK CITY,2016,26,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,0,,2,,4,,7,,"NEW YORK CITY
",
E.N. CENTRAL,2016,26,,-,0,,1,,2,,1,,6,,40,,80,,1040,,933,,,-,1,,6,,20,,23,,,
W.N. CENTRAL,2016,26,,-,0,,0,,,-,2,,1,,12,,32,,264,,440,,1,,0,,3,,5,,7,,,
NORTH DAKOTA,2016,26,,-,0,,0,,,-,,-,,-,0,,5,,25,,27,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2016,26,,-,0,,1,,4,,4,,10,,26,,54,,670,,859,,14,,7,,14,,114,,126,,,
DIST. OF COL.,2016,26,,-,0,,0,,,-,,-,,-,0,,2,,3,,15,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,26,,-,0,,1,,2,,1,,,-,2,,8,,52,,110,,1,,1,,4,,21,,14,,,
W.S. CENTRAL,2016,26,,-,0,,1,,3,,2,,20,,31,,80,,726,,869,,3,,2,,8,,33,,73,,,
MOUNTAIN,2016,26,,-,0,,1,,1,,3,,3,,17,,35,,411,,508,,,-,1,,7,,12,,20,,,
PACIFIC,2016,26,,-,0,,1,,2,,1,,,-,2,,9,,37,,92,,2,,3,,68,,40,,117,,,
IDAHO,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
AMER. SAMOA,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2016,26,,-,0,,0,,,-,,-,,-,3,,10,,70,,85,,,-,0,,7,,2,,5,,"CONNECTICUT
(41.544654, -72.651713)",
KENTUCKY,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2016,26,,-,0,,0,,,-,,-,1,,3,,23,,63,,71,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEBRASKA,2016,26,,-,0,,0,,,-,,-,,-,0,,3,,17,,11,,1,,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2016,26,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,1,,0,,2,,7,,2,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2016,26,,-,0,,0,,,-,1,,,-,1,,21,,26,,29,,,-,0,,3,,9,,31,,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2016,26,,-,0,,0,,,-,,-,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MONTANA,2016,26,,-,0,,0,,,-,,-,,-,1,,5,,40,,93,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2016,26,,-,0,,0,,,-,,-,1,,1,,5,,25,,25,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2016,26,,-,0,,1,,3,,2,,10,,15,,39,,445,,408,,10,,4,,8,,76,,86,,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2016,26,,-,0,,0,,,-,,-,,-,6,,16,,143,,192,,,-,1,,9,,11,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2016,26,,-,0,,0,,,-,,-,,-,0,,7,,1,,48,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,26,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,3,,6,,8,,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,26,,-,0,,0,,,-,,-,,-,1,,5,,19,,34,,,-,0,,5,,9,,14,,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,26,,-,0,,0,,,-,,-,,-,0,,2,,4,,15,,,-,0,,2,,2,,2,,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2016,26,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,6,,11,,12,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2016,26,,-,0,,0,,,-,,-,,-,0,,5,,,-,23,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2016,26,,-,0,,1,,1,,1,,,-,8,,19,,204,,221,,,-,0,,3,,6,,8,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,26,,-,0,,0,,,-,1,,,-,0,,4,,19,,15,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,26,,-,0,,1,,1,,,-,4,,9,,21,,254,,208,,,-,0,,2,,2,,5,,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,68,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,26,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2016,26,,-,0,,1,,1,,1,,3,,5,,18,,161,,119,,,-,0,,6,,5,,13,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,26,,-,0,,0,,,-,,-,7,,5,,9,,112,,104,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2016,26,,-,0,,1,,2,,1,,19,,24,,79,,637,,769,,3,,1,,7,,23,,40,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2016,26,,-,0,,1,,1,,,-,,-,6,,12,,121,,174,,2,,0,,3,,10,,12,,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2016,26,,-,0,,0,,,-,,-,,-,3,,9,,89,,87,,,-,0,,2,,4,,2,,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2016,26,,-,0,,0,,,-,,-,,-,2,,8,,61,,83,,,-,0,,3,,6,,11,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,26,,-,0,,0,,,-,1,,,-,2,,7,,50,,101,,,-,0,,4,,11,,4,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2016,26,,-,0,,0,,,-,,-,,-,6,,13,,145,,199,,,-,0,,3,,,-,5,,"MINNESOTA
(44.943719, -93.094281)",
SOUTH CAROLINA,2016,26,,-,0,,0,,,-,1,,,-,2,,13,,31,,101,,,-,0,,3,,6,,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2016,26,,-,0,,1,,,-,,-,,-,1,,5,,29,,24,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2016,26,,-,0,,0,,,-,,-,,-,0,,12,,,-,114,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2016,26,,-,0,,0,,,-,,-,,-,10,,36,,286,,257,,,-,0,,1,,4,,6,,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2016,26,,-,0,,0,,,-,,-,,-,0,,6,,30,,17,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2016,26,,-,0,,0,,,-,1,,,-,1,,6,,34,,56,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2016,26,,-,0,,0,,,-,2,,,-,3,,12,,40,,164,,,-,0,,1,,,-,3,,"COLORADO
(38.841772, -106.132562)",
UTAH,2016,26,,-,0,,0,,,-,,-,,-,4,,18,,137,,103,,,-,0,,3,,4,,4,,"UTAH
(39.359772, -111.584173)",
MISSOURI,2016,26,,-,0,,0,,,-,1,,1,,2,,15,,58,,74,,,-,0,,1,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,26,,-,0,,1,,1,,1,,,-,1,,3,,11,,33,,,-,2,,14,,20,,95,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,26,,-,0,,1,,1,,,-,1,,14,,28,,329,,361,,,-,0,,2,,2,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2016,26,,-,0,,0,,,-,,-,,-,1,,8,,5,,63,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2016,26,,-,0,,1,,1,,,-,,-,0,,2,,2,,9,,,-,0,,2,,,-,8,,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2016,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,2,,0,,6,,11,,3,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,26,,-,0,,0,,,-,,-,,-,7,,19,,132,,242,,,-,0,,4,,2,,9,,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2016,26,,-,0,,1,,,-,,-,2,,6,,24,,207,,160,,,-,0,,2,,4,,2,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,26,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,,-,0,,6,,3,,8,,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2016,26,,-,0,,1,,1,,,-,,-,1,,4,,7,,25,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2016,27,1,,1,,2,,16,,14,,34,,175,,260,,4139,,5002,,8,,16,,83,,304,,466,,,
NEW ENGLAND,2016,27,,-,0,,0,,,-,,-,1,,17,,32,,413,,485,,,-,1,,13,,16,,20,,,
MID. ATLANTIC,2016,27,1,,0,,1,,2,,,-,4,,21,,46,,472,,611,,,-,1,,11,,23,,39,,,
NEW YORK CITY,2016,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,8,,"NEW YORK CITY
",
E.N. CENTRAL,2016,27,,-,0,,1,,2,,1,,2,,39,,80,,1045,,951,,,-,1,,6,,23,,24,,,
VERMONT,2016,27,,-,0,,0,,,-,,-,,-,0,,6,,30,,17,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
W.N. CENTRAL,2016,27,,-,0,,0,,,-,2,,2,,12,,32,,273,,448,,,-,0,,3,,5,,8,,,
S. ATLANTIC,2016,27,,-,0,,1,,4,,4,,11,,27,,54,,689,,883,,6,,7,,17,,123,,136,,,
DIST. OF COL.,2016,27,,-,0,,0,,,-,,-,,-,0,,2,,3,,16,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,27,,-,0,,1,,2,,1,,1,,2,,8,,56,,111,,,-,1,,4,,22,,14,,,
W.S. CENTRAL,2016,27,,-,0,,1,,3,,2,,12,,31,,80,,742,,892,,1,,2,,8,,37,,79,,,
MOUNTAIN,2016,27,,-,0,,1,,1,,3,,1,,17,,35,,410,,527,,,-,0,,7,,12,,20,,,
PACIFIC,2016,27,,-,0,,1,,2,,1,,,-,2,,9,,39,,94,,1,,3,,68,,43,,126,,,
AMER. SAMOA,2016,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
