Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 2
DIST. OF COL.,2014,22,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
ILLINOIS,2014,16,,-,4,,16,,36,,52,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
CALIFORNIA,2014,16,8,,6,,15,,88,,76,,,-,1,,8,,,-,16,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW MEXICO,2014,16,,-,1,,3,,14,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
NORTH DAKOTA,2014,16,,-,1,,7,,7,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
TENNESSEE,2014,16,,-,2,,6,,28,,15,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
GEORGIA,2014,16,2,,4,,16,,62,,80,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MASSACHUSETTS,2014,16,,-,2,,7,,20,,30,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
VERMONT,2014,16,,-,0,,3,,2,,3,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
IOWA,2014,16,,-,5,,155,,38,,62,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"IOWA
(42.469404401000475, -93.81648936699969)",
NEVADA,2014,16,,-,0,,2,,2,,7,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
PENNSYLVANIA,2014,16,6,,5,,30,,70,,88,,,-,0,,3,,5,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MICHIGAN,2014,16,,-,4,,15,,42,,68,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
KENTUCKY,2014,16,,-,1,,5,,15,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
COLORADO,2014,16,,-,1,,7,,7,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
C.N.M.I.,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,16,,-,0,,5,,3,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
MINNESOTA,2014,16,,-,5,,17,,,-,57,,,-,0,,2,,,-,5,,,-,0,,1,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
DELAWARE,2014,16,,-,0,,2,,2,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MISSISSIPPI,2014,16,,-,1,,5,,12,,11,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
HAWAII,2014,16,,-,0,,1,,,-,,-,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
CONNECTICUT,2014,16,,-,0,,5,,9,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
ALASKA,2014,16,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
AMER. SAMOA,2014,16,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,16,,-,1,,8,,22,,27,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
SOUTH DAKOTA,2014,16,,-,3,,17,,22,,27,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
NEBRASKA,2014,16,,-,3,,11,,18,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
MISSOURI,2014,16,,-,3,,11,,31,,47,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEW YORK CITY,2014,16,1,,2,,6,,21,,14,,,-,2,,9,,6,,22,,,-,0,,1,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
DIST. OF COL.,2014,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,22,7,,8,,23,,175,,129,,,-,1,,13,,5,,40,,,-,0,,0,,,-,,-,"FLORIDA
",
RHODE ISLAND,2014,16,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
KANSAS,2014,16,,-,1,,7,,7,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
PUERTO RICO,2014,16,,N,0,,0,,,N,,N,,-,66,,424,,268,,2548,,,-,0,,5,,2,,18,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEW YORK,2014,16,2,,4,,16,,40,,37,,,-,0,,3,,,-,22,,,-,0,,1,,,-,,-,"NEW YORK
(42.82700023900048, -75.54396639699968)",
MAINE,2014,16,,-,0,,4,,16,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
GUAM,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
FLORIDA,2014,16,10,,8,,23,,130,,86,,,-,1,,13,,1,,35,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042899000464, -81.92895558499964)",
MARYLAND,2014,16,,-,1,,4,,15,,17,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,16,,-,0,,28,,48,,45,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
INDIANA,2014,16,,-,2,,7,,20,,38,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
ARIZONA,2014,16,,-,1,,6,,14,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NEW HAMPSHIRE,2014,16,,-,0,,2,,5,,8,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
UNITED STATES,2014,17,42,,109,,459,,1357,,1662,,,-,11,,49,,35,,183,,,-,0,,2,,,-,1,,,
NEW ENGLAND,2014,17,4,,5,,14,,67,,59,,,-,0,,3,,3,,9,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,17,4,,12,,42,,137,,167,,,-,2,,12,,11,,57,,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2014,17,5,,21,,64,,268,,369,,,-,1,,6,,5,,21,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,17,1,,21,,187,,134,,277,,,-,1,,3,,2,,8,,,-,0,,1,,,-,1,,,
S. ATLANTIC,2014,17,22,,20,,59,,352,,316,,,-,2,,16,,10,,52,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2014,17,1,,6,,19,,81,,79,,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,17,2,,12,,44,,112,,149,,,-,1,,11,,1,,5,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,17,3,,8,,60,,84,,117,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,
PACIFIC,2014,17,,-,11,,75,,122,,129,,,-,1,,9,,1,,25,,,-,0,,0,,,-,,-,,
IDAHO,2014,17,2,,2,,22,,19,,28,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
GEORGIA,2014,17,6,,4,,16,,72,,83,,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
ALASKA,2014,17,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
CONNECTICUT,2014,17,,-,0,,5,,9,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
NEW MEXICO,2014,17,,-,1,,3,,14,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
WEST VIRGINIA,2014,17,,-,0,,2,,2,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
WISCONSIN,2014,17,1,,7,,25,,75,,102,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
VIRGIN ISL.,2014,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,17,,-,1,,5,,15,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
KANSAS,2014,17,,-,1,,7,,12,,26,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
DELAWARE,2014,17,,-,0,,2,,2,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MAINE,2014,17,1,,0,,4,,17,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
CALIFORNIA,2014,17,,-,6,,15,,88,,77,,,-,1,,9,,,-,18,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
OKLAHOMA,2014,17,,-,1,,4,,10,,18,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
ILLINOIS,2014,17,,-,4,,16,,36,,54,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
WYOMING,2014,17,,-,0,,25,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
ARIZONA,2014,17,,-,1,,6,,15,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
TENNESSEE,2014,17,1,,2,,6,,28,,15,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
COLORADO,2014,17,1,,1,,7,,8,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
NEBRASKA,2014,17,1,,3,,11,,19,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
SOUTH DAKOTA,2014,17,,-,3,,17,,22,,29,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
INDIANA,2014,17,,-,2,,7,,21,,42,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
MARYLAND,2014,17,1,,1,,4,,17,,18,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MISSOURI,2014,17,,-,3,,11,,31,,50,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
UTAH,2014,17,,-,1,,8,,14,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
C.N.M.I.,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
VIRGINIA,2014,17,,-,3,,8,,40,,33,,,-,0,,3,,5,,5,,,-,0,,1,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
OREGON,2014,17,,-,2,,58,,24,,36,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
TEXAS,2014,17,1,,6,,36,,63,,72,,,-,1,,11,,1,,4,,,-,0,,0,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
NEVADA,2014,17,,-,0,,2,,3,,7,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
WASHINGTON,2014,17,,-,1,,13,,9,,16,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW YORK,2014,17,4,,4,,16,,43,,42,,,-,0,,3,,,-,23,,,-,0,,1,,,-,,-,"NEW YORK
(42.82700023900048, -75.54396639699968)",
LOUISIANA,2014,17,,-,3,,31,,33,,54,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NEW YORK CITY,2014,17,,-,2,,6,,21,,16,,,-,2,,9,,6,,24,,,-,0,,1,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW HAMPSHIRE,2014,17,,-,0,,2,,5,,9,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
MISSISSIPPI,2014,17,,-,1,,5,,12,,11,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
ALABAMA,2014,17,,-,2,,9,,26,,35,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
IOWA,2014,17,,-,5,,155,,43,,72,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"IOWA
(42.469404401000475, -93.81648936699969)",
AMER. SAMOA,2014,17,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
HAWAII,2014,17,,-,0,,1,,,-,,-,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
RHODE ISLAND,2014,17,1,,0,,3,,5,,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
SOUTH CAROLINA,2014,17,1,,1,,8,,27,,27,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MONTANA,2014,17,,-,1,,23,,10,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
FLORIDA,2014,17,8,,8,,23,,138,,94,,,-,1,,13,,1,,36,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042899000464, -81.92895558499964)",
VERMONT,2014,17,1,,0,,3,,3,,3,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
NORTH DAKOTA,2014,17,,-,1,,7,,7,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NEW JERSEY,2014,17,,-,0,,5,,3,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
DIST. OF COL.,2014,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,17,6,,0,,28,,54,,50,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
PUERTO RICO,2014,17,,N,0,,0,,,N,,N,,-,60,,424,,287,,2594,,,-,0,,5,,2,,19,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MASSACHUSETTS,2014,17,1,,2,,7,,28,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
GUAM,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
ARKANSAS,2014,17,1,,1,,12,,6,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
MICHIGAN,2014,17,1,,4,,15,,44,,70,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
MINNESOTA,2014,17,,-,5,,17,,,-,63,,,-,0,,2,,,-,6,,,-,0,,1,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
PENNSYLVANIA,2014,17,,-,6,,30,,70,,90,,,-,0,,3,,5,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
OHIO,2014,17,3,,6,,17,,92,,101,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
UNITED STATES,2014,18,59,,110,,460,,1491,,1757,,,-,11,,49,,37,,191,,,-,0,,2,,,-,1,,,
NEW ENGLAND,2014,18,2,,5,,14,,77,,66,,,-,0,,3,,3,,10,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,18,13,,12,,42,,162,,175,,,-,2,,12,,11,,59,,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2014,18,5,,22,,64,,287,,385,,,-,1,,6,,5,,22,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,18,,-,19,,187,,146,,306,,,-,0,,3,,2,,8,,,-,0,,1,,,-,1,,,
S. ATLANTIC,2014,18,12,,21,,59,,366,,327,,,-,2,,16,,12,,54,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2014,18,1,,7,,19,,84,,86,,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,,
GEORGIA,2014,22,2,,6,,15,,107,,96,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"GEORGIA
",
W.S. CENTRAL,2014,18,2,,12,,45,,125,,153,,,-,1,,11,,1,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,18,5,,8,,60,,91,,127,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,
PACIFIC,2014,18,19,,10,,76,,153,,132,,,-,1,,9,,1,,25,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,18,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,18,,-,5,,17,,,-,68,,,-,0,,2,,,-,6,,,-,0,,1,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
GUAM,2014,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
OKLAHOMA,2014,18,,-,1,,4,,10,,19,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
SOUTH DAKOTA,2014,18,,-,3,,17,,23,,34,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
ILLINOIS,2014,18,,-,4,,16,,45,,58,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
COLORADO,2014,18,2,,1,,7,,10,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
DIST. OF COL.,2014,18,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
ARIZONA,2014,18,,-,1,,6,,16,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
TENNESSEE,2014,18,,-,2,,6,,28,,16,,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
MISSISSIPPI,2014,18,,-,1,,5,,12,,11,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
GEORGIA,2014,18,3,,4,,16,,75,,86,,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
IDAHO,2014,18,1,,2,,22,,20,,29,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
ALASKA,2014,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
MARYLAND,2014,18,1,,1,,4,,18,,18,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NEW YORK CITY,2014,18,1,,1,,6,,22,,17,,,-,2,,9,,6,,26,,,-,0,,1,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
FLORIDA,2014,18,6,,8,,23,,144,,100,,,-,1,,13,,1,,38,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEW HAMPSHIRE,2014,18,,-,0,,3,,8,,10,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
WASHINGTON,2014,18,10,,0,,11,,19,,19,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
C.N.M.I.,2014,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,18,,-,1,,5,,10,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
MICHIGAN,2014,18,,-,4,,15,,47,,72,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
ARKANSAS,2014,18,,-,1,,12,,6,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEBRASKA,2014,18,,-,2,,11,,19,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
VERMONT,2014,18,,-,0,,3,,3,,5,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
RHODE ISLAND,2014,18,,-,0,,3,,5,,1,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
KENTUCKY,2014,18,,-,1,,5,,15,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
OREGON,2014,18,,-,2,,58,,28,,36,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
MISSOURI,2014,18,,-,3,,11,,33,,54,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MASSACHUSETTS,2014,18,1,,2,,7,,33,,34,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
SOUTH CAROLINA,2014,18,,-,2,,8,,28,,28,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
NEW MEXICO,2014,18,,-,1,,3,,14,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
VIRGIN ISL.,2014,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
MAINE,2014,18,1,,0,,4,,19,,9,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
MONTANA,2014,18,2,,1,,23,,12,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
WISCONSIN,2014,18,2,,7,,25,,78,,108,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
KANSAS,2014,18,,-,1,,7,,12,,29,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
