Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
AMER. SAMOA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2016,25,,-,1,,8,,18,,30,,,-,1,,5,,35,,21,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,25,,-,1,,16,,,-,68,,,-,1,,8,,,-,27,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2016,25,3,,3,,11,,67,,65,,1,,3,,9,,77,,144,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2016,25,5,,3,,6,,74,,64,,9,,20,,50,,317,,977,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2016,25,2,,2,,11,,58,,42,,34,,20,,49,,755,,183,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,25,3,,2,,9,,64,,45,,2,,2,,14,,108,,35,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,25,,-,1,,10,,22,,34,,2,,3,,13,,62,,118,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2016,25,,-,0,,3,,12,,22,,2,,9,,31,,153,,284,,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2016,25,,-,0,,4,,7,,5,,,-,0,,1,,1,,4,,"VERMONT
(43.622479, -72.51927)",
OHIO,2016,25,4,,4,,19,,70,,72,,13,,20,,54,,563,,215,,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2016,25,3,,1,,6,,28,,30,,1,,4,,15,,91,,278,,"KENTUCKY
(37.64591, -84.774043)",
PUERTO RICO,2016,25,,-,0,,1,,,-,1,,,-,0,,7,,9,,2,,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2016,25,,-,1,,6,,32,,51,,13,,21,,38,,387,,589,,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2016,25,,-,0,,2,,6,,34,,,-,5,,16,,136,,69,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2016,25,,-,4,,11,,59,,78,,,-,3,,10,,75,,16,,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,25,,-,2,,12,,6,,80,,13,,13,,31,,463,,89,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2016,25,,-,1,,33,,77,,34,,,-,1,,4,,15,,27,,"CONNECTICUT
(41.544654, -72.651713)",
MASSACHUSETTS,2016,25,,-,1,,6,,41,,20,,,-,3,,11,,72,,60,,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2016,25,,-,0,,2,,8,,31,,,-,1,,6,,20,,32,,"HAWAII
(21.30992, -157.858158)",
WYOMING,2016,25,,-,0,,4,,1,,23,,,-,0,,4,,4,,,-,"WYOMING
(43.23558, -108.110518)",
GUAM,2016,25,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"GUAM
(13.3532, 144.653198)",
KANSAS,2016,25,,-,2,,7,,43,,46,,,-,4,,14,,137,,35,,"KANSAS
(38.345528, -98.201847)",
IOWA,2016,25,,-,3,,10,,74,,57,,,-,12,,30,,299,,311,,"IOWA
(42.46942, -93.815856)",
TEXAS,2016,25,1,,11,,53,,242,,232,,79,,103,,363,,2232,,1942,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2016,25,,-,2,,8,,39,,40,,6,,7,,22,,201,,131,,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2016,25,,-,2,,8,,22,,42,,,-,5,,12,,123,,152,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2016,25,9,,4,,16,,112,,63,,4,,4,,10,,76,,212,,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2016,25,,-,1,,6,,15,,23,,,-,6,,34,,122,,108,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2016,25,,-,0,,3,,4,,16,,,-,2,,8,,37,,25,,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2016,25,4,,3,,10,,55,,35,,,-,1,,5,,34,,5,,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2016,25,,-,0,,3,,9,,5,,,-,0,,4,,2,,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2016,25,,-,0,,1,,3,,2,,2,,0,,3,,20,,15,,"DELAWARE
(39.008676, -75.574561)",
NEVADA,2016,25,,-,0,,7,,4,,9,,,-,0,,3,,2,,19,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2016,25,1,,2,,6,,36,,28,,,-,0,,1,,3,,10,,"MONTANA
(47.062617, -109.430168)",
NEW JERSEY,2016,25,,-,2,,8,,42,,59,,,-,5,,15,,82,,152,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,25,,-,1,,6,,16,,15,,,-,0,,2,,9,,13,,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2016,25,2,,0,,3,,13,,11,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2016,25,6,,3,,12,,66,,78,,14,,9,,24,,239,,124,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2016,25,,-,1,,5,,21,,21,,,-,1,,14,,8,,161,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2016,25,,-,0,,4,,6,,10,,,-,0,,2,,3,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2016,25,,-,0,,2,,2,,3,,,-,0,,5,,11,,17,,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,25,,-,12,,33,,214,,368,,3,,37,,158,,638,,707,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2016,25,,-,0,,2,,5,,7,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2016,25,3,,1,,7,,43,,36,,1,,3,,9,,80,,20,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2016,25,,-,0,,3,,8,,10,,,-,1,,7,,28,,50,,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2016,25,1,,0,,386,,66,,,-,4,,0,,152,,82,,,-,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2016,25,1,,2,,6,,50,,53,,9,,8,,23,,188,,230,,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2016,25,,-,3,,21,,9,,89,,,-,11,,52,,27,,358,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,25,,-,1,,23,,,-,73,,,-,1,,21,,,-,55,,"MINNESOTA
(44.943719, -93.094281)",
OKLAHOMA,2016,25,4,,1,,33,,36,,65,,65,,16,,165,,358,,292,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,25,,-,3,,9,,47,,78,,,-,13,,35,,261,,393,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH CAROLINA,2016,25,,-,0,,2,,13,,26,,,-,4,,44,,123,,107,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2016,26,59,,110,,549,,2140,,2661,,175,,419,,981,,9241,,9726,,,
NEW ENGLAND,2016,26,2,,5,,36,,148,,96,,,-,5,,13,,102,,115,,,
MID. ATLANTIC,2016,26,6,,12,,34,,284,,266,,10,,28,,58,,613,,955,,,
NEW YORK CITY,2016,26,,-,1,,8,,51,,44,,6,,8,,21,,206,,448,,"NEW YORK CITY
",
E.N. CENTRAL,2016,26,11,,12,,36,,210,,359,,39,,58,,123,,1652,,1113,,,
W.N. CENTRAL,2016,26,5,,16,,51,,249,,372,,5,,36,,98,,607,,1001,,,
S. ATLANTIC,2016,26,5,,10,,23,,217,,268,,29,,67,,130,,1282,,2131,,,
DIST. OF COL.,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,26,3,,5,,13,,122,,131,,2,,17,,47,,356,,803,,,
W.S. CENTRAL,2016,26,8,,15,,92,,339,,378,,62,,129,,497,,2880,,2514,,,
MOUNTAIN,2016,26,7,,12,,41,,194,,274,,19,,27,,54,,900,,299,,,
PACIFIC,2016,26,12,,18,,399,,377,,517,,9,,45,,190,,849,,795,,,
AMER. SAMOA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARIZONA,2016,26,1,,2,,11,,60,,44,,19,,21,,49,,779,,190,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,26,1,,0,,3,,13,,12,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
ALASKA,2016,26,,-,0,,1,,5,,7,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
C.N.M.I.,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
UTAH,2016,26,,-,1,,8,,19,,33,,,-,1,,5,,37,,21,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2016,26,,-,1,,7,,46,,36,,4,,3,,9,,84,,21,,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2016,26,,-,0,,2,,8,,32,,,-,1,,6,,20,,36,,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2016,26,,-,0,,3,,8,,10,,,-,1,,7,,28,,57,,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,26,3,,2,,6,,42,,31,,,-,0,,1,,3,,10,,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2016,26,10,,0,,386,,75,,,-,4,,0,,152,,85,,,-,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,26,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,26,2,,4,,16,,118,,69,,2,,4,,10,,78,,216,,"NEW YORK
(42.826892, -75.544286)",
NEW MEXICO,2016,26,,-,0,,3,,6,,16,,,-,2,,8,,41,,26,,"NEW MEXICO
(34.520396, -106.244402)",
NEVADA,2016,26,,-,0,,7,,4,,9,,,-,0,,3,,2,,19,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,26,,-,12,,33,,225,,392,,4,,37,,158,,666,,739,,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2016,26,3,,3,,11,,74,,68,,2,,3,,9,,83,,147,,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2016,26,3,,3,,10,,62,,41,,,-,1,,5,,34,,5,,"IDAHO
(43.680635, -114.364237)",
WYOMING,2016,26,,-,0,,2,,1,,25,,,-,0,,4,,4,,,-,"WYOMING
(43.23558, -108.110518)",
PENNSYLVANIA,2016,26,4,,3,,12,,73,,88,,2,,9,,24,,244,,134,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2016,26,,-,1,,16,,,-,75,,,-,1,,8,,,-,28,,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2016,26,,-,1,,6,,28,,30,,,-,4,,15,,91,,284,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2016,26,,-,0,,4,,6,,10,,,-,0,,2,,3,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2016,26,,-,0,,23,,,-,80,,,-,1,,21,,,-,56,,"MINNESOTA
(44.943719, -93.094281)",
WEST VIRGINIA,2016,26,,-,0,,3,,9,,7,,,-,0,,4,,2,,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2016,26,,-,2,,7,,46,,49,,2,,4,,14,,141,,37,,"KANSAS
(38.345528, -98.201847)",
VERMONT,2016,26,,-,0,,4,,7,,5,,,-,0,,1,,1,,4,,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2016,26,,-,3,,9,,47,,82,,,-,13,,35,,261,,410,,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2016,26,,-,0,,3,,12,,23,,,-,9,,31,,154,,315,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2016,26,,-,2,,21,,9,,98,,,-,10,,52,,27,,366,,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2016,26,,-,0,,2,,13,,27,,,-,4,,44,,123,,108,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,26,8,,1,,33,,44,,65,,25,,16,,165,,386,,310,,"OKLAHOMA
(35.468494, -97.521264)",
CONNECTICUT,2016,26,,-,1,,33,,78,,42,,,-,1,,4,,15,,30,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2016,26,,-,1,,6,,15,,24,,,-,6,,34,,127,,114,,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,26,,-,0,,1,,,-,1,,,-,0,,7,,9,,9,,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2016,26,,-,2,,6,,53,,58,,,-,8,,23,,188,,234,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2016,26,2,,4,,11,,64,,86,,1,,3,,10,,75,,18,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2016,26,,-,1,,6,,41,,24,,,-,3,,11,,72,,62,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2016,26,,-,2,,6,,34,,53,,7,,21,,38,,400,,617,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2016,26,,-,2,,8,,22,,48,,,-,5,,12,,123,,157,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2016,26,,-,2,,12,,7,,92,,10,,14,,31,,493,,91,,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2016,26,,-,2,,8,,42,,65,,,-,5,,15,,85,,157,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,26,,-,3,,12,,88,,58,,,-,11,,30,,309,,317,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2016,26,,-,1,,5,,21,,22,,,-,1,,12,,8,,173,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2016,26,,-,0,,1,,3,,2,,,-,0,,3,,22,,15,,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2016,26,,-,1,,10,,24,,44,,4,,3,,13,,69,,119,,"MARYLAND
(39.290443, -76.612333)",
VIRGINIA,2016,26,,-,1,,8,,39,,46,,1,,7,,22,,205,,138,,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2016,26,,-,0,,2,,6,,34,,,-,5,,16,,136,,79,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,26,5,,2,,9,,69,,49,,3,,2,,14,,112,,37,,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2016,26,5,,3,,7,,80,,65,,17,,20,,50,,334,,1016,,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2016,26,,-,1,,6,,16,,16,,,-,0,,2,,10,,15,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,26,11,,4,,19,,81,,79,,29,,20,,54,,587,,221,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2016,26,1,,0,,2,,3,,3,,,-,0,,2,,11,,17,,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2016,26,,-,11,,53,,243,,243,,33,,103,,363,,2274,,2104,,"TEXAS
(31.827233, -99.423022)",
UNITED STATES,2016,27,35,,110,,549,,2277,,2873,,155,,417,,981,,9544,,10214,,,
NEW ENGLAND,2016,27,2,,5,,36,,167,,101,,2,,5,,13,,112,,122,,,
MID. ATLANTIC,2016,27,5,,12,,34,,292,,289,,8,,27,,58,,622,,984,,,
NEW YORK CITY,2016,27,1,,1,,8,,52,,49,,6,,7,,21,,212,,456,,"NEW YORK CITY
",
E.N. CENTRAL,2016,27,6,,13,,36,,229,,392,,32,,59,,123,,1708,,1161,,,
W.N. CENTRAL,2016,27,2,,16,,51,,275,,423,,1,,36,,98,,621,,1062,,,
S. ATLANTIC,2016,27,2,,10,,19,,228,,284,,29,,66,,130,,1330,,2234,,,
DIST. OF COL.,2016,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,27,1,,5,,13,,128,,139,,1,,17,,37,,362,,827,,,
W.S. CENTRAL,2016,27,10,,15,,92,,353,,394,,64,,129,,497,,3008,,2660,,,
MOUNTAIN,2016,27,5,,12,,41,,212,,303,,12,,26,,54,,907,,320,,,
PACIFIC,2016,27,2,,18,,399,,393,,548,,6,,45,,190,,874,,844,,,
AMER. SAMOA,2016,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2016,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2016,27,7,,1,,33,,51,,66,,8,,16,,165,,394,,312,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,27,,-,3,,9,,58,,88,,,-,13,,35,,277,,422,,"ILLINOIS
(40.477092, -88.993221)",
OREGON,2016,27,1,,4,,11,,69,,97,,,-,3,,10,,76,,19,,"OREGON
(44.567912, -120.156945)",
MARYLAND,2016,27,1,,1,,6,,29,,46,,2,,3,,13,,72,,121,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2016,27,,-,0,,1,,,-,1,,,-,0,,2,,9,,9,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2016,27,,-,1,,6,,16,,16,,,-,0,,2,,10,,16,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2016,27,,-,1,,5,,22,,25,,,-,1,,12,,9,,184,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2016,27,,-,0,,2,,13,,27,,,-,4,,44,,123,,111,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MAINE,2016,27,,-,0,,3,,14,,12,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2016,27,,-,0,,3,,9,,8,,,-,0,,4,,2,,6,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,27,1,,1,,33,,79,,43,,1,,1,,4,,18,,31,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2016,27,1,,2,,6,,55,,59,,9,,8,,23,,198,,257,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,27,,-,0,,2,,2,,25,,,-,0,,4,,4,,1,,"WYOMING
(43.23558, -108.110518)",
NEW JERSEY,2016,27,,-,2,,8,,42,,66,,,-,5,,15,,85,,164,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2016,27,,-,0,,1,,3,,2,,,-,0,,3,,22,,16,,"DELAWARE
(39.008676, -75.574561)",
OHIO,2016,27,5,,4,,19,,86,,95,,21,,20,,54,,606,,227,,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2016,27,2,,2,,9,,73,,55,,,-,2,,14,,112,,39,,"NEBRASKA
(41.640503, -99.367122)",
COLORADO,2016,27,,-,1,,16,,,-,84,,,-,0,,8,,,-,31,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2016,27,1,,4,,16,,120,,76,,,-,4,,10,,78,,222,,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2016,27,,-,12,,33,,235,,411,,4,,37,,158,,689,,785,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,27,,-,1,,21,,9,,105,,,-,9,,52,,27,,372,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,27,,-,0,,23,,,-,103,,,-,0,,21,,,-,64,,"MINNESOTA
(44.943719, -93.094281)",
ARKANSAS,2016,27,2,,1,,7,,50,,38,,2,,3,,9,,86,,24,,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2016,27,,-,2,,6,,37,,57,,6,,20,,38,,411,,643,,"GEORGIA
(32.836038, -83.631709)",
GUAM,2016,27,,-,0,,0,,,-,,-,,-,0,,5,,,-,4,,"GUAM
(13.3532, 144.653198)",
UTAH,2016,27,,-,1,,8,,23,,35,,,-,1,,5,,37,,21,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2016,27,,-,1,,6,,15,,27,,,-,6,,34,,128,,121,,"NORTH CAROLINA
(35.47995, -79.180571)",
HAWAII,2016,27,,-,0,,2,,8,,33,,,-,1,,6,,20,,38,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2016,27,,-,2,,7,,47,,53,,1,,4,,14,,142,,49,,"KANSAS
(38.345528, -98.201847)",
VERMONT,2016,27,,-,0,,4,,8,,7,,,-,0,,1,,1,,4,,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2016,27,2,,2,,11,,65,,47,,11,,20,,49,,785,,201,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2016,27,,-,1,,8,,23,,52,,,-,5,,12,,125,,160,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,27,,-,0,,3,,12,,23,,,-,9,,25,,154,,325,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,27,,-,0,,7,,4,,13,,,-,0,,3,,2,,20,,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2016,27,3,,3,,12,,78,,98,,2,,9,,24,,247,,142,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2016,27,,-,4,,22,,108,,66,,,-,11,,31,,321,,338,,"IOWA
(42.46942, -93.815856)",
FLORIDA,2016,27,,-,3,,7,,80,,66,,13,,20,,50,,347,,1066,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2016,27,,-,1,,12,,7,,98,,2,,14,,32,,502,,95,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2016,27,,-,2,,6,,45,,35,,,-,0,,1,,3,,10,,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2016,27,,-,0,,2,,3,,3,,,-,0,,2,,11,,17,,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2016,27,1,,2,,10,,55,,26,,1,,3,,11,,79,,68,,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2016,27,,-,0,,2,,6,,34,,,-,5,,16,,136,,80,,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2016,27,3,,3,,10,,67,,48,,1,,1,,5,,35,,5,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2016,27,,-,0,,4,,8,,10,,,-,0,,2,,3,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TEXAS,2016,27,1,,11,,53,,246,,256,,54,,102,,363,,2392,,2244,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,27,1,,3,,11,,78,,74,,1,,3,,9,,87,,153,,"TENNESSEE
(35.681402, -85.774444)",
WASHINGTON,2016,27,,-,0,,386,,75,,,-,2,,0,,152,,86,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2016,27,,-,0,,3,,6,,16,,,-,2,,8,,41,,31,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2016,27,1,,1,,8,,42,,51,,8,,7,,22,,225,,150,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,27,,-,0,,3,,10,,10,,,-,1,,4,,30,,60,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2016,27,,-,1,,6,,28,,32,,,-,4,,15,,91,,289,,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2016,27,1,,0,,1,,6,,7,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2016,28,75,,111,,549,,2447,,3081,,184,,413,,981,,9868,,10691,,,
NEW ENGLAND,2016,28,3,,5,,36,,173,,105,,1,,5,,13,,118,,127,,,
MID. ATLANTIC,2016,28,20,,11,,34,,321,,311,,17,,27,,58,,643,,1021,,,
NEW YORK CITY,2016,28,4,,1,,8,,56,,53,,6,,7,,21,,218,,463,,"NEW YORK CITY
",
E.N. CENTRAL,2016,28,11,,13,,36,,249,,423,,34,,59,,123,,1780,,1204,,,
W.N. CENTRAL,2016,28,,-,16,,48,,304,,458,,3,,34,,98,,641,,1107,,,
S. ATLANTIC,2016,28,6,,10,,19,,238,,303,,28,,64,,130,,1365,,2344,,,
DIST. OF COL.,2016,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,28,3,,5,,13,,140,,150,,3,,17,,37,,380,,853,,,
VIRGIN ISL.,2016,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
W.S. CENTRAL,2016,28,14,,15,,92,,377,,415,,79,,128,,497,,3100,,2803,,,
MOUNTAIN,2016,28,10,,12,,41,,232,,333,,12,,26,,54,,929,,342,,,
PACIFIC,2016,28,8,,17,,399,,413,,583,,7,,43,,190,,912,,890,,,
AMER. SAMOA,2016,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TEXAS,2016,28,9,,11,,53,,262,,268,,66,,102,,363,,2471,,2368,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,28,3,,3,,11,,84,,79,,1,,3,,9,,90,,157,,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2016,28,,-,0,,1,,,-,1,,,-,0,,2,,9,,9,,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2016,28,,-,1,,6,,33,,36,,2,,4,,15,,99,,294,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2016,28,,-,0,,3,,6,,17,,,-,1,,8,,41,,31,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2016,28,3,,3,,7,,84,,70,,15,,19,,50,,362,,1116,,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2016,28,7,,0,,386,,82,,,-,3,,1,,152,,89,,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,28,,-,0,,3,,9,,8,,,-,0,,4,,2,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,28,,-,1,,33,,79,,46,,,-,1,,4,,20,,32,,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2016,28,3,,3,,12,,80,,55,,,-,1,,5,,35,,10,,"IDAHO
(43.680635, -114.364237)",
