Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1,Location 2
C.N.M.I.,2014,50,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,50,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK,2014,50,51,,43,,226,,2834,,3624,,,-,1,,4,,58,,55,,,-,0,,3,,8,,21,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NORTH CAROLINA,2014,50,,-,0,,78,,149,,153,,,-,0,,8,,35,,22,,1,,0,,3,,12,,10,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
DELAWARE,2014,50,1,,6,,24,,386,,500,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
WISCONSIN,2014,50,,-,9,,97,,1102,,1862,,,-,0,,2,,6,,10,,,-,0,,1,,8,,13,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
TENNESSEE,2014,50,,-,0,,3,,17,,25,,,-,0,,2,,17,,19,,,-,0,,1,,6,,6,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
TEXAS,2014,50,,-,0,,11,,28,,70,,,-,1,,19,,92,,70,,1,,0,,5,,19,,25,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW JERSEY,2014,50,,-,35,,184,,2698,,3738,,,-,1,,5,,70,,90,,,-,0,,1,,8,,19,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
LOUISIANA,2014,50,,-,0,,1,,2,,,-,,-,0,,1,,12,,9,,,-,0,,1,,6,,15,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
UTAH,2014,50,,-,0,,2,,8,,15,,,-,0,,1,,4,,7,,,-,0,,1,,1,,7,,"UTAH
(39.36070123200005, -111.58712831499997)",
PUERTO RICO,2014,50,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW MEXICO,2014,50,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ALABAMA,2014,50,,-,0,,7,,57,,23,,,-,0,,3,,13,,2,,,-,0,,1,,6,,4,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
GEORGIA,2014,50,,-,0,,3,,3,,8,,,-,1,,5,,75,,66,,,-,0,,2,,12,,12,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
FLORIDA,2014,50,1,,2,,12,,130,,132,,1,,1,,4,,50,,53,,,-,1,,4,,49,,56,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MAINE,2014,50,,-,15,,89,,1260,,1347,,,-,0,,1,,6,,10,,,-,0,,1,,1,,3,,"MAINE
(45.25422910300006, -68.98502586699993)",
INDIANA,2014,50,,-,0,,11,,75,,109,,,-,0,,3,,17,,19,,,-,0,,1,,4,,14,,"INDIANA
(39.766913353000064, -86.14995646699998)",
KANSAS,2014,50,,-,0,,2,,16,,34,,,-,0,,2,,9,,8,,,-,0,,1,,1,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MICHIGAN,2014,50,1,,2,,13,,135,,167,,,-,0,,2,,12,,19,,,-,0,,2,,11,,4,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW HAMPSHIRE,2014,50,,-,5,,61,,611,,1683,,,-,0,,2,,7,,9,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
GUAM,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000038, 144.73149801400007)",
VERMONT,2014,50,2,,8,,48,,576,,891,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,"VERMONT
(43.62538389600007, -72.51763667599994)",
MINNESOTA,2014,50,,-,0,,14,,3,,2319,,,-,0,,2,,2,,66,,,-,0,,1,,5,,12,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MONTANA,2014,50,,-,0,,2,,7,,18,,,-,0,,1,,2,,,-,,-,0,,1,,4,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
SOUTH CAROLINA,2014,50,,-,0,,3,,31,,41,,,-,0,,1,,5,,9,,,-,0,,1,,2,,3,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MASSACHUSETTS,2014,50,,-,40,,382,,4249,,5248,,,-,1,,5,,49,,70,,,-,0,,1,,10,,11,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
PENNSYLVANIA,2014,50,46,,77,,598,,7589,,5689,,,-,1,,5,,75,,70,,,-,0,,2,,12,,22,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
RHODE ISLAND,2014,50,,-,7,,81,,640,,678,,,-,0,,3,,17,,11,,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ARKANSAS,2014,50,,-,0,,0,,,-,,-,,-,0,,1,,4,,2,,,-,0,,1,,1,,7,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
IOWA,2014,50,,-,1,,20,,189,,246,,,-,0,,2,,13,,12,,,-,0,,1,,2,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
SOUTH DAKOTA,2014,50,,-,0,,1,,2,,4,,,-,0,,1,,5,,7,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
CALIFORNIA,2014,50,,-,0,,3,,31,,112,,,-,1,,5,,68,,99,,1,,1,,5,,54,,111,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
HAWAII,2014,50,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,1,,2,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
VIRGINIA,2014,50,20,,17,,267,,1107,,972,,,-,1,,5,,70,,69,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MISSOURI,2014,50,,-,0,,2,,14,,3,,,-,0,,1,,14,,5,,,-,0,,1,,8,,10,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NORTH DAKOTA,2014,50,,-,0,,2,,15,,29,,,-,0,,1,,9,,3,,,-,0,,1,,2,,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
COLORADO,2014,50,,-,0,,0,,,-,,-,,-,0,,3,,7,,32,,,-,0,,1,,3,,9,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MISSISSIPPI,2014,50,,-,0,,1,,2,,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,4,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW YORK CITY,2014,50,4,,3,,441,,747,,738,,2,,3,,16,,186,,188,,,-,0,,2,,11,,16,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WASHINGTON,2014,50,,-,0,,4,,12,,14,,,-,0,,3,,37,,27,,,-,0,,4,,11,,15,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEBRASKA,2014,50,,-,0,,4,,16,,10,,,-,0,,2,,9,,6,,,-,0,,0,,,-,5,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
OKLAHOMA,2014,50,,-,0,,2,,,-,1,,,-,0,,3,,9,,12,,,-,0,,2,,9,,6,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEVADA,2014,50,,-,0,,2,,6,,15,,,-,0,,2,,10,,8,,,-,0,,1,,3,,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ALASKA,2014,50,,-,0,,1,,7,,14,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
ARIZONA,2014,50,,-,0,,5,,20,,32,,,-,0,,3,,19,,33,,,-,0,,2,,9,,11,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OREGON,2014,50,,-,1,,3,,42,,42,,,-,0,,2,,16,,13,,,-,0,,3,,17,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
CONNECTICUT,2014,50,,-,19,,170,,2030,,2906,,,-,0,,2,,8,,19,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
WYOMING,2014,50,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
IDAHO,2014,50,,-,0,,1,,8,,19,,,-,0,,1,,3,,5,,,-,0,,1,,5,,4,,"IDAHO
(43.68263174800006, -114.36372693399994)",
WEST VIRGINIA,2014,50,,-,1,,14,,123,,140,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
KENTUCKY,2014,50,,-,0,,5,,43,,39,,,-,0,,2,,10,,9,,,-,0,,1,,3,,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OHIO,2014,50,,-,1,,10,,111,,92,,,-,1,,3,,36,,29,,,-,0,,2,,11,,10,,"OHIO
(40.060212455000055, -82.40425667899996)",
MARYLAND,2014,50,50,,14,,62,,1068,,1187,,4,,2,,9,,135,,146,,1,,0,,1,,7,,3,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ILLINOIS,2014,50,,-,1,,20,,192,,337,,,-,0,,4,,38,,64,,,-,0,,2,,11,,10,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
UNITED STATES,2014,51,112,,377,,1788,,28893,,35621,,16,,26,,51,,1391,,1543,,5,,7,,24,,381,,532,,,
NEW ENGLAND,2014,51,1,,103,,690,,9603,,12818,,,-,2,,7,,94,,125,,,-,0,,3,,13,,22,,,
MID. ATLANTIC,2014,51,76,,191,,919,,14043,,13873,,2,,7,,23,,391,,412,,,-,1,,3,,40,,79,,,
E.N. CENTRAL,2014,51,1,,13,,128,,1622,,2575,,1,,2,,8,,115,,146,,1,,1,,4,,46,,51,,,
W.N. CENTRAL,2014,51,,-,3,,22,,257,,2652,,2,,1,,4,,63,,107,,,-,0,,3,,20,,38,,,
S. ATLANTIC,2014,51,33,,45,,309,,3072,,3250,,4,,7,,18,,388,,393,,1,,2,,6,,96,,97,,,
DIST. OF COL.,2014,51,,-,0,,4,,28,,35,,,-,0,,2,,13,,12,,,-,0,,1,,1,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,51,,-,1,,10,,119,,89,,,-,1,,5,,41,,33,,2,,0,,1,,19,,15,,,
W.S. CENTRAL,2014,51,1,,0,,13,,33,,72,,4,,2,,21,,125,,94,,,-,0,,6,,35,,53,,,
MOUNTAIN,2014,51,,-,1,,7,,51,,109,,,-,1,,6,,47,,86,,,-,0,,3,,27,,38,,,
PACIFIC,2014,51,,-,2,,5,,93,,183,,3,,3,,6,,127,,147,,1,,1,,7,,85,,139,,,
AMER. SAMOA,2014,51,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,51,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,51,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2014,51,,-,0,,2,,8,,15,,,-,0,,1,,4,,7,,,-,0,,1,,1,,8,,"UTAH
(39.36070123200005, -111.58712831499997)",
CALIFORNIA,2014,51,,-,0,,3,,31,,112,,,-,1,,4,,65,,101,,,-,1,,5,,54,,111,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW MEXICO,2014,51,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
WYOMING,2014,51,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW HAMPSHIRE,2014,51,,-,5,,62,,619,,1686,,,-,0,,2,,7,,9,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MINNESOTA,2014,51,,-,0,,14,,3,,2326,,,-,0,,1,,2,,66,,,-,0,,1,,5,,12,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW YORK,2014,51,41,,47,,226,,2874,,3646,,,-,1,,4,,58,,56,,,-,0,,3,,8,,21,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NORTH CAROLINA,2014,51,,-,0,,78,,149,,153,,,-,0,,8,,35,,22,,1,,0,,3,,13,,10,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
IDAHO,2014,51,,-,0,,1,,8,,19,,,-,0,,1,,3,,5,,,-,0,,1,,5,,4,,"IDAHO
(43.68263174800006, -114.36372693399994)",
GEORGIA,2014,51,,-,0,,1,,1,,8,,,-,1,,5,,72,,67,,,-,0,,2,,12,,12,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
ALASKA,2014,51,,-,0,,1,,7,,14,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
INDIANA,2014,51,,-,0,,11,,76,,110,,,-,0,,3,,17,,20,,,-,0,,1,,4,,14,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MASSACHUSETTS,2014,51,,-,41,,388,,4332,,5275,,,-,1,,5,,50,,70,,,-,0,,1,,10,,11,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NORTH DAKOTA,2014,51,,-,0,,2,,16,,29,,,-,0,,1,,9,,3,,,-,0,,1,,2,,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ARKANSAS,2014,51,,-,0,,0,,,-,,-,,-,0,,1,,4,,2,,,-,0,,1,,1,,7,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
RHODE ISLAND,2014,51,,-,8,,83,,754,,683,,,-,0,,3,,19,,11,,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
COLORADO,2014,51,,-,0,,0,,,-,,-,,-,0,,3,,7,,32,,,-,0,,1,,3,,9,,"COLORADO
(38.84384342200008, -106.13360911499996)",
IOWA,2014,51,,-,1,,20,,190,,246,,2,,0,,2,,15,,12,,,-,0,,1,,2,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
ILLINOIS,2014,51,,-,1,,20,,193,,337,,,-,1,,4,,43,,64,,,-,0,,2,,11,,10,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OHIO,2014,51,1,,1,,10,,112,,92,,1,,1,,3,,37,,32,,1,,0,,2,,12,,10,,"OHIO
(40.060212455000055, -82.40425667899996)",
KENTUCKY,2014,51,,-,0,,5,,43,,40,,,-,0,,2,,10,,9,,,-,0,,1,,3,,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
CONNECTICUT,2014,51,,-,19,,170,,2030,,2920,,,-,0,,2,,8,,20,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ARIZONA,2014,51,,-,0,,5,,20,,32,,,-,0,,3,,19,,33,,,-,0,,2,,9,,11,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
LOUISIANA,2014,51,,-,0,,1,,2,,,-,,-,0,,1,,12,,9,,,-,0,,1,,6,,15,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
OREGON,2014,51,,-,1,,3,,43,,43,,,-,0,,2,,16,,13,,1,,0,,3,,18,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
KANSAS,2014,51,,-,0,,2,,16,,34,,,-,0,,2,,9,,8,,,-,0,,1,,1,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
WEST VIRGINIA,2014,51,2,,1,,14,,126,,140,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MARYLAND,2014,51,10,,14,,62,,1083,,1190,,2,,2,,9,,138,,147,,,-,0,,1,,7,,3,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
SOUTH CAROLINA,2014,51,,-,0,,3,,31,,42,,,-,0,,1,,5,,9,,,-,0,,2,,4,,4,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEVADA,2014,51,,-,0,,2,,6,,16,,,-,0,,2,,10,,8,,,-,0,,1,,3,,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ALABAMA,2014,51,,-,0,,7,,57,,24,,,-,0,,3,,13,,2,,,-,0,,1,,7,,4,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WASHINGTON,2014,51,,-,0,,4,,12,,14,,2,,0,,3,,39,,28,,,-,0,,4,,11,,16,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
GUAM,2014,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW YORK CITY,2014,51,1,,3,,441,,747,,740,,2,,3,,16,,188,,194,,,-,0,,2,,11,,16,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MISSISSIPPI,2014,51,,-,0,,1,,2,,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,4,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VERMONT,2014,51,1,,8,,48,,576,,892,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,"VERMONT
(43.62538389600007, -72.51763667599994)",
PENNSYLVANIA,2014,51,34,,77,,602,,7670,,5729,,,-,1,,5,,75,,71,,,-,0,,2,,13,,22,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
OKLAHOMA,2014,51,,-,0,,2,,,-,1,,,-,0,,3,,9,,12,,,-,0,,2,,9,,6,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
HAWAII,2014,51,,N,0,,0,,,N,,N,1,,0,,1,,5,,1,,,-,0,,1,,2,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
DELAWARE,2014,51,2,,6,,24,,389,,506,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MISSOURI,2014,51,,-,0,,2,,14,,3,,,-,0,,1,,14,,5,,,-,0,,1,,8,,10,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MICHIGAN,2014,51,,-,2,,13,,139,,168,,,-,0,,2,,12,,20,,,-,0,,2,,11,,4,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
VIRGINIA,2014,51,13,,17,,267,,1129,,1040,,,-,1,,5,,70,,72,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MONTANA,2014,51,,-,0,,2,,7,,18,,,-,0,,1,,2,,,-,,-,0,,1,,4,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MAINE,2014,51,,-,14,,89,,1292,,1362,,,-,0,,1,,6,,10,,,-,0,,1,,1,,3,,"MAINE
(45.25422910300006, -68.98502586699993)",
TEXAS,2014,51,1,,0,,11,,31,,71,,4,,1,,19,,100,,71,,,-,0,,5,,19,,25,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEBRASKA,2014,51,,-,0,,4,,16,,10,,,-,0,,2,,9,,6,,,-,0,,0,,,-,5,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW JERSEY,2014,51,,-,37,,187,,2752,,3758,,,-,1,,5,,70,,91,,,-,0,,1,,8,,20,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
SOUTH DAKOTA,2014,51,,-,0,,1,,2,,4,,,-,0,,1,,5,,7,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
TENNESSEE,2014,51,,-,0,,3,,17,,25,,,-,0,,2,,17,,19,,2,,0,,1,,8,,6,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
FLORIDA,2014,51,6,,2,,12,,136,,136,,2,,1,,4,,51,,53,,,-,1,,4,,49,,57,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WISCONSIN,2014,51,,-,9,,97,,1102,,1868,,,-,0,,2,,6,,10,,,-,0,,1,,8,,13,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
PUERTO RICO,2014,51,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
UNITED STATES,2014,52,51,,385,,1791,,29081,,36307,,2,,25,,51,,1398,,1594,,3,,7,,24,,386,,556,,,
NEW ENGLAND,2014,52,,-,103,,691,,9642,,12892,,,-,2,,7,,94,,130,,1,,0,,3,,14,,25,,,
MID. ATLANTIC,2014,52,44,,195,,921,,14162,,14139,,,-,7,,23,,394,,418,,,-,1,,3,,40,,82,,,
E.N. CENTRAL,2014,52,,-,13,,128,,1633,,2580,,,-,2,,8,,115,,149,,,-,1,,4,,46,,52,,,
W.N. CENTRAL,2014,52,,-,3,,22,,257,,2667,,1,,1,,4,,64,,109,,,-,0,,3,,20,,38,,,
S. ATLANTIC,2014,52,7,,42,,309,,3090,,3559,,,-,7,,18,,387,,403,,2,,2,,6,,98,,98,,,
DIST. OF COL.,2014,52,,-,0,,4,,29,,35,,,-,0,,2,,13,,13,,,-,0,,1,,1,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,52,,-,1,,10,,119,,89,,,-,1,,5,,41,,33,,,-,0,,2,,19,,16,,,
W.S. CENTRAL,2014,52,,-,0,,13,,33,,85,,,-,2,,21,,125,,115,,,-,1,,6,,36,,59,,,
MOUNTAIN,2014,52,,-,1,,7,,52,,109,,,-,1,,6,,47,,86,,,-,0,,3,,27,,40,,,
PACIFIC,2014,52,,-,2,,5,,93,,187,,1,,3,,6,,131,,151,,,-,1,,7,,86,,146,,,
AMER. SAMOA,2014,52,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,52,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,52,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARIZONA,2014,52,,-,0,,5,,20,,32,,,-,0,,3,,19,,33,,,-,0,,2,,9,,12,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
GUAM,2014,52,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000038, 144.73149801400007)",
MICHIGAN,2014,52,,-,2,,13,,142,,168,,,-,0,,2,,12,,21,,,-,0,,2,,11,,4,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALABAMA,2014,52,,-,0,,7,,57,,24,,,-,0,,3,,13,,2,,,-,0,,1,,7,,5,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
CALIFORNIA,2014,52,,-,0,,3,,31,,112,,,-,1,,4,,68,,103,,,-,1,,5,,55,,113,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK CITY,2014,52,1,,3,,441,,747,,743,,,-,3,,16,,188,,196,,,-,0,,2,,11,,16,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
TENNESSEE,2014,52,,-,0,,3,,17,,25,,,-,0,,2,,17,,19,,,-,0,,2,,8,,6,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
IOWA,2014,52,,-,1,,20,,190,,247,,,-,0,,2,,15,,12,,,-,0,,1,,2,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
MISSISSIPPI,2014,52,,-,0,,1,,2,,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,4,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ARKANSAS,2014,52,,-,0,,0,,,-,,-,,-,0,,1,,4,,2,,,-,0,,1,,1,,7,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
TEXAS,2014,52,,-,0,,11,,31,,82,,,-,1,,19,,100,,90,,,-,0,,5,,20,,30,,"TEXAS
(31.827240467000024, -99.42676785299994)",
OHIO,2014,52,,-,1,,10,,113,,93,,,-,1,,3,,37,,33,,,-,0,,2,,12,,10,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK,2014,52,16,,47,,226,,2891,,3872,,,-,1,,4,,58,,58,,,-,0,,3,,8,,24,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NORTH DAKOTA,2014,52,,-,0,,2,,16,,29,,,-,0,,1,,9,,3,,,-,0,,1,,2,,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW HAMPSHIRE,2014,52,,-,5,,62,,619,,1687,,,-,0,,2,,7,,10,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
PUERTO RICO,2014,52,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WEST VIRGINIA,2014,52,,-,1,,14,,126,,143,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WASHINGTON,2014,52,,-,0,,4,,12,,18,,,-,0,,3,,39,,30,,,-,0,,4,,11,,20,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ILLINOIS,2014,52,,-,1,,20,,197,,337,,,-,1,,4,,43,,64,,,-,0,,2,,11,,10,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW MEXICO,2014,52,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
KENTUCKY,2014,52,,-,0,,5,,43,,40,,,-,0,,2,,10,,9,,,-,0,,1,,3,,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MISSOURI,2014,52,,-,0,,2,,14,,3,,1,,0,,1,,15,,6,,,-,0,,1,,8,,10,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEBRASKA,2014,52,,-,0,,4,,16,,10,,,-,0,,2,,9,,6,,,-,0,,0,,,-,5,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
HAWAII,2014,52,,N,0,,0,,,N,,N,,-,0,,1,,5,,1,,,-,0,,1,,2,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
