Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2016","Invasive Pneumococcal disease§, All ages, Cum 2016, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2016","Invasive Pneumococcal disease§, Age LT 5, Cum 2016, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag",Location 1,Location 2
S. ATLANTIC,2016,13,46,,49,,102,,845,,1010,,1,,4,,11,,60,,66,,5,,18,,31,,144,,203,,,
DIST. OF COL.,2016,13,1,,1,,5,,18,,20,,,-,0,,1,,,-,4,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,13,20,,30,,70,,518,,597,,,-,2,,6,,28,,38,,4,,5,,15,,46,,46,,,
W.S. CENTRAL,2016,13,45,,40,,203,,741,,732,,2,,4,,13,,62,,62,,5,,8,,20,,33,,68,,,
MOUNTAIN,2016,13,25,,37,,63,,547,,682,,1,,2,,6,,34,,52,,2,,4,,10,,25,,63,,,
PACIFIC,2016,13,4,,3,,8,,46,,46,,,-,0,,2,,3,,1,,1,,9,,20,,50,,154,,,
AMER. SAMOA,2016,13,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH DAKOTA,2016,13,,-,1,,6,,15,,27,,,-,0,,1,,1,,2,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2016,13,,-,1,,5,,22,,19,,,-,0,,1,,1,,3,,,-,0,,3,,1,,1,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2016,13,6,,6,,18,,120,,191,,,-,0,,2,,4,,9,,,-,1,,3,,5,,13,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,13,30,,20,,41,,363,,320,,,-,1,,4,,20,,12,,8,,7,,74,,67,,63,,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2016,13,,-,0,,36,,,-,299,,,-,0,,5,,,-,24,,,-,1,,5,,4,,7,,"MINNESOTA
(44.943719, -93.094281)",
MONTANA,2016,13,1,,1,,5,,24,,19,,,-,0,,1,,2,,,-,,-,0,,2,,1,,1,,"MONTANA
(47.062617, -109.430168)",
HAWAII,2016,13,,-,1,,6,,16,,19,,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2016,13,1,,0,,2,,8,,5,,1,,0,,2,,8,,5,,,-,2,,9,,13,,23,,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2016,13,,-,0,,4,,12,,7,,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
IOWA,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,2,,8,,"IOWA
(42.46942, -93.815856)",
COLORADO,2016,13,,-,7,,21,,,-,138,,,-,0,,2,,,-,10,,,-,1,,6,,,-,8,,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2016,13,7,,3,,8,,63,,47,,1,,0,,2,,6,,3,,,-,0,,2,,,-,7,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2016,13,,-,14,,46,,205,,231,,,-,1,,3,,11,,10,,,-,2,,13,,12,,30,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,13,,-,10,,28,,139,,186,,,-,0,,3,,3,,14,,1,,1,,10,,10,,24,,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2016,13,,-,1,,4,,11,,38,,,-,0,,1,,1,,5,,,-,0,,5,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2016,13,19,,14,,33,,250,,334,,,-,1,,3,,12,,19,,1,,2,,8,,21,,16,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,13,4,,2,,6,,30,,27,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2016,13,13,,8,,29,,229,,156,,,-,1,,4,,19,,22,,4,,5,,13,,65,,74,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2016,13,1,,5,,12,,93,,75,,,-,0,,2,,7,,6,,,-,0,,4,,3,,8,,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2016,13,,-,2,,10,,29,,61,,,-,0,,1,,1,,5,,,-,0,,2,,,-,8,,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2016,13,,-,4,,11,,76,,80,,,-,0,,2,,1,,1,,1,,1,,7,,10,,13,,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,13,33,,17,,69,,271,,231,,1,,1,,4,,17,,12,,6,,7,,26,,63,,67,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2016,13,6,,2,,11,,43,,32,,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2016,13,,-,4,,11,,27,,73,,,-,0,,2,,1,,3,,,-,0,,3,,,-,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,13,,-,3,,7,,33,,65,,,-,0,,2,,2,,7,,,-,0,,2,,,-,10,,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2016,13,,-,0,,20,,2,,185,,,-,0,,1,,,-,5,,,-,2,,10,,,-,35,,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,4,,7,,"OREGON
(44.567912, -120.156945)",
WASHINGTON,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,7,,8,,9,,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALABAMA,2016,13,,-,5,,17,,99,,108,,,-,0,,5,,8,,12,,2,,1,,6,,12,,9,,"ALABAMA
(32.839182, -86.631125)",
LOUISIANA,2016,13,3,,6,,17,,115,,134,,,-,0,,3,,10,,9,,,-,0,,4,,4,,11,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2016,13,,-,1,,5,,19,,33,,,-,0,,1,,,-,2,,,-,0,,3,,5,,3,,"DELAWARE
(39.008676, -75.574561)",
MAINE,2016,13,4,,3,,7,,39,,42,,1,,0,,2,,4,,1,,,-,0,,2,,6,,1,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,13,,-,1,,5,,7,,14,,,-,0,,1,,,-,1,,,-,0,,6,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,8,,21,,44,,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2016,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,37,,135,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2016,13,9,,7,,24,,129,,131,,,-,1,,2,,7,,8,,,-,2,,6,,10,,15,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2016,13,7,,17,,33,,273,,394,,,-,1,,5,,17,,17,,1,,2,,9,,16,,10,,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2016,13,,-,9,,24,,136,,161,,,-,0,,2,,8,,12,,,-,2,,8,,11,,25,,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2016,13,,-,4,,11,,63,,75,,,-,0,,1,,4,,3,,,-,1,,4,,3,,5,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2016,13,,N,0,,0,,,N,,N,,-,0,,0,,,-,2,,,-,2,,19,,17,,14,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
ARIZONA,2016,13,20,,12,,37,,338,,268,,,-,1,,4,,21,,19,,2,,1,,4,,17,,30,,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2016,13,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,,-,0,,9,,1,,4,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,13,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,,-,4,,48,,27,,24,,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2016,13,4,,5,,24,,77,,94,,,-,0,,3,,8,,5,,,-,0,,4,,3,,5,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2016,13,4,,4,,15,,111,,124,,1,,0,,4,,6,,7,,,-,0,,2,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2016,13,38,,28,,176,,549,,504,,2,,3,,11,,39,,43,,5,,5,,19,,25,,48,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2016,13,18,,8,,23,,151,,138,,,-,0,,3,,11,,4,,,-,2,,9,,19,,26,,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2016,13,11,,10,,21,,154,,168,,,-,0,,2,,4,,7,,2,,6,,23,,30,,46,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2016,13,,N,0,,0,,,N,,N,,-,0,,1,,2,,3,,,-,0,,1,,5,,4,,"IDAHO
(43.680635, -114.364237)",
KANSAS,2016,13,,-,3,,9,,51,,58,,,-,0,,2,,4,,7,,,-,0,,4,,2,,3,,"KANSAS
(38.345528, -98.201847)",
UNITED STATES,2016,14,215,,305,,641,,5093,,6006,,13,,22,,32,,308,,392,,25,,97,,234,,674,,1026,,,
NEW ENGLAND,2016,14,9,,21,,40,,347,,389,,1,,0,,4,,21,,26,,1,,5,,15,,31,,42,,,
MID. ATLANTIC,2016,14,48,,42,,108,,694,,888,,1,,2,,7,,27,,38,,8,,20,,101,,162,,200,,,
NEW YORK CITY,2016,14,14,,13,,24,,229,,240,,,-,0,,3,,4,,11,,1,,5,,84,,60,,45,,"NEW YORK CITY
",
E.N. CENTRAL,2016,14,35,,58,,127,,955,,952,,1,,3,,9,,49,,47,,4,,18,,101,,132,,169,,,
W.N. CENTRAL,2016,14,7,,12,,49,,196,,495,,,-,0,,5,,11,,41,,,-,4,,22,,29,,42,,,
S. ATLANTIC,2016,14,32,,51,,102,,916,,1077,,3,,5,,11,,67,,75,,6,,18,,35,,152,,216,,,
DIST. OF COL.,2016,14,,-,1,,5,,18,,21,,,-,0,,1,,,-,4,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,14,21,,30,,70,,556,,628,,1,,2,,6,,29,,39,,1,,5,,15,,48,,51,,,
C.N.M.I.,2016,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
W.S. CENTRAL,2016,14,39,,40,,203,,787,,784,,4,,4,,13,,66,,66,,1,,8,,20,,35,,73,,,
MOUNTAIN,2016,14,24,,36,,63,,578,,744,,2,,2,,6,,35,,58,,1,,4,,10,,25,,65,,,
PACIFIC,2016,14,,-,3,,10,,64,,49,,,-,0,,2,,3,,2,,3,,9,,20,,60,,168,,,
AMER. SAMOA,2016,14,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2016,14,1,,5,,12,,97,,80,,,-,0,,2,,7,,6,,,-,0,,4,,4,,9,,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,14,33,,28,,176,,584,,542,,4,,3,,11,,43,,46,,1,,5,,19,,27,,53,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2016,14,4,,5,,24,,84,,100,,,-,0,,3,,8,,5,,,-,0,,4,,3,,5,,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2016,14,,-,2,,5,,27,,42,,,-,0,,1,,1,,5,,,-,0,,5,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,14,3,,5,,17,,107,,111,,,-,0,,5,,8,,12,,,-,1,,6,,12,,11,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,5,,7,,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,8,,21,,47,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2016,14,1,,1,,5,,10,,16,,1,,0,,1,,1,,1,,,-,0,,6,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2016,14,,N,0,,0,,,N,,N,,-,0,,0,,,-,2,,,-,2,,19,,19,,15,,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2016,14,10,,8,,23,,161,,151,,1,,0,,3,,12,,7,,1,,2,,9,,21,,26,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2016,14,1,,1,,5,,23,,23,,,-,0,,1,,1,,3,,1,,0,,3,,2,,1,,"VERMONT
(43.622479, -72.51927)",
VIRGINIA,2016,14,,-,1,,2,,9,,5,,,-,1,,2,,9,,5,,1,,2,,9,,14,,21,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,14,6,,3,,8,,70,,51,,,-,0,,2,,6,,3,,,-,0,,2,,,-,7,,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2016,14,17,,15,,35,,276,,347,,1,,1,,3,,13,,20,,1,,2,,8,,22,,17,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,14,,-,2,,10,,37,,29,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2016,14,,-,1,,6,,21,,28,,,-,0,,1,,1,,2,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2016,14,20,,12,,37,,359,,290,,2,,1,,4,,22,,22,,1,,1,,4,,17,,32,,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2016,14,2,,6,,17,,119,,142,,,-,0,,3,,10,,9,,,-,0,,4,,4,,11,,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,2,,8,,"IOWA
(42.46942, -93.815856)",
OHIO,2016,14,27,,20,,41,,410,,342,,1,,1,,5,,26,,14,,4,,7,,74,,72,,71,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,14,,-,3,,7,,33,,70,,,-,0,,2,,2,,9,,,-,0,,2,,,-,10,,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,7,,9,,9,,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,14,,N,0,,0,,,N,,N,,-,0,,2,,5,,6,,,-,0,,9,,1,,4,,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH DAKOTA,2016,14,1,,2,,11,,47,,32,,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2016,14,,-,4,,11,,76,,90,,,-,0,,2,,1,,1,,,-,1,,7,,10,,14,,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2016,14,7,,14,,46,,242,,257,,,-,1,,3,,13,,10,,,-,2,,13,,13,,31,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2016,14,24,,17,,69,,295,,254,,1,,1,,4,,18,,13,,6,,7,,26,,69,,70,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2016,14,,-,10,,20,,167,,179,,,-,0,,2,,9,,12,,,-,2,,8,,15,,27,,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,14,,-,3,,9,,58,,65,,,-,0,,2,,4,,8,,,-,0,,4,,3,,3,,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2016,14,8,,8,,29,,237,,165,,1,,1,,4,,20,,23,,4,,5,,13,,69,,81,,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2016,14,,-,4,,15,,116,,129,,,-,0,,4,,6,,7,,,-,0,,2,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2016,14,3,,1,,5,,28,,20,,,-,0,,1,,2,,,-,,-,0,,2,,1,,1,,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2016,14,9,,7,,18,,139,,203,,,-,0,,2,,4,,10,,,-,1,,3,,6,,13,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2016,14,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,,-,4,,48,,27,,27,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,14,,-,1,,6,,27,,20,,,-,0,,1,,,-,,-,,-,0,,1,,2,,3,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,14,,-,0,,20,,2,,205,,,-,0,,1,,,-,6,,,-,2,,10,,,-,38,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2016,14,1,,1,,5,,21,,35,,,-,0,,1,,,-,2,,,-,0,,3,,5,,3,,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2016,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,6,,18,,44,,149,,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2016,14,1,,2,,10,,30,,68,,,-,0,,1,,1,,5,,,-,0,,2,,,-,8,,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2016,14,4,,15,,35,,295,,417,,1,,1,,5,,20,,20,,,-,2,,7,,16,,14,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2016,14,,-,11,,28,,162,,211,,,-,0,,3,,3,,15,,,-,1,,10,,10,,25,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2016,14,,N,0,,0,,,N,,N,,-,0,,1,,2,,3,,,-,0,,1,,5,,4,,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2016,14,,-,0,,36,,,-,319,,,-,0,,5,,,-,26,,,-,0,,5,,4,,7,,"MINNESOTA
(44.943719, -93.094281)",
CONNECTICUT,2016,14,,-,5,,11,,74,,85,,,-,0,,1,,5,,3,,,-,1,,4,,5,,6,,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2016,14,,-,0,,4,,12,,10,,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MAINE,2016,14,7,,3,,7,,46,,44,,,-,0,,2,,4,,2,,,-,0,,2,,6,,1,,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2016,14,,-,4,,11,,36,,80,,,-,0,,2,,2,,4,,,-,0,,3,,,-,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2016,14,10,,10,,21,,168,,189,,,-,0,,3,,5,,8,,1,,6,,23,,33,,47,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2016,14,,-,7,,21,,,-,157,,,-,0,,2,,,-,11,,,-,1,,6,,,-,8,,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2016,14,1,,7,,25,,141,,142,,,-,0,,2,,7,,8,,,-,2,,7,,10,,15,,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,15,305,,298,,659,,5586,,6286,,11,,22,,33,,331,,399,,26,,97,,234,,741,,1102,,,
C.N.M.I.,2016,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
NEW ENGLAND,2016,15,3,,21,,39,,365,,427,,1,,0,,4,,22,,26,,,-,5,,15,,33,,44,,,
MID. ATLANTIC,2016,15,47,,43,,109,,754,,957,,,-,2,,7,,32,,40,,13,,20,,101,,177,,220,,,
NEW YORK CITY,2016,15,18,,13,,24,,249,,263,,,-,0,,3,,6,,11,,7,,5,,84,,67,,48,,"NEW YORK CITY
",
E.N. CENTRAL,2016,15,45,,58,,127,,1060,,1006,,1,,3,,9,,52,,47,,3,,18,,101,,146,,177,,,
W.N. CENTRAL,2016,15,5,,16,,34,,211,,375,,,-,1,,4,,11,,32,,,-,4,,22,,35,,44,,,
S. ATLANTIC,2016,15,101,,50,,102,,1059,,1137,,4,,4,,11,,73,,78,,4,,18,,35,,162,,228,,,
DIST. OF COL.,2016,15,2,,1,,5,,22,,22,,,-,0,,1,,,-,4,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,15,18,,29,,70,,595,,674,,,-,2,,6,,30,,40,,2,,5,,15,,51,,53,,,
W.S. CENTRAL,2016,15,54,,40,,205,,855,,854,,4,,4,,13,,71,,71,,4,,8,,20,,41,,84,,,
MOUNTAIN,2016,15,30,,36,,63,,620,,799,,1,,2,,6,,37,,61,,,-,4,,10,,27,,70,,,
PACIFIC,2016,15,2,,3,,10,,67,,57,,,-,0,,2,,3,,4,,,-,9,,20,,69,,182,,,
AMER. SAMOA,2016,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
VIRGIN ISL.,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2016,15,8,,10,,16,,187,,199,,,-,0,,3,,8,,8,,1,,6,,23,,34,,53,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALABAMA,2016,15,,-,5,,18,,118,,120,,,-,0,,5,,8,,13,,2,,1,,6,,15,,11,,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2016,15,13,,8,,23,,174,,165,,,-,0,,3,,12,,8,,,-,2,,9,,21,,27,,"MARYLAND
(39.290443, -76.612333)",
RHODE ISLAND,2016,15,,-,1,,5,,11,,17,,,-,0,,1,,1,,1,,,-,0,,6,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,7,,9,,16,,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2016,15,1,,11,,28,,193,,205,,,-,0,,3,,3,,13,,,-,2,,10,,16,,25,,"INDIANA
(39.76845, -86.156212)",
NEVADA,2016,15,,-,2,,10,,31,,71,,,-,0,,1,,2,,6,,,-,0,,2,,,-,9,,"NEVADA
(39.491833, -117.070159)",
IDAHO,2016,15,,N,0,,0,,,N,,N,,-,0,,1,,2,,3,,,-,0,,1,,5,,4,,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2016,15,,-,9,,20,,167,,197,,,-,0,,2,,9,,12,,,-,2,,8,,15,,27,,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2016,15,34,,28,,178,,626,,580,,2,,3,,11,,45,,48,,4,,5,,19,,33,,58,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2016,15,3,,1,,5,,24,,37,,,-,0,,1,,,-,2,,,-,0,,3,,5,,3,,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2016,15,2,,1,,5,,31,,21,,,-,0,,1,,2,,,-,,-,0,,2,,2,,1,,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2016,15,,-,4,,11,,78,,95,,,-,0,,1,,5,,3,,,-,1,,4,,5,,7,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,15,,-,1,,2,,9,,6,,,-,1,,2,,9,,6,,,-,2,,9,,14,,24,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,15,4,,3,,8,,74,,55,,,-,0,,2,,6,,3,,,-,0,,2,,,-,7,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2016,15,25,,20,,41,,435,,369,,1,,1,,5,,27,,14,,3,,7,,74,,75,,75,,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2016,15,,-,4,,11,,76,,98,,,-,0,,2,,1,,1,,,-,1,,7,,10,,14,,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2016,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,3,,9,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2016,15,,-,1,,6,,23,,30,,,-,0,,1,,1,,2,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSOURI,2016,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,2,,,-,2,,19,,20,,15,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,15,,-,6,,20,,,-,182,,,-,0,,3,,,-,17,,,-,1,,5,,8,,7,,"MINNESOTA
(44.943719, -93.094281)",
UTAH,2016,15,,-,3,,7,,33,,75,,,-,0,,1,,2,,9,,,-,0,,2,,,-,10,,"UTAH
(39.359772, -111.584173)",
HAWAII,2016,15,,-,1,,6,,27,,23,,,-,0,,1,,,-,1,,,-,0,,1,,2,,3,,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2016,15,13,,5,,24,,99,,122,,,-,0,,3,,9,,7,,,-,0,,4,,3,,5,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2016,15,,-,5,,12,,98,,84,,,-,0,,2,,7,,6,,,-,0,,4,,4,,10,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW MEXICO,2016,15,2,,4,,15,,129,,136,,,-,0,,4,,6,,7,,,-,0,,2,,3,,3,,"NEW MEXICO
(34.520396, -106.244402)",
