 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag",Location 1,Location 2
ARIZONA,2016,25,3,,2,,7,,67,,68,,129,,174,,258,,4165,,3571,,,-,2,,11,,68,,83,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2016,25,1,,3,,13,,46,,79,,28,,36,,52,,940,,654,,,-,1,,4,,16,,19,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2016,25,1,,13,,34,,312,,302,,116,,300,,364,,6045,,7374,,,-,4,,8,,102,,98,,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2016,25,,-,0,,2,,4,,8,,10,,12,,40,,251,,236,,,-,0,,1,,3,,1,,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2016,25,,N,0,,0,,,N,,N,29,,115,,171,,2242,,2888,,2,,2,,15,,45,,58,,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2016,25,,-,2,,10,,42,,31,,,-,9,,20,,140,,100,,,-,0,,3,,14,,21,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,25,,-,2,,8,,34,,38,,,-,22,,39,,523,,483,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2016,25,,-,1,,6,,30,,29,,5,,15,,29,,373,,370,,,-,1,,3,,18,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
GUAM,2016,25,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IOWA,2016,25,,-,4,,15,,74,,62,,5,,49,,67,,1130,,920,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,25,,N,0,,0,,,N,,N,84,,126,,239,,2762,,2119,,,-,1,,5,,33,,24,,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2016,25,,-,4,,10,,97,,91,,19,,42,,99,,1018,,894,,,-,1,,3,,29,,21,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2016,25,1,,2,,6,,44,,42,,11,,5,,53,,269,,100,,,-,0,,3,,10,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,25,6,,6,,14,,142,,161,,80,,71,,102,,1873,,1341,,,-,1,,4,,48,,65,,"OREGON
(44.567912, -120.156945)",
NEW YORK,2016,25,15,,17,,33,,365,,294,,199,,170,,344,,4059,,3833,,2,,4,,20,,110,,91,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,25,,-,2,,9,,52,,43,,165,,173,,264,,4284,,3693,,,-,2,,5,,46,,51,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2016,25,2,,2,,12,,59,,37,,64,,111,,222,,2203,,1171,,,-,1,,5,,23,,27,,"ARKANSAS
(34.748745, -92.275105)",
VERMONT,2016,25,,N,0,,0,,,N,,N,,-,3,,8,,64,,59,,,-,0,,2,,7,,6,,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2016,25,2,,4,,13,,126,,80,,,-,149,,222,,3685,,3530,,,-,1,,5,,46,,55,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2016,25,1,,9,,36,,160,,147,,14,,117,,162,,2937,,1996,,,-,2,,6,,61,,54,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2016,25,2,,3,,9,,61,,66,,,-,9,,30,,235,,190,,1,,0,,3,,18,,13,,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2016,25,,-,1,,7,,30,,2,,2,,10,,23,,229,,282,,,-,0,,2,,4,,7,,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,25,8,,45,,63,,1062,,901,,532,,1124,,1324,,28054,,24777,,,-,1,,4,,31,,39,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2016,25,4,,8,,20,,167,,197,,132,,213,,275,,5199,,4711,,1,,3,,10,,82,,65,,"MICHIGAN
(44.66399, -84.711206)",
ILLINOIS,2016,25,,N,0,,0,,,N,,N,15,,297,,409,,4627,,7770,,,-,4,,9,,95,,95,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2016,25,3,,2,,9,,55,,64,,19,,39,,63,,966,,724,,,-,1,,3,,19,,13,,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2016,25,,N,0,,0,,,N,,N,123,,89,,405,,2100,,1643,,,-,0,,4,,18,,22,,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,25,,N,0,,0,,,N,,N,,-,310,,822,,5204,,9312,,,-,3,,10,,89,,87,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2016,25,,-,3,,12,,6,,96,,143,,196,,240,,4989,,4042,,,-,1,,5,,4,,56,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2016,25,15,,23,,53,,573,,448,,238,,497,,727,,12259,,10613,,1,,5,,65,,205,,89,,"FLORIDA
(28.915325, -81.922409)",
COLORADO,2016,25,,-,4,,18,,,-,119,,81,,91,,252,,2375,,1916,,,-,1,,6,,43,,49,,"COLORADO
(38.841772, -106.132562)",
NEVADA,2016,25,,-,0,,4,,8,,28,,24,,64,,96,,1240,,1616,,,-,0,,3,,5,,15,,"NEVADA
(39.491833, -117.070159)",
WYOMING,2016,25,,-,0,,4,,,-,14,,1,,3,,10,,65,,67,,,-,0,,2,,1,,1,,"WYOMING
(43.23558, -108.110518)",
TEXAS,2016,25,,N,0,,0,,,N,,N,752,,776,,1422,,19459,,18907,,2,,1,,12,,139,,5,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,25,,-,7,,15,,161,,178,,139,,351,,433,,8770,,7320,,4,,3,,8,,94,,84,,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2016,25,,-,1,,3,,21,,19,,1,,14,,29,,379,,337,,,-,0,,3,,12,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2016,25,,-,0,,3,,7,,12,,16,,29,,45,,719,,537,,,-,0,,2,,11,,9,,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2016,25,,-,2,,7,,36,,48,,,-,52,,76,,1259,,1176,,,-,1,,5,,21,,21,,"KANSAS
(38.345528, -98.201847)",
HAWAII,2016,25,,-,1,,4,,22,,14,,1,,22,,38,,532,,634,,,-,0,,6,,23,,6,,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,25,,-,6,,31,,,-,248,,9,,81,,123,,2000,,1942,,,-,0,,7,,,-,55,,"MINNESOTA
(44.943719, -93.094281)",
VIRGINIA,2016,25,4,,6,,26,,137,,94,,333,,141,,776,,4911,,4062,,2,,2,,16,,61,,55,,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2016,25,1,,1,,6,,22,,37,,,-,20,,34,,404,,538,,2,,0,,3,,11,,8,,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2016,25,,N,0,,0,,,N,,N,29,,166,,240,,3824,,3970,,3,,3,,11,,85,,73,,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2016,26,123,,252,,870,,5629,,5749,,4168,,7910,,9325,,194329,,182942,,30,,80,,189,,2321,,2092,,,
NEW ENGLAND,2016,26,6,,21,,42,,433,,457,,53,,156,,213,,3836,,3272,,,-,5,,11,,141,,132,,,
MID. ATLANTIC,2016,26,36,,53,,89,,1123,,1186,,575,,914,,1034,,23031,,21687,,10,,13,,34,,362,,314,,,
NEW YORK CITY,2016,26,19,,16,,27,,400,,407,,166,,336,,401,,8284,,8036,,1,,2,,7,,66,,45,,"NEW YORK CITY
",
VERMONT,2016,26,,N,0,,0,,,N,,N,2,,3,,8,,72,,60,,,-,0,,2,,7,,6,,"VERMONT
(43.622479, -72.51927)",
E.N. CENTRAL,2016,26,9,,27,,61,,561,,611,,215,,1119,,1364,,26342,,26045,,3,,14,,32,,379,,355,,,
W.N. CENTRAL,2016,26,,-,21,,54,,237,,602,,219,,453,,553,,11981,,9978,,1,,4,,16,,72,,161,,,
S. ATLANTIC,2016,26,42,,54,,78,,1256,,1071,,926,,1661,,2320,,40565,,41187,,7,,20,,89,,617,,472,,,
DIST. OF COL.,2016,26,,N,0,,0,,,N,,N,21,,58,,140,,1469,,1269,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,26,,-,4,,13,,128,,83,,150,,524,,723,,12755,,11672,,2,,6,,19,,188,,177,,,
W.S. CENTRAL,2016,26,3,,6,,15,,111,,116,,1006,,1207,,1917,,29489,,27616,,3,,6,,21,,246,,133,,,
KENTUCKY,2016,26,,N,0,,0,,,N,,N,96,,93,,405,,2196,,1705,,,-,1,,4,,23,,23,,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2016,26,,-,4,,13,,128,,83,,,-,150,,222,,3919,,3654,,,-,1,,5,,46,,55,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,26,,N,0,,0,,,N,,N,54,,163,,240,,3878,,4109,,2,,3,,11,,86,,74,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,26,,N,0,,0,,,N,,N,,-,126,,239,,2762,,2204,,,-,1,,5,,33,,25,,"MISSISSIPPI
(32.738663, -89.537312)",
MOUNTAIN,2016,26,7,,15,,49,,251,,453,,308,,440,,600,,11342,,9862,,2,,7,,17,,195,,227,,,
PACIFIC,2016,26,20,,57,,647,,1529,,1170,,716,,1363,,1561,,34988,,31623,,2,,4,,12,,121,,121,,,
AMER. SAMOA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,26,,-,0,,0,,,-,,-,,-,0,,4,,3,,33,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
CONNECTICUT,2016,26,,-,4,,10,,98,,97,,30,,42,,99,,1052,,913,,,-,1,,3,,29,,21,,"CONNECTICUT
(41.544654, -72.651713)",
KANSAS,2016,26,,-,2,,7,,43,,49,,16,,52,,76,,1368,,1227,,,-,1,,5,,24,,21,,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2016,26,,-,8,,18,,128,,181,,60,,140,,255,,3649,,3604,,,-,2,,9,,55,,66,,"NEW JERSEY
(40.104655, -74.386686)",
MASSACHUSETTS,2016,26,,-,12,,26,,213,,278,,,-,82,,107,,2052,,1796,,,-,2,,7,,77,,66,,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2016,26,,-,3,,11,,53,,69,,62,,169,,304,,4363,,3449,,,-,2,,8,,44,,45,,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,26,6,,2,,10,,48,,37,,,-,9,,20,,140,,108,,,-,0,,3,,14,,21,,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2016,26,2,,9,,36,,172,,162,,45,,118,,162,,3026,,2076,,,-,2,,6,,61,,57,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2016,26,,-,2,,8,,34,,43,,,-,22,,39,,523,,506,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2016,26,,-,1,,7,,30,,3,,12,,10,,23,,241,,292,,,-,0,,2,,4,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2016,26,28,,22,,53,,601,,468,,271,,499,,727,,12846,,11014,,7,,4,,65,,212,,90,,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2016,26,,-,1,,4,,22,,20,,1,,14,,29,,397,,349,,,-,0,,3,,13,,11,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,26,7,,7,,15,,168,,182,,108,,352,,434,,9103,,7583,,3,,3,,8,,97,,85,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2016,26,,-,8,,20,,168,,198,,,-,214,,275,,5223,,4864,,,-,2,,10,,82,,67,,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2016,26,,-,0,,3,,7,,13,,42,,29,,45,,761,,557,,,-,0,,2,,12,,10,,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2016,26,,-,2,,6,,44,,42,,9,,6,,53,,279,,103,,,-,0,,3,,10,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2016,26,,-,4,,15,,77,,68,,16,,49,,67,,1195,,953,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2016,26,10,,12,,22,,223,,290,,182,,262,,340,,6868,,6012,,6,,5,,11,,128,,105,,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,26,11,,13,,34,,323,,315,,111,,300,,364,,6313,,7669,,,-,4,,8,,109,,101,,"GEORGIA
(32.836038, -83.631709)",
MINNESOTA,2016,26,,-,5,,31,,,-,253,,15,,83,,123,,2240,,2014,,,-,0,,7,,,-,57,,"MINNESOTA
(44.943719, -93.094281)",
NEW YORK,2016,26,7,,17,,33,,372,,308,,167,,170,,344,,4230,,4035,,3,,4,,20,,113,,98,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2016,26,,N,0,,0,,,N,,N,,-,290,,409,,4627,,8073,,,-,4,,9,,95,,101,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2016,26,,-,2,,9,,55,,65,,8,,39,,63,,1015,,742,,1,,1,,3,,20,,13,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2016,26,,-,3,,12,,6,,104,,163,,197,,240,,5243,,4187,,,-,1,,5,,4,,57,,"MISSOURI
(38.636168, -92.566292)",
WEST VIRGINIA,2016,26,,-,1,,6,,29,,31,,10,,15,,29,,389,,379,,,-,1,,3,,19,,28,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2016,26,,N,0,,0,,,N,,N,6,,311,,822,,5476,,9531,,,-,3,,10,,95,,88,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,26,1,,6,,26,,140,,94,,170,,141,,776,,5081,,4189,,,-,2,,16,,63,,56,,"VIRGINIA
(37.542699, -78.45822)",
MARYLAND,2016,26,2,,5,,13,,104,,106,,143,,149,,252,,3791,,2739,,,-,2,,6,,61,,43,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2016,26,,-,2,,9,,52,,44,,152,,173,,264,,4439,,3840,,,-,2,,5,,46,,56,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2016,26,7,,45,,63,,1094,,949,,507,,1125,,1324,,29216,,25640,,,-,1,,4,,30,,41,,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2016,26,,-,0,,4,,9,,29,,24,,65,,96,,1315,,1689,,,-,0,,3,,6,,15,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2016,26,,-,1,,6,,37,,33,,8,,18,,30,,484,,393,,1,,0,,2,,10,,5,,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,26,,-,3,,12,,49,,77,,188,,188,,1077,,4679,,3806,,,-,1,,5,,35,,38,,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2016,26,,-,0,,2,,4,,8,,5,,12,,40,,264,,257,,,-,0,,1,,3,,1,,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2016,26,,N,0,,0,,,N,,N,794,,778,,1422,,20246,,19555,,3,,1,,12,,142,,5,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2016,26,3,,2,,12,,62,,39,,,-,111,,222,,2203,,1266,,,-,1,,5,,24,,27,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2016,26,,-,1,,5,,21,,32,,,-,52,,97,,1334,,1167,,,-,1,,4,,31,,36,,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2016,26,1,,3,,7,,69,,69,,151,,174,,258,,4392,,3697,,,-,2,,11,,68,,85,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2016,26,,-,3,,13,,47,,84,,26,,36,,52,,982,,679,,,-,1,,4,,17,,20,,"UTAH
(39.359772, -111.584173)",
ALASKA,2016,26,2,,1,,6,,24,,37,,,-,20,,34,,427,,553,,1,,0,,3,,12,,9,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2016,26,,-,0,,4,,,-,14,,,-,3,,10,,81,,71,,,-,0,,2,,1,,1,,"WYOMING
(43.23558, -108.110518)",
HAWAII,2016,26,,-,1,,4,,22,,14,,,-,22,,38,,532,,652,,,-,0,,6,,23,,6,,"HAWAII
(21.30992, -157.858158)",
OREGON,2016,26,4,,6,,14,,147,,170,,93,,72,,102,,1965,,1393,,,-,1,,4,,50,,65,,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2016,26,,N,0,,0,,,N,,N,24,,115,,171,,2361,,2989,,,-,2,,15,,45,,63,,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2016,26,7,,0,,601,,242,,,-,116,,130,,211,,2848,,3385,,1,,0,,5,,6,,,-,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,26,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2016,26,6,,3,,9,,68,,68,,,-,9,,30,,235,,199,,,-,0,,3,,18,,13,,"IDAHO
(43.680635, -114.364237)",
COLORADO,2016,26,,-,3,,18,,,-,124,,99,,91,,255,,2519,,1967,,1,,1,,6,,44,,52,,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2016,27,87,,251,,870,,5868,,6019,,3501,,7910,,9325,,202502,,191107,,24,,82,,189,,2382,,2169,,,
NEW ENGLAND,2016,27,4,,21,,42,,488,,484,,26,,157,,213,,3988,,3406,,1,,5,,12,,150,,135,,,
MID. ATLANTIC,2016,27,23,,53,,89,,1158,,1241,,501,,917,,1034,,23916,,22535,,4,,13,,34,,369,,327,,,
NEW YORK CITY,2016,27,15,,17,,27,,415,,424,,147,,336,,401,,8648,,8361,,,-,2,,7,,66,,50,,"NEW YORK CITY
",
E.N. CENTRAL,2016,27,4,,26,,61,,568,,640,,215,,1133,,1424,,27926,,27170,,1,,14,,32,,383,,377,,,
W.N. CENTRAL,2016,27,3,,18,,54,,246,,633,,124,,453,,553,,12289,,10416,,,-,4,,16,,77,,165,,,
S. ATLANTIC,2016,27,29,,54,,78,,1341,,1115,,850,,1661,,2320,,42177,,42955,,8,,21,,89,,638,,497,,,
DIST. OF COL.,2016,27,,N,0,,0,,,N,,N,47,,56,,120,,1525,,1389,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,27,,-,4,,13,,128,,85,,194,,548,,723,,13443,,12131,,2,,6,,19,,191,,180,,,
W.S. CENTRAL,2016,27,1,,6,,15,,113,,121,,840,,1213,,1917,,30714,,29220,,6,,6,,21,,254,,135,,,
MOUNTAIN,2016,27,6,,14,,49,,261,,479,,254,,442,,610,,11832,,10354,,1,,7,,17,,198,,230,,,
PACIFIC,2016,27,17,,58,,647,,1565,,1221,,497,,1364,,1561,,36217,,32920,,1,,4,,12,,122,,123,,,
AMER. SAMOA,2016,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,27,,-,0,,0,,,-,,-,,-,0,,4,,9,,33,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
ILLINOIS,2016,27,,N,0,,0,,,N,,N,7,,279,,415,,5720,,8425,,,-,4,,9,,98,,104,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2016,27,3,,2,,9,,58,,68,,10,,39,,63,,1039,,760,,,-,1,,3,,20,,14,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2016,27,,N,0,,0,,,N,,N,,-,3,,8,,72,,62,,,-,0,,2,,7,,6,,"VERMONT
(43.622479, -72.51927)",
TEXAS,2016,27,,N,0,,0,,,N,,N,685,,784,,1422,,21007,,20306,,4,,1,,12,,148,,5,,"TEXAS
(31.827233, -99.423022)",
KANSAS,2016,27,,-,2,,7,,45,,50,,2,,52,,76,,1378,,1290,,,-,1,,5,,29,,21,,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2016,27,,N,0,,0,,,N,,N,84,,94,,405,,2280,,1780,,,-,1,,4,,23,,23,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,27,,-,1,,6,,29,,32,,12,,15,,29,,403,,400,,,-,1,,3,,19,,30,,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2016,27,,-,3,,31,,,-,269,,1,,84,,123,,2284,,2102,,,-,0,,7,,,-,57,,"MINNESOTA
(44.943719, -93.094281)",
NEW HAMPSHIRE,2016,27,1,,2,,6,,51,,44,,3,,6,,53,,287,,105,,,-,0,,3,,11,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2016,27,,-,2,,10,,48,,39,,,-,9,,20,,140,,115,,1,,0,,3,,15,,23,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,27,,-,0,,3,,7,,13,,15,,30,,45,,776,,590,,,-,0,,2,,12,,10,,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2016,27,,N,0,,0,,,N,,N,10,,115,,171,,2443,,3134,,2,,1,,15,,47,,64,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2016,27,,-,4,,13,,128,,85,,,-,150,,222,,3919,,3763,,,-,1,,5,,47,,55,,"ALABAMA
(32.839182, -86.631125)",
FLORIDA,2016,27,20,,23,,53,,621,,482,,217,,499,,727,,13319,,11506,,4,,5,,65,,216,,93,,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2016,27,,-,1,,7,,30,,9,,,-,10,,23,,241,,304,,,-,0,,2,,4,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2016,27,,-,8,,18,,130,,191,,50,,141,,256,,3815,,3752,,,-,2,,9,,57,,66,,"NEW JERSEY
(40.104655, -74.386686)",
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
PENNSYLVANIA,2016,27,6,,12,,22,,232,,301,,127,,262,,340,,7044,,6222,,,-,5,,11,,129,,108,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2016,27,2,,17,,33,,381,,325,,177,,170,,344,,4409,,4200,,4,,4,,20,,117,,103,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2016,27,2,,6,,26,,146,,98,,238,,142,,776,,5319,,4366,,3,,2,,16,,69,,59,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2016,27,1,,9,,36,,176,,175,,67,,118,,162,,3235,,2168,,,-,2,,6,,61,,62,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2016,27,,-,2,,6,,40,,34,,8,,18,,30,,496,,410,,,-,0,,2,,10,,5,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2016,27,,-,3,,11,,53,,74,,77,,169,,304,,4564,,3585,,,-,2,,8,,44,,49,,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2016,27,,-,3,,12,,6,,107,,107,,199,,241,,5420,,4368,,,-,0,,5,,4,,60,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,27,,-,1,,4,,22,,21,,,-,14,,29,,397,,362,,,-,0,,3,,13,,11,,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2016,27,,N,0,,0,,,N,,N,26,,168,,240,,4336,,4241,,2,,3,,11,,88,,77,,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2016,27,2,,7,,15,,170,,188,,,-,352,,434,,9103,,7902,,,-,3,,8,,97,,92,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2016,27,,-,1,,5,,21,,35,,5,,52,,97,,1476,,1217,,,-,1,,4,,31,,37,,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2016,27,,N,0,,0,,,N,,N,84,,126,,239,,2908,,2347,,,-,1,,5,,33,,25,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2016,27,,-,2,,9,,52,,47,,187,,173,,264,,4627,,3999,,,-,2,,5,,46,,59,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2016,27,2,,12,,26,,249,,291,,,-,83,,107,,2160,,1855,,,-,2,,8,,84,,67,,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2016,27,1,,8,,20,,169,,203,,64,,214,,275,,5304,,5090,,1,,2,,10,,83,,70,,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2016,27,,-,3,,12,,49,,79,,135,,188,,1077,,4865,,4450,,,-,1,,5,,35,,38,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2016,27,2,,5,,13,,109,,111,,38,,151,,252,,3879,,2867,,1,,2,,6,,64,,45,,"MARYLAND
(39.290443, -76.612333)",
UTAH,2016,27,2,,3,,13,,48,,90,,17,,36,,52,,1003,,718,,,-,1,,4,,18,,21,,"UTAH
(39.359772, -111.584173)",
NEVADA,2016,27,,-,0,,4,,10,,29,,18,,64,,96,,1353,,1765,,,-,0,,3,,6,,15,,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2016,27,5,,1,,601,,247,,,-,93,,130,,211,,2941,,3496,,,-,0,,5,,6,,,-,"WASHINGTON
(47.517368, -120.467672)",
GEORGIA,2016,27,5,,14,,34,,377,,332,,96,,300,,364,,6581,,7998,,,-,4,,8,,110,,105,,"GEORGIA
(32.836038, -83.631709)",
ARKANSAS,2016,27,1,,3,,12,,64,,42,,10,,114,,222,,2399,,1330,,,-,1,,5,,24,,28,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2016,27,,-,2,,8,,34,,46,,,-,21,,39,,541,,529,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IOWA,2016,27,,-,4,,15,,81,,72,,4,,49,,67,,1230,,1005,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
