Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue Fever, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Hemorrhagic Fever, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
TENNESSEE,2015,13,,-,2,,12,,30,,20,,,-,0,,3,,6,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARKANSAS,2015,13,,-,1,,12,,9,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
IOWA,2015,13,,-,4,,13,,32,,44,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
SOUTH CAROLINA,2015,13,,-,1,,3,,15,,18,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
CALIFORNIA,2015,13,,-,5,,15,,49,,61,,,-,2,,8,,7,,17,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK CITY,2015,13,,-,2,,7,,16,,20,,,-,0,,4,,,-,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MASSACHUSETTS,2015,13,,-,3,,9,,23,,18,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
UNITED STATES,2015,14,58,,116,,332,,1184,,1261,,,-,11,,37,,49,,105,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,14,3,,5,,17,,60,,57,,,-,0,,3,,2,,9,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,14,5,,11,,36,,100,,138,,,-,2,,10,,12,,23,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,14,12,,21,,74,,232,,266,,,-,0,,4,,2,,7,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,14,,-,14,,39,,115,,151,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,14,22,,31,,151,,308,,290,,,-,2,,7,,12,,29,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,14,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,14,1,,9,,22,,109,,72,,,-,0,,3,,7,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,14,8,,12,,33,,94,,102,,,-,0,,4,,2,,7,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,14,3,,8,,23,,66,,86,,,-,0,,22,,,-,8,,,-,0,,0,,,-,,-,,
PACIFIC,2015,14,4,,8,,27,,100,,99,,,-,2,,8,,11,,20,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,14,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
CALIFORNIA,2015,14,3,,5,,15,,56,,64,,,-,2,,8,,7,,18,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
OREGON,2015,14,1,,2,,7,,31,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
IOWA,2015,14,,-,4,,13,,35,,52,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
NORTH DAKOTA,2015,14,,-,1,,16,,4,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEBRASKA,2015,14,,-,2,,9,,23,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
RHODE ISLAND,2015,14,,-,0,,4,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
UTAH,2015,14,,-,1,,6,,32,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
GUAM,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ALASKA,2015,14,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MASSACHUSETTS,2015,14,1,,3,,9,,27,,23,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ALABAMA,2015,14,,-,3,,9,,56,,23,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
COLORADO,2015,14,,-,1,,6,,3,,12,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
OHIO,2015,14,5,,5,,15,,65,,75,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK CITY,2015,14,1,,2,,7,,17,,20,,,-,0,,4,,,-,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
SOUTH DAKOTA,2015,14,,-,2,,9,,14,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
PUERTO RICO,2015,14,,N,0,,0,,,N,,N,,-,5,,13,,7,,302,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ARIZONA,2015,14,,-,1,,3,,9,,15,,,-,0,,22,,,-,4,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WYOMING,2015,14,,-,0,,4,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
GEORGIA,2015,14,2,,4,,15,,66,,52,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
FLORIDA,2015,14,16,,18,,123,,160,,116,,,-,1,,5,,7,,17,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
SOUTH CAROLINA,2015,14,,-,1,,3,,16,,20,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
VIRGINIA,2015,14,4,,2,,9,,25,,33,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW YORK,2015,14,2,,4,,14,,33,,35,,,-,0,,2,,4,,8,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
CONNECTICUT,2015,14,,-,1,,3,,7,,10,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MAINE,2015,14,1,,1,,5,,12,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
WEST VIRGINIA,2015,14,,-,0,,2,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEVADA,2015,14,,-,0,,2,,2,,4,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARKANSAS,2015,14,1,,1,,12,,10,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
KENTUCKY,2015,14,,-,1,,6,,14,,13,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
TEXAS,2015,14,6,,7,,22,,41,,54,,,-,0,,3,,2,,6,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW MEXICO,2015,14,,-,1,,7,,5,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MISSOURI,2015,14,,-,3,,13,,18,,36,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KANSAS,2015,14,,-,1,,5,,21,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
HAWAII,2015,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
TENNESSEE,2015,14,1,,2,,12,,31,,23,,,-,0,,3,,6,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
VERMONT,2015,14,,-,0,,7,,6,,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
INDIANA,2015,14,,-,3,,11,,30,,31,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
WASHINGTON,2015,14,,-,0,,23,,12,,6,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
DELAWARE,2015,14,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MONTANA,2015,14,1,,1,,5,,4,,6,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
WISCONSIN,2015,14,5,,7,,32,,76,,73,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MARYLAND,2015,14,,-,1,,5,,11,,15,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MINNESOTA,2015,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NORTH CAROLINA,2015,14,,-,0,,42,,25,,48,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
IDAHO,2015,14,2,,1,,14,,11,,15,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
MICHIGAN,2015,14,2,,4,,13,,39,,45,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
PENNSYLVANIA,2015,14,2,,6,,17,,50,,70,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MISSISSIPPI,2015,14,,-,1,,6,,8,,13,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
LOUISIANA,2015,14,,-,3,,17,,36,,33,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW HAMPSHIRE,2015,14,1,,0,,3,,6,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ILLINOIS,2015,14,,-,2,,7,,22,,42,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OKLAHOMA,2015,14,1,,1,,10,,7,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW JERSEY,2015,14,,-,0,,1,,,-,13,,,-,1,,6,,6,,4,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
UNITED STATES,2015,15,45,,116,,344,,1273,,1361,,,-,11,,37,,54,,111,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,15,,-,5,,17,,61,,63,,,-,0,,3,,2,,9,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,15,6,,11,,36,,111,,142,,,-,2,,10,,12,,25,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,15,9,,21,,74,,256,,286,,,-,0,,4,,3,,8,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,15,1,,14,,39,,121,,162,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,15,12,,32,,153,,324,,310,,,-,2,,7,,14,,29,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,15,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,15,4,,8,,22,,120,,81,,,-,0,,3,,8,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,15,6,,12,,33,,101,,114,,,-,0,,4,,3,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,15,2,,8,,23,,71,,97,,,-,0,,22,,,-,8,,,-,0,,0,,,-,,-,,
PACIFIC,2015,15,5,,8,,27,,108,,106,,,-,2,,8,,11,,21,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,15,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,15,,-,0,,0,,,-,,-,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2015,15,,-,0,,3,,5,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
SOUTH DAKOTA,2015,15,,-,2,,9,,14,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
KANSAS,2015,15,,-,1,,5,,21,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
LOUISIANA,2015,15,,-,3,,17,,36,,36,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
HAWAII,2015,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MICHIGAN,2015,15,1,,4,,13,,43,,46,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
CALIFORNIA,2015,15,1,,5,,15,,58,,70,,,-,2,,8,,7,,19,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ARIZONA,2015,15,,-,1,,3,,9,,16,,,-,0,,22,,,-,4,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
DELAWARE,2015,15,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ARKANSAS,2015,15,,-,1,,12,,10,,5,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
UTAH,2015,15,,-,2,,6,,34,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
VIRGINIA,2015,15,1,,2,,9,,27,,37,,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WEST VIRGINIA,2015,15,,-,0,,2,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
COLORADO,2015,15,,-,1,,6,,3,,15,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
KENTUCKY,2015,15,,-,1,,6,,15,,15,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
IDAHO,2015,15,2,,1,,14,,13,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW YORK,2015,15,3,,4,,14,,38,,37,,,-,0,,2,,4,,9,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MISSOURI,2015,15,,-,3,,13,,18,,38,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MAINE,2015,15,,-,1,,5,,12,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
SOUTH CAROLINA,2015,15,,-,1,,3,,16,,23,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
IOWA,2015,15,,-,4,,13,,40,,55,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
NORTH CAROLINA,2015,15,,-,0,,42,,25,,48,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ALASKA,2015,15,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
INDIANA,2015,15,,-,4,,11,,34,,33,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
CONNECTICUT,2015,15,,-,1,,3,,8,,11,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW YORK CITY,2015,15,1,,2,,7,,18,,20,,,-,0,,4,,,-,9,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
RHODE ISLAND,2015,15,,-,0,,4,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
PUERTO RICO,2015,15,,N,0,,0,,,N,,N,,-,4,,13,,7,,309,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW JERSEY,2015,15,,-,0,,1,,1,,13,,,-,1,,6,,6,,4,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
OREGON,2015,15,4,,2,,7,,37,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
OHIO,2015,15,5,,5,,15,,70,,81,,,-,0,,2,,3,,4,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
WASHINGTON,2015,15,,-,0,,23,,12,,6,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEVADA,2015,15,,-,0,,2,,2,,4,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
VERMONT,2015,15,,-,0,,7,,7,,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
TENNESSEE,2015,15,3,,2,,12,,36,,27,,,-,0,,3,,7,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
OKLAHOMA,2015,15,1,,1,,10,,8,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEBRASKA,2015,15,1,,2,,9,,24,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
PENNSYLVANIA,2015,15,2,,6,,17,,54,,72,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MISSISSIPPI,2015,15,,-,1,,6,,8,,15,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WISCONSIN,2015,15,3,,8,,32,,86,,80,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
TEXAS,2015,15,5,,7,,22,,47,,61,,,-,0,,3,,3,,8,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
MONTANA,2015,15,,-,1,,5,,4,,10,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MASSACHUSETTS,2015,15,,-,3,,9,,27,,25,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
GUAM,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
FLORIDA,2015,15,7,,18,,123,,167,,126,,,-,1,,5,,7,,17,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALABAMA,2015,15,1,,3,,9,,61,,24,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
GEORGIA,2015,15,3,,4,,20,,71,,54,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MARYLAND,2015,15,1,,1,,5,,13,,16,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,15,,-,0,,4,,,-,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ILLINOIS,2015,15,,-,2,,7,,23,,46,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW MEXICO,2015,15,,-,1,,7,,6,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MINNESOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NORTH DAKOTA,2015,15,,-,1,,16,,4,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
UNITED STATES,2015,16,48,,116,,343,,1364,,1462,,,-,11,,38,,70,,119,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,16,1,,5,,17,,66,,72,,,-,0,,3,,3,,9,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,16,9,,11,,36,,122,,152,,,-,2,,9,,24,,28,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,16,11,,21,,74,,284,,300,,,-,0,,4,,3,,9,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,16,,-,14,,39,,124,,180,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,16,12,,32,,153,,340,,327,,,-,2,,7,,16,,31,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,16,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,16,1,,9,,22,,126,,85,,,-,0,,3,,8,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,16,9,,12,,33,,113,,124,,,-,0,,4,,3,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,16,,-,8,,23,,73,,105,,,-,0,,22,,,-,9,,,-,0,,0,,,-,,-,,
PACIFIC,2015,16,5,,8,,27,,116,,117,,,-,2,,8,,11,,22,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,16,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,16,,-,0,,0,,,-,,-,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2015,16,,-,1,,6,,10,,16,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
INDIANA,2015,16,,-,4,,11,,39,,33,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
SOUTH DAKOTA,2015,16,,-,2,,9,,16,,24,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ARIZONA,2015,16,,-,1,,3,,9,,18,,,-,0,,22,,,-,4,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
FLORIDA,2015,16,6,,18,,123,,173,,136,,,-,1,,5,,8,,18,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
HAWAII,2015,16,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MASSACHUSETTS,2015,16,1,,3,,9,,31,,29,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WISCONSIN,2015,16,1,,8,,32,,94,,84,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
COLORADO,2015,16,,-,1,,6,,3,,15,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEBRASKA,2015,16,,-,2,,9,,24,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
PUERTO RICO,2015,16,,N,0,,0,,,N,,N,,-,3,,13,,7,,314,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
