Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2016","Syphilis, primary and secondary, Cum 2016, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag",Location 1,Location 2
UNITED STATES,2016,11,,-,1,,10,,3,,6,,6,,53,,216,,96,,116,,96,,447,,542,,3501,,4700,,,
NEW ENGLAND,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,-,13,,27,,98,,116,,,
MID. ATLANTIC,2016,11,,-,0,,1,,,-,,-,1,,2,,11,,5,,6,,13,,56,,87,,485,,535,,,
NEW YORK CITY,2016,11,,-,0,,0,,,-,,-,1,,0,,3,,3,,3,,1,,29,,45,,268,,284,,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,,-,0,,3,,,-,,-,,-,1,,9,,,-,5,,3,,44,,67,,289,,506,,,
W.N. CENTRAL,2016,11,,-,0,,4,,,-,,-,,-,7,,26,,2,,6,,2,,15,,30,,178,,171,,,
S. ATLANTIC,2016,11,,-,0,,5,,1,,1,,2,,10,,80,,26,,34,,15,,113,,157,,845,,1308,,,
DIST. OF COL.,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,7,,22,,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,,-,0,,3,,2,,,-,,-,15,,65,,42,,33,,7,,17,,27,,113,,177,,,
W.S. CENTRAL,2016,11,,-,0,,1,,,-,,-,2,,13,,72,,16,,23,,25,,50,,72,,480,,494,,,
MOUNTAIN,2016,11,,-,0,,2,,,-,5,,1,,0,,3,,4,,4,,3,,26,,40,,182,,248,,,
PACIFIC,2016,11,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,28,,110,,134,,831,,1145,,,
AMER. SAMOA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TEXAS,2016,11,,-,0,,1,,,-,,-,1,,1,,5,,2,,3,,23,,34,,51,,368,,361,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,1,,5,,9,,34,,49,,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2016,11,,-,0,,1,,,-,,-,1,,0,,5,,2,,5,,2,,39,,65,,339,,392,,"FLORIDA
(28.915325, -81.922409)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSOURI,2016,11,,-,0,,1,,,-,,-,,-,4,,18,,1,,3,,1,,6,,16,,78,,71,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2016,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,11,,20,,105,,138,,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,3,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW JERSEY,2016,11,,-,0,,1,,,-,,-,,-,0,,7,,,-,1,,,-,5,,14,,30,,69,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,-,1,,7,,1,,16,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,11,,65,,43,,"MINNESOTA
(44.943719, -93.094281)",
WISCONSIN,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,2,,4,,26,,15,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2016,11,,-,0,,2,,,-,,-,1,,3,,23,,9,,3,,8,,6,,31,,64,,49,,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,8,,17,,67,,77,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,11,,-,0,,0,,,-,,-,,-,0,,4,,3,,,-,1,,1,,10,,18,,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2016,11,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,2,,11,,30,,68,,98,,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,1,,2,,18,,92,,121,,727,,979,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2016,11,,-,0,,1,,,-,,-,,-,2,,13,,1,,2,,,-,1,,5,,16,,14,,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,7,,12,,22,,103,,"MICHIGAN
(44.66399, -84.711206)",
MAINE,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,5,,,-,1,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,2,,5,,14,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2016,11,,-,0,,0,,,-,,-,,-,0,,4,,2,,,-,5,,14,,24,,109,,125,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,4,,,-,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,38,,69,,99,,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2016,11,,-,0,,3,,,-,,-,,-,0,,6,,,-,2,,,-,18,,36,,67,,203,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2016,11,,-,0,,3,,1,,,-,,-,9,,42,,10,,12,,,-,5,,13,,25,,57,,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2016,11,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,3,,6,,15,,69,,47,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,4,,"VERMONT
(43.622479, -72.51927)",
MONTANA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,7,,1,,"MONTANA
(47.062617, -109.430168)",
NORTH CAROLINA,2016,11,,-,0,,1,,,-,,-,,-,3,,67,,8,,22,,,-,22,,42,,94,,248,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2016,11,,-,0,,1,,,-,,-,1,,12,,71,,14,,17,,,-,3,,9,,27,,2,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,8,,13,,47,,84,,"WASHINGTON
(47.517368, -120.467672)",
NEBRASKA,2016,11,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,4,,16,,"NEBRASKA
(41.640503, -99.367122)",
IDAHO,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,1,,1,,8,,14,,5,,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2016,11,,-,0,,1,,,-,,-,,-,4,,19,,22,,13,,,-,6,,11,,51,,57,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,1,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,1,,13,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,12,,10,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2016,11,,-,0,,2,,,-,5,,1,,0,,1,,3,,3,,,-,11,,19,,71,,112,,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,35,,49,,"NEVADA
(39.491833, -117.070159)",
IOWA,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,4,,11,,14,,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,11,,-,0,,1,,,-,,-,,-,1,,8,,2,,1,,,-,2,,9,,,-,36,,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,11,,-,0,,0,,,-,,-,,-,0,,16,,,-,1,,,-,2,,11,,17,,33,,"OKLAHOMA
(35.468494, -97.521264)",
KENTUCKY,2016,11,,-,0,,1,,1,,,-,,-,2,,10,,8,,7,,7,,3,,12,,37,,27,,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,4,,6,,12,,49,,64,,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2016,11,,-,0,,1,,,-,,-,,-,1,,3,,2,,2,,3,,5,,15,,80,,62,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2016,11,,-,0,,5,,,-,1,,,-,0,,0,,,-,,-,1,,26,,43,,187,,451,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,1,,2,,7,,20,,18,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,8,,18,,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2016,11,,-,0,,1,,1,,,-,,-,0,,3,,2,,1,,,-,9,,17,,56,,72,,"MARYLAND
(39.290443, -76.612333)",
NEW YORK,2016,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,2,,7,,9,,45,,78,,57,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2016,12,,-,1,,10,,3,,8,,3,,53,,216,,104,,127,,84,,445,,540,,3903,,5123,,,
NEW ENGLAND,2016,12,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,1,,13,,27,,99,,128,,,
MID. ATLANTIC,2016,12,,-,0,,1,,,-,,-,2,,1,,11,,7,,6,,17,,56,,87,,552,,583,,,
NEW YORK CITY,2016,12,,-,0,,0,,,-,,-,1,,0,,3,,4,,3,,3,,29,,45,,301,,308,,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,,-,0,,3,,,-,,-,,-,1,,9,,1,,5,,3,,44,,67,,347,,559,,,
W.N. CENTRAL,2016,12,,-,0,,4,,,-,,-,,-,7,,26,,3,,8,,1,,15,,31,,197,,184,,,
S. ATLANTIC,2016,12,,-,0,,5,,1,,1,,,-,10,,80,,27,,36,,26,,113,,162,,952,,1428,,,
DIST. OF COL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,6,,10,,26,,"DIST. OF COL.
",
E.S. CENTRAL,2016,12,,-,0,,3,,2,,,-,1,,15,,65,,44,,36,,1,,17,,27,,114,,191,,,
W.S. CENTRAL,2016,12,,-,0,,1,,,-,,-,,-,13,,72,,17,,26,,15,,49,,72,,514,,544,,,
MOUNTAIN,2016,12,,-,0,,2,,,-,6,,,-,0,,3,,4,,4,,2,,27,,40,,197,,281,,,
PACIFIC,2016,12,,-,0,,1,,,-,,-,,-,0,,2,,1,,4,,18,,109,,134,,931,,1225,,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2016,12,,-,0,,0,,,-,,-,,-,0,,16,,,-,1,,,-,2,,11,,20,,37,,"OKLAHOMA
(35.468494, -97.521264)",
CONNECTICUT,2016,12,,-,0,,1,,,-,1,,,-,0,,0,,,-,2,,,-,1,,7,,1,,17,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,4,,,-,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2016,12,,-,0,,0,,,-,,-,,-,0,,4,,2,,,-,7,,13,,24,,125,,137,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,71,,46,,"MINNESOTA
(44.943719, -93.094281)",
HAWAII,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,8,,20,,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,8,,38,,83,,103,,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2016,12,,-,0,,2,,,-,,-,,-,3,,23,,10,,3,,13,,6,,31,,77,,66,,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2016,12,,-,0,,3,,,-,,-,,-,0,,6,,,-,2,,,-,18,,36,,77,,222,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,35,,57,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,12,,-,0,,1,,,-,5,,,-,0,,1,,3,,3,,1,,11,,19,,73,,129,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,12,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,4,,16,,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,1,,2,,4,,29,,19,,"WISCONSIN
(44.395526, -89.834513)",
WYOMING,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
KANSAS,2016,12,,-,0,,1,,,-,,-,,-,2,,13,,2,,4,,,-,1,,5,,19,,15,,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,1,,2,,16,,93,,120,,823,,1046,,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,5,,9,,37,,53,,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2016,12,,-,0,,1,,,-,,-,,-,3,,67,,8,,24,,,-,21,,42,,107,,271,,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,5,,,-,3,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,12,,-,0,,1,,,-,,-,1,,0,,3,,1,,2,,7,,9,,45,,85,,61,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,12,,-,0,,1,,1,,,-,,-,2,,10,,9,,7,,1,,3,,12,,38,,29,,"KENTUCKY
(37.64591, -84.774043)",
RHODE ISLAND,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,2,,5,,14,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,7,,12,,33,,114,,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,13,,47,,88,,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2016,12,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,2,,7,,15,,76,,54,,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2016,12,,-,0,,1,,1,,,-,,-,0,,3,,3,,1,,1,,9,,17,,63,,83,,"MARYLAND
(39.290443, -76.612333)",
NEW HAMPSHIRE,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,12,,10,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH DAKOTA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,3,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2016,12,,-,0,,0,,,-,,-,,-,0,,4,,3,,,-,,-,1,,7,,18,,2,,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2016,12,,-,0,,1,,,-,,-,,-,0,,5,,1,,5,,3,,39,,65,,386,,430,,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2016,12,,-,0,,1,,,-,,-,,-,1,,3,,2,,2,,7,,5,,15,,87,,70,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,8,,17,,67,,84,,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,2,,5,,4,,"VERMONT
(43.622479, -72.51927)",
UTAH,2016,12,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,1,,5,,1,,14,,"UTAH
(39.359772, -111.584173)",
MISSOURI,2016,12,,-,0,,1,,,-,,-,,-,4,,18,,1,,3,,1,,6,,16,,87,,79,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TEXAS,2016,12,,-,0,,1,,,-,,-,,-,1,,5,,2,,3,,12,,34,,51,,389,,398,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2016,12,,-,0,,1,,,-,,-,,-,12,,71,,15,,20,,1,,3,,9,,29,,2,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,4,,12,,14,,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2016,12,,-,0,,3,,1,,,-,1,,9,,42,,12,,13,,,-,5,,13,,25,,63,,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2016,12,,-,0,,5,,,-,1,,,-,0,,0,,,-,,-,1,,25,,40,,204,,467,,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2016,12,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,2,,11,,30,,76,,107,,"LOUISIANA
(31.2931, -92.463284)",
OHIO,2016,12,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,11,,20,,132,,150,,"OHIO
(40.056807, -82.405897)",
OREGON,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,2,,6,,12,,53,,71,,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2016,12,,-,0,,1,,,-,,-,,-,1,,8,,2,,1,,,-,2,,9,,,-,38,,"MISSISSIPPI
(32.738663, -89.537312)",
IDAHO,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,8,,14,,5,,"IDAHO
(43.680635, -114.364237)",
MONTANA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,1,,0,,3,,9,,1,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2016,12,,-,0,,1,,,-,,-,,-,4,,19,,21,,15,,,-,6,,11,,51,,61,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,1,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2016,12,,-,0,,1,,,-,,-,,-,0,,7,,,-,1,,,-,5,,14,,41,,77,,"NEW JERSEY
(40.104655, -74.386686)",
NEW MEXICO,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,2,,9,,28,,21,,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2016,13,,-,1,,10,,2,,8,,12,,53,,217,,124,,150,,89,,449,,547,,4397,,5572,,,
NEW ENGLAND,2016,13,,-,0,,1,,,-,1,,1,,0,,2,,1,,2,,,-,13,,27,,100,,136,,,
MID. ATLANTIC,2016,13,,-,0,,1,,,-,,-,,-,2,,12,,7,,7,,16,,56,,87,,602,,628,,,
NEW YORK CITY,2016,13,,-,0,,0,,,-,,-,,-,0,,3,,4,,3,,2,,30,,45,,327,,328,,"NEW YORK CITY
",
E.N. CENTRAL,2016,13,,-,0,,3,,,-,,-,,-,1,,9,,1,,5,,1,,44,,67,,367,,610,,,
W.N. CENTRAL,2016,13,,-,0,,4,,,-,,-,,-,7,,26,,3,,10,,3,,15,,31,,207,,198,,,
S. ATLANTIC,2016,13,,-,0,,5,,,-,1,,3,,10,,80,,31,,41,,15,,113,,161,,1093,,1550,,,
DIST. OF COL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,10,,28,,"DIST. OF COL.
",
E.S. CENTRAL,2016,13,,-,0,,3,,2,,,-,5,,15,,65,,55,,46,,5,,17,,32,,179,,208,,,
W.S. CENTRAL,2016,13,,-,0,,1,,,-,,-,3,,13,,72,,21,,30,,27,,50,,72,,576,,600,,,
MOUNTAIN,2016,13,,-,0,,2,,,-,6,,,-,0,,3,,4,,5,,1,,26,,40,,232,,309,,,
PACIFIC,2016,13,,-,0,,1,,,-,,-,,-,0,,2,,1,,4,,21,,110,,134,,1041,,1333,,,
AMER. SAMOA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK,2016,13,,-,0,,1,,,-,,-,,-,0,,3,,1,,2,,13,,9,,45,,98,,69,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,71,,48,,"MINNESOTA
(44.943719, -93.094281)",
OHIO,2016,13,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,11,,20,,142,,170,,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2016,13,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,4,,17,,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2016,13,,-,0,,0,,,-,,-,,-,0,,16,,,-,2,,,-,2,,11,,20,,42,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,8,,21,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,1,,4,,10,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2016,13,,-,0,,1,,,-,,-,2,,12,,71,,18,,22,,,-,2,,9,,31,,4,,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,8,,13,,56,,101,,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,1,,5,,9,,38,,57,,"COLORADO
(38.841772, -106.132562)",
UTAH,2016,13,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,1,,5,,1,,14,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,3,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2016,13,,-,0,,1,,,-,5,,,-,0,,1,,3,,3,,,-,10,,19,,79,,140,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,12,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEVADA,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,57,,65,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,13,,-,0,,1,,,-,,-,,-,0,,1,,1,,2,,8,,93,,120,,913,,1134,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2016,13,,-,0,,1,,,-,,-,,-,0,,7,,,-,2,,,-,5,,14,,46,,84,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2016,13,,-,0,,0,,,-,,-,,-,0,,3,,4,,1,,,-,9,,17,,74,,95,,"MARYLAND
(39.290443, -76.612333)",
