Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2016","Babesiosis, Cum 2016, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2016","Campylobacteriosis, Cum 2016, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag",Location 1,Location 2
DELAWARE,2016,14,,-,0,,1,,,-,,-,3,,3,,7,,26,,28,,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2016,14,,-,0,,1,,,-,,-,17,,14,,29,,147,,154,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2016,14,,-,0,,0,,,-,,-,,-,7,,23,,71,,35,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2016,14,,-,0,,3,,,-,,-,3,,3,,10,,33,,24,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,14,,N,0,,0,,,N,,N,,-,0,,0,,,-,88,,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2016,14,,-,0,,0,,,-,,-,,-,3,,9,,17,,24,,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2016,14,,-,0,,0,,,-,,-,,-,6,,18,,11,,66,,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2016,14,,-,0,,0,,,-,1,,24,,34,,93,,443,,330,,"OHIO
(40.056807, -82.405897)",
MONTANA,2016,14,,-,0,,0,,,-,,-,6,,6,,15,,74,,48,,"MONTANA
(47.062617, -109.430168)",
KANSAS,2016,14,,N,0,,0,,,N,,N,,-,5,,16,,37,,60,,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2016,14,,-,3,,48,,6,,4,,,-,27,,47,,250,,276,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2016,14,,-,0,,2,,,-,,-,,-,0,,2,,7,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2016,14,,N,0,,0,,,N,,N,1,,8,,20,,76,,71,,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2016,14,,-,0,,1,,,-,,-,4,,8,,23,,73,,129,,"LOUISIANA
(31.2931, -92.463284)",
WISCONSIN,2016,14,,-,0,,7,,,-,,-,7,,27,,45,,281,,249,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2016,14,1,,4,,109,,14,,8,,25,,32,,86,,277,,335,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2016,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
UNITED STATES,2016,15,1,,16,,171,,37,,41,,417,,955,,1532,,8733,,10756,,,
NEW ENGLAND,2016,15,,-,9,,103,,15,,15,,8,,53,,113,,514,,599,,,
MID. ATLANTIC,2016,15,1,,7,,109,,21,,18,,60,,135,,250,,1360,,1683,,,
NEW YORK CITY,2016,15,1,,0,,11,,7,,5,,32,,29,,127,,397,,376,,"NEW YORK CITY
",
E.N. CENTRAL,2016,15,,-,0,,7,,,-,4,,57,,93,,219,,1146,,1088,,,
W.N. CENTRAL,2016,15,,-,0,,2,,,-,,-,13,,36,,89,,402,,386,,,
S. ATLANTIC,2016,15,,-,0,,1,,1,,1,,56,,163,,274,,1325,,2026,,,
E.S. CENTRAL,2016,15,,-,0,,1,,,-,2,,13,,44,,78,,509,,508,,,
W.S. CENTRAL,2016,15,,-,0,,1,,,-,,-,33,,107,,237,,582,,935,,,
MOUNTAIN,2016,15,,-,0,,0,,,-,,-,28,,78,,141,,581,,875,,,
PACIFIC,2016,15,,-,0,,2,,,-,1,,149,,231,,364,,2314,,2656,,,
AMER. SAMOA,2016,15,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH DAKOTA,2016,15,,-,0,,0,,,-,,-,,-,7,,23,,73,,39,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,15,,-,0,,1,,,-,1,,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,15,,-,0,,2,,,-,,-,,-,0,,4,,29,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2016,15,,-,0,,1,,,-,1,,9,,15,,32,,184,,212,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,15,,-,0,,1,,,-,,-,13,,8,,23,,93,,142,,"LOUISIANA
(31.2931, -92.463284)",
INDIANA,2016,15,,-,0,,0,,,-,,-,,-,15,,39,,126,,183,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,15,,N,0,,0,,,N,,N,,-,18,,76,,130,,279,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2016,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,88,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2016,15,,-,0,,0,,,-,,-,,-,8,,21,,62,,83,,"UTAH
(39.359772, -111.584173)",
NEVADA,2016,15,,N,0,,0,,,N,,N,,-,3,,8,,9,,37,,"NEVADA
(39.491833, -117.070159)",
VERMONT,2016,15,,-,0,,3,,,-,,-,2,,3,,11,,39,,24,,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2016,15,,-,4,,109,,14,,8,,13,,32,,86,,290,,362,,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2016,15,,-,0,,0,,,-,,-,4,,9,,21,,88,,76,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2016,15,,N,0,,0,,,N,,N,,-,4,,10,,46,,39,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2016,15,,N,0,,0,,,N,,N,13,,28,,81,,299,,320,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,15,,N,0,,0,,,N,,N,15,,41,,98,,432,,544,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2016,15,,-,0,,1,,,-,1,,5,,22,,53,,228,,279,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2016,15,,N,0,,0,,,N,,N,,-,18,,59,,167,,99,,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2016,15,,-,1,,5,,1,,3,,3,,4,,12,,37,,57,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2016,15,,-,0,,0,,,-,,-,58,,24,,187,,332,,268,,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2016,15,,-,0,,2,,,-,,-,82,,173,,223,,1716,,2070,,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2016,15,,N,0,,0,,,N,,N,4,,13,,27,,124,,146,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2016,15,,N,0,,0,,,N,,N,,-,8,,19,,69,,98,,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,15,,-,0,,0,,,-,,-,8,,13,,32,,165,,167,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,15,,-,1,,32,,,-,5,,,-,29,,63,,241,,401,,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2016,15,,-,0,,0,,,-,,-,,-,5,,18,,11,,70,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2016,15,,N,0,,0,,,N,,N,2,,0,,3,,14,,8,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,15,,N,0,,0,,,N,,N,,-,10,,28,,68,,91,,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2016,15,,-,1,,25,,5,,,-,,-,4,,21,,45,,30,,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2016,15,,-,0,,1,,,-,,-,16,,70,,198,,234,,618,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,15,,-,0,,0,,,-,1,,33,,34,,93,,476,,352,,"OHIO
(40.056807, -82.405897)",
ALASKA,2016,15,,N,0,,0,,,N,,N,,-,2,,5,,14,,15,,"ALASKA
(64.836661, -147.738891)",
MAINE,2016,15,,-,0,,6,,2,,1,,1,,4,,11,,36,,41,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,15,,-,0,,1,,,-,,-,,-,3,,7,,27,,32,,"DELAWARE
(39.008676, -75.574561)",
IOWA,2016,15,,N,0,,0,,,N,,N,6,,14,,43,,173,,102,,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2016,15,,-,0,,1,,,-,,-,7,,14,,29,,160,,168,,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2016,15,,-,0,,0,,,-,,-,7,,8,,25,,86,,96,,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2016,15,,-,1,,39,,1,,5,,2,,13,,35,,107,,155,,"CONNECTICUT
(41.544654, -72.651713)",
KENTUCKY,2016,15,,N,0,,0,,,N,,N,3,,15,,35,,146,,174,,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2016,15,,N,0,,0,,,N,,N,,-,5,,16,,41,,61,,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2016,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
COLORADO,2016,15,,N,0,,0,,,N,,N,,-,19,,40,,1,,169,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2016,15,,-,0,,0,,,-,,-,4,,6,,15,,79,,57,,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2016,15,,-,0,,7,,,-,1,,19,,27,,45,,316,,274,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2016,15,,N,0,,0,,,N,,N,5,,7,,20,,84,,73,,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2016,15,,-,3,,48,,6,,6,,,-,26,,47,,250,,292,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,15,,-,0,,0,,,-,,-,,-,3,,9,,20,,27,,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2016,15,,N,0,,0,,,N,,N,29,,67,,106,,492,,932,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2016,15,,-,0,,1,,,-,2,,3,,11,,31,,157,,127,,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2016,15,,-,0,,1,,1,,1,,2,,6,,16,,77,,75,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2016,15,,-,0,,0,,,-,,-,19,,25,,53,,257,,331,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,16,4,,16,,171,,44,,41,,386,,959,,1530,,9514,,11634,,,
NEW ENGLAND,2016,16,1,,10,,103,,18,,15,,9,,53,,113,,571,,646,,,
MID. ATLANTIC,2016,16,3,,7,,109,,25,,18,,55,,135,,250,,1451,,1830,,,
NEW YORK CITY,2016,16,2,,0,,11,,9,,5,,19,,30,,127,,416,,417,,"NEW YORK CITY
",
E.N. CENTRAL,2016,16,,-,0,,7,,,-,4,,39,,93,,219,,1217,,1180,,,
W.N. CENTRAL,2016,16,,-,0,,2,,,-,,-,14,,36,,89,,435,,417,,,
S. ATLANTIC,2016,16,,-,0,,1,,1,,1,,68,,166,,283,,1496,,2176,,,
DIST. OF COL.,2016,16,,N,0,,0,,,N,,N,,-,0,,2,,,-,7,,"DIST. OF COL.
",
E.S. CENTRAL,2016,16,,-,0,,1,,,-,2,,10,,44,,78,,529,,554,,,
W.S. CENTRAL,2016,16,,-,0,,1,,,-,,-,51,,101,,238,,662,,1024,,,
MOUNTAIN,2016,16,,-,0,,0,,,-,,-,20,,77,,140,,625,,947,,,
PACIFIC,2016,16,,-,0,,2,,,-,1,,120,,228,,364,,2528,,2860,,,
AMER. SAMOA,2016,16,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2016,16,1,,1,,25,,6,,,-,,-,4,,21,,45,,30,,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,16,,-,0,,1,,,-,,-,9,,8,,23,,102,,147,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2016,16,,-,0,,0,,,-,,-,,-,7,,23,,76,,47,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2016,16,,N,0,,0,,,N,,N,,-,4,,10,,46,,40,,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,16,,-,0,,0,,,-,,-,,-,6,,15,,79,,64,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2016,16,,-,0,,1,,,-,2,,2,,11,,31,,161,,138,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,16,,-,0,,1,,,-,,-,6,,14,,29,,169,,178,,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2016,16,,N,0,,0,,,N,,N,6,,13,,27,,141,,158,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2016,16,,N,0,,0,,,N,,N,13,,18,,59,,190,,108,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2016,16,,-,0,,7,,,-,1,,7,,27,,45,,342,,299,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2016,16,,N,0,,0,,,N,,N,,-,0,,3,,14,,9,,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,16,,-,0,,0,,,-,,-,,-,5,,18,,11,,77,,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2016,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
VIRGINIA,2016,16,,N,0,,0,,,N,,N,12,,28,,81,,322,,345,,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2016,16,,N,0,,0,,,N,,N,,-,3,,8,,11,,39,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,16,,-,0,,0,,,-,,-,17,,25,,53,,279,,364,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2016,16,,-,0,,0,,,-,,-,,-,15,,39,,133,,194,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2016,16,,N,0,,0,,,N,,N,,-,8,,19,,79,,107,,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2016,16,1,,4,,109,,16,,8,,22,,32,,86,,313,,394,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2016,16,,-,3,,48,,8,,6,,,-,27,,47,,282,,316,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,16,,-,0,,0,,,-,,-,,-,2,,9,,20,,28,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2016,16,,-,0,,1,,,-,1,,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2016,16,,N,0,,0,,,N,,N,5,,14,,43,,184,,112,,"IOWA
(42.46942, -93.815856)",
DELAWARE,2016,16,,-,0,,1,,,-,,-,,-,3,,7,,29,,37,,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2016,16,,-,0,,3,,,-,,-,2,,3,,11,,42,,24,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,16,,-,1,,5,,1,,3,,4,,4,,12,,42,,59,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2016,16,,N,0,,0,,,N,,N,,-,5,,16,,50,,66,,"KANSAS
(38.345528, -98.201847)",
MAINE,2016,16,,-,0,,6,,2,,1,,3,,4,,11,,39,,44,,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2016,16,,-,0,,0,,,-,,-,13,,8,,21,,101,,85,,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2016,16,,-,0,,2,,,-,,-,85,,169,,223,,1878,,2249,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,88,,"MISSOURI
(38.636168, -92.566292)",
GUAM,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2016,16,,-,0,,1,,1,,1,,4,,6,,16,,82,,78,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2016,16,,-,0,,0,,,-,,-,,-,8,,21,,69,,90,,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2016,16,,N,0,,0,,,N,,N,2,,15,,35,,153,,198,,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2016,16,,N,0,,0,,,N,,N,3,,7,,20,,87,,79,,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2016,16,,-,0,,0,,,-,,-,20,,24,,187,,351,,268,,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2016,16,,N,0,,0,,,N,,N,38,,67,,106,,531,,1005,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,16,,-,0,,0,,,-,,-,9,,8,,25,,95,,104,,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2016,16,,N,0,,0,,,N,,N,,-,23,,82,,202,,291,,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2016,16,,N,0,,0,,,N,,N,,-,2,,5,,15,,15,,"ALASKA
(64.836661, -147.738891)",
COLORADO,2016,16,,N,0,,0,,,N,,N,,-,18,,40,,1,,176,,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2016,16,,-,0,,0,,,-,,-,8,,13,,32,,178,,178,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,16,,-,1,,32,,,-,5,,1,,29,,63,,267,,435,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2016,16,,N,0,,0,,,N,,N,13,,41,,98,,455,,584,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,16,,-,0,,0,,,-,1,,27,,34,,93,,503,,386,,"OHIO
(40.056807, -82.405897)",
TEXAS,2016,16,,-,0,,1,,,-,,-,16,,68,,199,,269,,684,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,16,,-,0,,1,,,-,1,,7,,16,,32,,197,,230,,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,16,,N,0,,0,,,N,,N,8,,10,,28,,87,,98,,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2016,16,,-,1,,39,,1,,5,,,-,13,,35,,121,,173,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2016,16,,-,0,,1,,,-,1,,5,,22,,53,,239,,301,,"MICHIGAN
(44.66399, -84.711206)",
NORTH DAKOTA,2016,16,,-,0,,2,,,-,,-,,-,0,,4,,30,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,17,2,,16,,174,,50,,49,,460,,963,,1535,,10347,,12557,,,
NEW ENGLAND,2016,17,1,,10,,102,,21,,17,,20,,53,,113,,625,,686,,,
CONNECTICUT,2016,17,,-,1,,41,,1,,6,,1,,13,,35,,126,,186,,"CONNECTICUT
",
MAINE,2016,17,,-,0,,6,,2,,1,,1,,4,,11,,40,,44,,"MAINE
",
MASSACHUSETTS,2016,17,,-,3,,48,,10,,7,,13,,26,,47,,320,,336,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2016,17,1,,1,,5,,2,,3,,4,,4,,12,,48,,64,,"NEW HAMPSHIRE
",
RHODE ISLAND,2016,17,,-,1,,25,,6,,,-,,-,4,,21,,45,,30,,"RHODE ISLAND
",
VERMONT,2016,17,,-,0,,3,,,-,,-,1,,3,,11,,46,,26,,"VERMONT
",
MID. ATLANTIC,2016,17,1,,8,,109,,28,,22,,78,,139,,250,,1546,,1978,,,
NEW JERSEY,2016,17,,-,1,,33,,2,,9,,,-,35,,63,,267,,480,,"NEW JERSEY
",
NEW YORK,2016,17,1,,4,,109,,17,,8,,35,,32,,86,,349,,419,,"NEW YORK
",
NEW YORK CITY,2016,17,,-,0,,11,,9,,5,,26,,29,,127,,442,,451,,"NEW YORK CITY
",
PENNSYLVANIA,2016,17,,N,0,,0,,,N,,N,17,,40,,108,,488,,628,,"PENNSYLVANIA
",
E.N. CENTRAL,2016,17,,-,0,,7,,,-,5,,47,,93,,223,,1308,,1297,,,
ILLINOIS,2016,17,,-,0,,1,,,-,1,,,U,0,,0,,,U,,U,"ILLINOIS
",
INDIANA,2016,17,,-,0,,0,,,-,,-,,-,15,,39,,140,,224,,"INDIANA
",
MICHIGAN,2016,17,,-,0,,1,,,-,1,,8,,22,,53,,270,,310,,"MICHIGAN
",
OHIO,2016,17,,-,0,,0,,,-,2,,32,,34,,93,,535,,414,,"OHIO
",
WISCONSIN,2016,17,,-,0,,7,,,-,1,,7,,28,,50,,363,,349,,"WISCONSIN
",
W.N. CENTRAL,2016,17,,-,0,,2,,,-,,-,19,,37,,89,,465,,448,,,
IOWA,2016,17,,N,0,,0,,,N,,N,8,,15,,43,,195,,123,,"IOWA
",
KANSAS,2016,17,,N,0,,0,,,N,,N,,-,5,,16,,52,,73,,"KANSAS
",
MISSOURI,2016,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,88,,"MISSOURI
",
NEBRASKA,2016,17,,-,0,,0,,,-,,-,10,,8,,25,,105,,108,,"NEBRASKA
",
NORTH DAKOTA,2016,17,,-,0,,2,,,-,,-,1,,0,,4,,31,,,-,"NORTH DAKOTA
",
SOUTH DAKOTA,2016,17,,-,0,,0,,,-,,-,,-,7,,23,,82,,55,,"SOUTH DAKOTA
",
S. ATLANTIC,2016,17,,-,0,,1,,1,,1,,61,,166,,283,,1599,,2332,,,
DELAWARE,2016,17,,-,0,,1,,,-,,-,,-,3,,7,,31,,41,,"DELAWARE
",
DIST. OF COL.,2016,17,,N,0,,0,,,N,,N,,-,0,,1,,,-,8,,"DIST. OF COL.
",
FLORIDA,2016,17,,N,0,,0,,,N,,N,37,,66,,106,,569,,1080,,"FLORIDA
",
GEORGIA,2016,17,,N,0,,0,,,N,,N,5,,13,,27,,146,,170,,"GEORGIA
",
MARYLAND,2016,17,,-,0,,0,,,-,,-,6,,13,,32,,189,,185,,"MARYLAND
",
NORTH CAROLINA,2016,17,,N,0,,0,,,N,,N,,-,23,,82,,215,,305,,"NORTH CAROLINA
",
SOUTH CAROLINA,2016,17,,-,0,,1,,1,,1,,4,,6,,16,,87,,81,,"SOUTH CAROLINA
",
VIRGINIA,2016,17,,N,0,,0,,,N,,N,9,,28,,81,,345,,380,,"VIRGINIA
",
WEST VIRGINIA,2016,17,,-,0,,0,,,-,,-,,-,5,,18,,17,,82,,"WEST VIRGINIA
",
E.S. CENTRAL,2016,17,,-,0,,1,,,-,3,,20,,44,,78,,574,,605,,,
ALABAMA,2016,17,,-,0,,1,,,-,2,,7,,11,,31,,173,,153,,"ALABAMA
",
KENTUCKY,2016,17,,N,0,,0,,,N,,N,7,,14,,35,,170,,219,,"KENTUCKY
",
MISSISSIPPI,2016,17,,N,0,,0,,,N,,N,1,,4,,10,,50,,45,,"MISSISSIPPI
",
TENNESSEE,2016,17,,-,0,,1,,,-,1,,5,,14,,29,,181,,188,,"TENNESSEE
",
W.S. CENTRAL,2016,17,,-,0,,1,,,-,,-,73,,101,,239,,856,,1115,,,
ARKANSAS,2016,17,,-,0,,0,,,-,,-,6,,8,,21,,107,,95,,"ARKANSAS
",
LOUISIANA,2016,17,,-,0,,1,,,-,,-,8,,8,,23,,110,,160,,"LOUISIANA
",
OKLAHOMA,2016,17,,N,0,,0,,,N,,N,9,,18,,59,,211,,117,,"OKLAHOMA
",
TEXAS,2016,17,,-,0,,1,,,-,,-,50,,68,,200,,428,,743,,"TEXAS
",
MOUNTAIN,2016,17,,-,0,,0,,,-,,-,10,,77,,140,,656,,1029,,,
ARIZONA,2016,17,,-,0,,0,,,-,,-,,-,24,,53,,279,,406,,"ARIZONA
",
COLORADO,2016,17,,N,0,,0,,,N,,N,,-,18,,40,,1,,187,,"COLORADO
",
IDAHO,2016,17,,N,0,,0,,,N,,N,8,,7,,20,,99,,87,,"IDAHO
",
MONTANA,2016,17,,-,0,,0,,,-,,-,1,,6,,15,,84,,69,,"MONTANA
",
NEVADA,2016,17,,N,0,,0,,,N,,N,1,,3,,8,,15,,39,,"NEVADA
",
NEW MEXICO,2016,17,,N,0,,0,,,N,,N,,-,8,,19,,85,,115,,"NEW MEXICO
",
UTAH,2016,17,,-,0,,0,,,-,,-,,-,8,,21,,70,,94,,"UTAH
",
WYOMING,2016,17,,-,0,,0,,,-,,-,,-,2,,9,,23,,32,,"WYOMING
",
PACIFIC,2016,17,,-,0,,2,,,-,1,,132,,228,,365,,2718,,3067,,,
ALASKA,2016,17,,N,0,,0,,,N,,N,1,,2,,5,,16,,16,,"ALASKA
",
CALIFORNIA,2016,17,,-,0,,2,,,-,,-,76,,165,,223,,1999,,2416,,"CALIFORNIA
",
HAWAII,2016,17,,N,0,,0,,,N,,N,,-,10,,28,,87,,103,,"HAWAII
",
OREGON,2016,17,,-,0,,1,,,-,1,,14,,15,,32,,226,,245,,"OREGON
",
WASHINGTON,2016,17,,-,0,,0,,,-,,-,41,,24,,187,,390,,287,,"WASHINGTON
",
AMER. SAMOA,2016,17,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
",
PUERTO RICO,2016,17,,N,0,,0,,,N,,N,,-,0,,3,,14,,10,,"PUERTO RICO
",
VIRGIN ISL.,2016,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2016,18,2,,16,,174,,54,,58,,398,,963,,1535,,11153,,13421,,,
NEW ENGLAND,2016,18,,-,10,,102,,21,,23,,3,,53,,113,,627,,739,,,
MID. ATLANTIC,2016,18,2,,8,,109,,31,,23,,74,,138,,250,,1690,,2093,,,
NEW YORK CITY,2016,18,1,,0,,11,,10,,5,,33,,29,,127,,475,,487,,"NEW YORK CITY
",
E.N. CENTRAL,2016,18,,-,0,,7,,1,,6,,37,,93,,223,,1408,,1369,,,
W.N. CENTRAL,2016,18,,-,0,,2,,,-,,-,11,,37,,89,,510,,470,,,
S. ATLANTIC,2016,18,,-,0,,1,,1,,1,,77,,166,,283,,1725,,2511,,,
DIST. OF COL.,2016,18,,N,0,,0,,,N,,N,,-,0,,0,,,-,8,,"DIST. OF COL.
",
E.S. CENTRAL,2016,18,,-,0,,1,,,-,3,,27,,44,,78,,621,,638,,,
W.S. CENTRAL,2016,18,,-,0,,1,,,-,,-,83,,104,,238,,967,,1201,,,
MOUNTAIN,2016,18,,-,0,,0,,,-,,-,27,,76,,140,,737,,1126,,,
PACIFIC,2016,18,,-,0,,2,,,-,2,,59,,229,,365,,2868,,3274,,,
AMER. SAMOA,2016,18,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
