Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Cum 2014","Meningococcal disease, invasive§, All serogroups, Cum 2014, flag",Location 1,Location 2
MASSACHUSETTS,2015,16,1,,58,,466,,55,,576,,,-,1,,5,,7,,14,,,-,0,,1,,3,,5,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WISCONSIN,2015,16,,-,10,,104,,18,,85,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ILLINOIS,2015,16,,-,1,,18,,4,,11,,,-,1,,4,,6,,7,,,-,0,,1,,1,,7,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW YORK CITY,2015,16,1,,3,,441,,30,,33,,4,,3,,16,,17,,42,,,-,0,,2,,4,,4,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
VIRGIN ISL.,2015,18,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2015,16,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,2,,1,,3,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MISSOURI,2015,16,,-,0,,2,,,-,,-,,-,0,,1,,2,,4,,,-,0,,1,,2,,2,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW JERSEY,2015,16,1,,36,,191,,238,,504,,,-,1,,5,,8,,12,,,-,0,,1,,2,,2,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
SOUTH DAKOTA,2015,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OREGON,2015,16,,-,1,,3,,4,,6,,,-,0,,2,,5,,2,,,-,0,,3,,11,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
WYOMING,2015,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
CONNECTICUT,2015,16,,-,31,,178,,59,,215,,,-,0,,2,,2,,6,,,-,0,,1,,1,,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW YORK,2015,16,14,,42,,172,,172,,189,,,-,1,,4,,13,,11,,,-,0,,2,,3,,1,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
GUAM,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEBRASKA,2015,16,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,1,,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NORTH DAKOTA,2015,16,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
SOUTH CAROLINA,2015,16,1,,1,,3,,7,,3,,,-,0,,1,,1,,2,,,-,0,,3,,,-,1,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MAINE,2015,16,1,,16,,94,,71,,86,,,-,0,,1,,,-,3,,,-,0,,1,,1,,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
OHIO,2015,16,,-,2,,10,,13,,8,,,-,0,,3,,8,,9,,4,,0,,2,,9,,5,,"OHIO
(40.060212455000055, -82.40425667899996)",
UTAH,2015,16,,-,0,,2,,,-,3,,,-,0,,1,,2,,1,,,-,0,,0,,,-,1,,"UTAH
(39.36070123200005, -111.58712831499997)",
MINNESOTA,2015,16,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,,-,0,,1,,,-,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,16,3,,2,,12,,32,,18,,,-,1,,4,,11,,11,,,-,1,,4,,13,,16,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALASKA,2015,16,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
INDIANA,2015,16,,-,1,,12,,4,,5,,,-,0,,3,,3,,5,,,-,0,,1,,1,,2,,"INDIANA
(39.766913353000064, -86.14995646699998)",
VERMONT,2015,16,,-,7,,48,,37,,52,,,-,0,,2,,,-,,-,,-,0,,1,,2,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
KENTUCKY,2015,16,,-,0,,5,,4,,7,,,-,0,,1,,,-,5,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
TEXAS,2015,16,,-,0,,7,,1,,,-,,-,1,,9,,2,,14,,,-,0,,3,,8,,9,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MICHIGAN,2015,16,,-,1,,11,,4,,7,,,-,0,,2,,1,,7,,,-,0,,1,,3,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEVADA,2015,16,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
COLORADO,2015,16,,-,0,,0,,,-,,-,,-,0,,3,,,-,8,,,-,0,,2,,1,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
PENNSYLVANIA,2015,16,20,,86,,642,,617,,589,,1,,1,,6,,5,,18,,,-,0,,2,,4,,3,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MISSISSIPPI,2015,16,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
CALIFORNIA,2015,16,,-,1,,5,,6,,9,,,-,1,,5,,14,,21,,,-,0,,5,,18,,37,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
VIRGINIA,2015,16,5,,17,,149,,107,,73,,1,,1,,5,,11,,16,,,-,0,,2,,7,,2,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MONTANA,2015,16,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MONTANA
(47.06652795700006, -109.42441587999997)",
KANSAS,2015,16,,-,0,,2,,1,,2,,,-,0,,1,,,-,5,,,-,0,,1,,2,,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
WASHINGTON,2015,16,,-,0,,2,,,-,,-,,-,0,,3,,1,,9,,,-,0,,6,,5,,5,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
RHODE ISLAND,2015,16,,-,11,,84,,48,,48,,,-,0,,3,,1,,3,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
IDAHO,2015,16,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW MEXICO,2015,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UNITED STATES,2015,17,789,,413,,1934,,2720,,3534,,5,,26,,55,,164,,354,,2,,7,,14,,133,,184,,,
NEW ENGLAND,2015,17,3,,137,,762,,285,,1154,,,-,1,,8,,10,,28,,,-,0,,3,,9,,6,,,
MID. ATLANTIC,2015,17,769,,187,,961,,1894,,1863,,2,,6,,24,,45,,87,,1,,1,,4,,14,,13,,,
E.N. CENTRAL,2015,17,,-,16,,148,,49,,138,,1,,2,,6,,20,,33,,,-,1,,4,,14,,19,,,
W.N. CENTRAL,2015,17,,-,2,,23,,5,,9,,,-,1,,4,,5,,18,,,-,0,,2,,8,,10,,,
S. ATLANTIC,2015,17,16,,57,,195,,455,,326,,,-,6,,19,,44,,95,,,-,1,,6,,31,,40,,,
DIST. OF COL.,2015,17,,-,1,,4,,9,,8,,,-,0,,2,,1,,,-,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,17,,-,2,,10,,12,,14,,,-,0,,5,,4,,16,,,-,0,,2,,4,,5,,,
W.S. CENTRAL,2015,17,,-,1,,7,,2,,,-,2,,2,,10,,10,,22,,,-,0,,3,,11,,20,,,
MOUNTAIN,2015,17,1,,1,,8,,7,,10,,,-,1,,6,,3,,21,,1,,0,,2,,4,,17,,,
PACIFIC,2015,17,,-,2,,8,,11,,20,,,-,3,,7,,23,,34,,,-,1,,8,,38,,54,,,
AMER. SAMOA,2015,17,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,17,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
LOUISIANA,2015,17,,-,0,,1,,,-,,-,,-,0,,1,,2,,4,,,-,0,,1,,1,,3,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW HAMPSHIRE,2015,17,,-,1,,67,,1,,92,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW MEXICO,2015,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
KANSAS,2015,17,,-,0,,2,,1,,3,,,-,0,,1,,,-,5,,,-,0,,1,,2,,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
WEST VIRGINIA,2015,17,,-,1,,15,,23,,11,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MAINE,2015,17,,-,16,,94,,71,,94,,,-,0,,1,,,-,3,,,-,0,,1,,1,,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
VERMONT,2015,17,3,,7,,48,,43,,54,,,-,0,,2,,,-,,-,,-,0,,1,,2,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
VIRGINIA,2015,17,3,,17,,149,,115,,80,,,-,1,,5,,11,,16,,,-,0,,2,,7,,2,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
ARKANSAS,2015,17,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
FLORIDA,2015,17,,-,2,,12,,32,,19,,,-,1,,4,,11,,11,,,-,1,,4,,13,,16,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MINNESOTA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,1,,1,,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW YORK CITY,2015,17,,-,2,,38,,30,,474,,2,,3,,16,,19,,42,,,-,0,,2,,4,,4,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KENTUCKY,2015,17,,-,0,,5,,4,,9,,,-,0,,1,,,-,5,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MONTANA,2015,17,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ALABAMA,2015,17,,-,1,,7,,8,,3,,,-,0,,3,,3,,3,,,-,0,,1,,3,,1,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
HAWAII,2015,17,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,3,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
SOUTH CAROLINA,2015,17,,-,1,,3,,9,,3,,,-,0,,1,,1,,2,,,-,0,,3,,,-,1,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WYOMING,2015,17,1,,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEBRASKA,2015,17,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,1,,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MARYLAND,2015,17,11,,21,,81,,203,,121,,,-,2,,8,,15,,43,,,-,0,,1,,1,,3,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IDAHO,2015,17,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"IDAHO
(43.68263174800006, -114.36372693399994)",
PUERTO RICO,2015,17,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ILLINOIS,2015,17,,-,1,,18,,4,,12,,,-,1,,4,,6,,9,,,-,0,,1,,1,,7,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IOWA,2015,17,,-,1,,20,,2,,6,,,-,0,,3,,2,,4,,,-,0,,1,,2,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
INDIANA,2015,17,,-,1,,12,,4,,5,,,-,0,,3,,3,,5,,,-,0,,1,,1,,2,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MASSACHUSETTS,2015,17,,-,58,,466,,55,,614,,,-,1,,5,,7,,14,,,-,0,,1,,3,,5,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
GUAM,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MISSISSIPPI,2015,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
COLORADO,2015,17,,-,0,,0,,,-,,-,,-,0,,3,,,-,8,,1,,0,,2,,2,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
WISCONSIN,2015,17,,-,12,,117,,22,,105,,,-,0,,2,,1,,2,,,-,0,,1,,,-,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
RHODE ISLAND,2015,17,,-,11,,84,,56,,53,,,-,0,,3,,1,,3,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH DAKOTA,2015,17,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WASHINGTON,2015,17,,-,0,,2,,,-,,-,,-,0,,3,,1,,9,,,-,0,,6,,5,,5,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW JERSEY,2015,17,1,,34,,191,,273,,540,,,-,1,,5,,8,,13,,,-,0,,1,,2,,2,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
PENNSYLVANIA,2015,17,739,,86,,642,,1389,,630,,,-,1,,6,,5,,20,,1,,0,,2,,5,,4,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
OHIO,2015,17,,-,2,,10,,14,,9,,1,,0,,3,,9,,9,,,-,0,,4,,9,,5,,"OHIO
(40.060212455000055, -82.40425667899996)",
OKLAHOMA,2015,17,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,,-,0,,1,,1,,5,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
OREGON,2015,17,,-,1,,3,,4,,8,,,-,0,,2,,5,,2,,,-,0,,3,,11,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
UTAH,2015,17,,-,0,,2,,,-,3,,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,"UTAH
(39.36070123200005, -111.58712831499997)",
GEORGIA,2015,17,,-,0,,1,,,-,1,,,-,1,,5,,3,,18,,,-,0,,3,,5,,6,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
TEXAS,2015,17,,-,1,,7,,2,,,-,2,,1,,9,,5,,15,,,-,0,,3,,8,,11,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MISSOURI,2015,17,,-,0,,2,,,-,,-,,-,0,,1,,2,,4,,,-,0,,1,,2,,3,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NORTH CAROLINA,2015,17,,-,0,,78,,25,,10,,,-,0,,8,,2,,3,,,-,0,,1,,2,,11,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ARIZONA,2015,17,,-,0,,6,,5,,2,,,-,0,,3,,1,,10,,,-,0,,1,,1,,7,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEVADA,2015,17,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
CONNECTICUT,2015,17,,-,29,,178,,59,,247,,,-,0,,2,,2,,6,,,-,0,,1,,1,,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ALASKA,2015,17,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW YORK,2015,17,29,,42,,172,,202,,219,,,-,1,,4,,13,,12,,,-,0,,1,,3,,3,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
TENNESSEE,2015,17,,-,0,,3,,,-,2,,,-,0,,2,,1,,8,,,-,0,,2,,1,,3,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
CALIFORNIA,2015,17,,-,1,,5,,6,,11,,,-,1,,5,,16,,22,,,-,0,,5,,18,,37,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
DELAWARE,2015,17,2,,5,,25,,39,,73,,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MICHIGAN,2015,17,,-,1,,11,,5,,7,,,-,0,,2,,1,,8,,,-,0,,1,,3,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
UNITED STATES,2015,18,1331,,437,,2012,,3490,,4029,,8,,26,,58,,179,,388,,4,,7,,14,,139,,196,,,
NEW ENGLAND,2015,18,2,,129,,762,,363,,1295,,,-,1,,8,,10,,28,,,-,0,,3,,9,,9,,,
MID. ATLANTIC,2015,18,1306,,201,,967,,2547,,2045,,2,,6,,24,,49,,95,,,-,1,,4,,14,,14,,,
E.N. CENTRAL,2015,18,,-,16,,148,,52,,153,,,-,2,,6,,22,,34,,1,,1,,4,,15,,20,,,
W.N. CENTRAL,2015,18,,-,10,,99,,5,,115,,,-,1,,6,,5,,33,,,-,0,,2,,9,,11,,,
S. ATLANTIC,2015,18,21,,58,,195,,485,,372,,3,,6,,19,,47,,101,,1,,1,,6,,32,,45,,,
DIST. OF COL.,2015,18,,-,1,,4,,9,,8,,,-,0,,2,,1,,,-,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,18,1,,2,,10,,17,,16,,1,,0,,5,,5,,16,,,-,0,,2,,4,,5,,,
W.S. CENTRAL,2015,18,,-,0,,7,,2,,1,,1,,2,,10,,12,,23,,2,,0,,3,,13,,21,,,
MOUNTAIN,2015,18,1,,1,,8,,8,,10,,,-,1,,6,,4,,21,,,-,0,,2,,4,,17,,,
PACIFIC,2015,18,,-,2,,8,,11,,22,,1,,3,,7,,25,,37,,,-,1,,8,,39,,54,,,
AMER. SAMOA,2015,18,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
TENNESSEE,2015,18,,-,0,,3,,,-,2,,1,,0,,2,,2,,8,,,-,0,,2,,1,,3,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ALABAMA,2015,18,1,,1,,7,,13,,4,,,-,0,,3,,3,,3,,,-,0,,1,,3,,1,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
VERMONT,2015,18,2,,7,,48,,46,,59,,,-,0,,2,,,-,,-,,-,0,,1,,2,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
IDAHO,2015,18,1,,0,,1,,2,,3,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MICHIGAN,2015,18,,-,1,,11,,5,,7,,,-,0,,2,,1,,8,,,-,0,,1,,2,,3,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
OHIO,2015,18,,-,2,,10,,14,,9,,,-,1,,3,,9,,9,,1,,0,,4,,10,,5,,"OHIO
(40.060212455000055, -82.40425667899996)",
UTAH,2015,18,,-,0,,2,,,-,3,,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,"UTAH
(39.36070123200005, -111.58712831499997)",
MASSACHUSETTS,2015,18,,-,51,,466,,120,,685,,,-,1,,5,,7,,14,,,-,0,,1,,3,,6,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CALIFORNIA,2015,18,,-,1,,5,,6,,13,,,-,1,,5,,16,,23,,,-,0,,5,,18,,37,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MARYLAND,2015,18,7,,20,,81,,216,,141,,3,,2,,8,,18,,46,,,-,0,,1,,1,,4,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MINNESOTA,2015,18,,-,8,,77,,,-,103,,,-,0,,5,,,-,15,,,-,0,,1,,1,,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
SOUTH DAKOTA,2015,18,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ALASKA,2015,18,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
OREGON,2015,18,,-,1,,3,,4,,8,,,-,0,,2,,6,,2,,,-,0,,3,,12,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
FLORIDA,2015,18,2,,2,,12,,34,,20,,,-,1,,4,,11,,12,,,-,1,,3,,13,,17,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WEST VIRGINIA,2015,18,,-,1,,15,,23,,13,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MISSOURI,2015,18,,-,0,,2,,,-,1,,,-,0,,1,,2,,4,,,-,0,,1,,2,,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
GUAM,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
HAWAII,2015,18,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,,-,0,,1,,3,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW YORK,2015,18,10,,42,,172,,214,,248,,,-,1,,4,,13,,12,,,-,0,,1,,3,,4,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
LOUISIANA,2015,18,,-,0,,1,,,-,,-,,-,0,,1,,2,,4,,,-,0,,1,,1,,3,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSISSIPPI,2015,18,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WYOMING,2015,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
SOUTH CAROLINA,2015,18,,-,1,,3,,10,,3,,,-,0,,1,,1,,2,,,-,0,,3,,,-,1,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
PUERTO RICO,2015,18,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
OKLAHOMA,2015,18,,-,0,,0,,,-,,-,1,,0,,3,,2,,1,,1,,0,,1,,2,,5,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK CITY,2015,18,560,,2,,38,,590,,475,,2,,3,,16,,21,,45,,,-,0,,2,,4,,4,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
TEXAS,2015,18,,-,0,,7,,2,,1,,,-,1,,9,,6,,16,,1,,0,,3,,9,,12,,"TEXAS
(31.827240467000024, -99.42676785299994)",
IOWA,2015,18,,-,1,,20,,2,,7,,,-,0,,3,,2,,4,,,-,0,,1,,3,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW MEXICO,2015,18,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
DELAWARE,2015,18,6,,5,,25,,45,,80,,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH CAROLINA,2015,18,,-,0,,78,,25,,14,,,-,0,,8,,2,,4,,1,,0,,1,,3,,11,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
COLORADO,2015,18,,-,0,,0,,,-,,-,,-,0,,3,,,-,8,,,-,0,,2,,2,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
CONNECTICUT,2015,18,,-,29,,178,,66,,279,,,-,0,,2,,2,,6,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NORTH DAKOTA,2015,18,,-,0,,2,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
INDIANA,2015,18,,-,1,,12,,4,,5,,,-,0,,3,,3,,5,,,-,0,,1,,2,,2,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEBRASKA,2015,18,,-,0,,3,,2,,,-,,-,0,,2,,1,,1,,,-,0,,1,,1,,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
KENTUCKY,2015,18,,-,0,,5,,4,,10,,,-,0,,1,,,-,5,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEW HAMPSHIRE,2015,18,,-,1,,67,,1,,106,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ARKANSAS,2015,18,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MAINE,2015,18,,-,16,,94,,71,,105,,,-,0,,1,,,-,3,,,-,0,,1,,1,,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
