Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF), Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag",Location 1,Location 2
VIRGIN ISL.,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
NEVADA,2015,48,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,5,,15,,255,,338,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2015,48,,-,0,,0,,,-,1,,,-,0,,1,,2,,1,,,-,1,,5,,89,,120,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2015,48,,-,0,,2,,5,,4,,,-,3,,20,,265,,360,,1,,5,,31,,300,,270,,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2015,48,,-,0,,0,,,-,1,,,-,0,,1,,1,,4,,,-,4,,8,,203,,168,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2015,48,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,1,,1,,5,,60,,65,,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2015,48,,-,0,,3,,4,,1,,,-,0,,6,,52,,85,,,-,15,,32,,711,,793,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2015,48,,-,0,,0,,,-,3,,,-,0,,82,,25,,134,,,-,2,,11,,116,,138,,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2015,48,,-,0,,0,,,-,,-,,-,0,,1,,8,,10,,,-,1,,5,,64,,63,,"IOWA
(42.46942, -93.815856)",
NEW YORK,2015,48,,-,0,,1,,6,,1,,1,,0,,3,,25,,18,,20,,8,,24,,426,,343,,"NEW YORK
(42.826892, -75.544286)",
DELAWARE,2015,48,,-,0,,0,,,-,,-,,-,0,,3,,17,,24,,,-,0,,10,,52,,38,,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2015,48,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,4,,4,,11,,174,,316,,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,15,,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,7,,1,,5,,11,,207,,233,,"MINNESOTA
(44.943719, -93.094281)",
CALIFORNIA,2015,48,,-,0,,1,,1,,5,,,-,0,,2,,14,,6,,13,,89,,112,,4006,,3467,,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2015,48,,-,0,,5,,28,,36,,,-,0,,0,,,-,,-,23,,28,,44,,1366,,1164,,"GEORGIA
(32.836038, -83.631709)",
SOUTH DAKOTA,2015,48,,-,0,,1,,1,,1,,,-,0,,0,,,-,2,,,-,0,,3,,30,,52,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,64,,63,,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2015,48,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,,-,0,,1,,9,,12,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2015,48,,-,0,,0,,,-,,-,1,,1,,10,,120,,52,,3,,2,,8,,124,,142,,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2015,48,,-,0,,3,,15,,13,,,-,9,,41,,576,,536,,1,,6,,13,,271,,210,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2015,48,,-,0,,1,,2,,1,,,-,1,,3,,44,,30,,8,,5,,14,,263,,222,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2015,48,,-,0,,3,,6,,3,,,-,0,,2,,11,,10,,,-,0,,3,,35,,50,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2015,48,1,,0,,1,,5,,,-,,-,11,,71,,833,,781,,,-,2,,11,,113,,107,,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2015,48,,-,0,,0,,,-,2,,1,,0,,3,,18,,4,,,-,9,,20,,381,,400,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2015,48,,-,0,,0,,,-,,-,,-,0,,1,,6,,5,,,-,1,,4,,43,,26,,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2015,48,,-,0,,1,,1,,,-,,-,0,,3,,11,,11,,,-,10,,21,,466,,488,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2015,48,,-,0,,1,,5,,2,,,-,4,,18,,249,,256,,2,,6,,13,,271,,317,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2015,48,,-,0,,1,,1,,,-,,-,0,,1,,2,,6,,,-,1,,7,,69,,80,,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2015,48,,-,0,,1,,1,,8,,2,,3,,19,,276,,204,,,-,5,,10,,244,,150,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2015,48,,-,0,,0,,,-,1,,,-,0,,2,,2,,9,,,-,1,,4,,67,,76,,"WISCONSIN
(44.395526, -89.834513)",
MISSISSIPPI,2015,48,,-,0,,1,,3,,4,,,-,1,,8,,79,,45,,,-,2,,8,,124,,173,,"MISSISSIPPI
(32.738663, -89.537312)",
IDAHO,2015,48,,-,0,,0,,,-,,-,,-,0,,2,,3,,1,,,-,0,,8,,40,,10,,"IDAHO
(43.680635, -114.364237)",
GUAM,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
FLORIDA,2015,48,,-,0,,0,,,-,2,,1,,0,,5,,32,,26,,1,,37,,51,,1717,,1577,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2015,48,,-,0,,1,,1,,,-,,-,0,,7,,51,,58,,,-,6,,13,,280,,274,,"NEW JERSEY
(40.104655, -74.386686)",
INDIANA,2015,48,,-,0,,0,,,-,,-,,-,0,,1,,2,,35,,1,,5,,12,,269,,154,,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2015,48,,-,0,,1,,1,,,-,,-,0,,2,,10,,18,,,-,9,,30,,499,,507,,"LOUISIANA
(31.2931, -92.463284)",
NORTH CAROLINA,2015,48,,-,0,,1,,5,,10,,9,,3,,67,,436,,451,,16,,20,,46,,970,,611,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2015,48,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,1,,7,,35,,26,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2015,48,,-,0,,2,,9,,5,,,-,0,,1,,8,,9,,2,,11,,19,,488,,524,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,6,,11,,15,,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2015,48,,-,0,,1,,1,,,-,,-,0,,1,,9,,8,,,-,7,,13,,308,,276,,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2015,48,,-,0,,1,,2,,,-,,-,1,,5,,45,,84,,31,,33,,44,,1603,,1517,,"TEXAS
(31.827233, -99.423022)",
MICHIGAN,2015,48,,-,0,,0,,,-,,-,,-,0,,2,,4,,,-,,-,6,,12,,249,,388,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2015,48,,-,0,,2,,7,,1,,,-,0,,2,,11,,6,,4,,11,,22,,552,,490,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,7,,37,,451,,458,,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,4,,3,,"WYOMING
(43.23558, -108.110518)",
UTAH,2015,48,,-,0,,0,,,-,1,,,-,0,,1,,3,,5,,,-,1,,5,,51,,46,,"UTAH
(39.359772, -111.584173)",
KANSAS,2015,48,,-,0,,1,,1,,,-,,-,2,,13,,133,,,-,1,,1,,5,,78,,58,,"KANSAS
(38.345528, -98.201847)",
MONTANA,2015,48,,-,0,,1,,5,,1,,,-,0,,1,,4,,3,,,-,0,,2,,12,,7,,"MONTANA
(47.062617, -109.430168)",
OREGON,2015,48,,-,0,,1,,,-,1,,,-,0,,1,,5,,3,,6,,6,,10,,294,,251,,"OREGON
(44.567912, -120.156945)",
UNITED STATES,2015,49,,-,2,,10,,120,,111,,10,,54,,212,,3450,,3333,,191,,427,,504,,20129,,18587,,,
NEW ENGLAND,2015,49,,-,0,,1,,2,,1,,,-,0,,1,,13,,18,,,-,10,,22,,511,,481,,,
MID. ATLANTIC,2015,49,,-,0,,2,,14,,2,,2,,1,,11,,115,,83,,23,,53,,82,,2573,,2368,,,
NEW YORK CITY,2015,49,,-,0,,0,,,-,,-,2,,0,,3,,27,,1,,3,,26,,44,,1277,,1236,,"NEW YORK CITY
",
E.N. CENTRAL,2015,49,,-,0,,3,,5,,2,,,-,1,,6,,71,,140,,2,,39,,64,,1807,,1959,,,
W.N. CENTRAL,2015,49,,-,0,,4,,16,,8,,,-,5,,25,,407,,290,,1,,14,,26,,712,,801,,,
S. ATLANTIC,2015,49,,-,0,,5,,40,,55,,4,,10,,79,,824,,904,,103,,108,,151,,5319,,4522,,,
DIST. OF COL.,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,5,,58,,110,,"DIST. OF COL.
",
E.S. CENTRAL,2015,49,,-,0,,3,,19,,25,,1,,13,,64,,1059,,841,,4,,16,,27,,777,,688,,,
W.S. CENTRAL,2015,49,,-,0,,1,,8,,3,,3,,13,,100,,921,,1024,,26,,48,,64,,2399,,2322,,,
MOUNTAIN,2015,49,,-,0,,2,,15,,9,,,-,0,,3,,21,,24,,1,,23,,40,,1157,,1237,,,
PACIFIC,2015,49,,-,0,,1,,1,,6,,,-,0,,2,,19,,9,,31,,104,,130,,4874,,4209,,,
AMER. SAMOA,2015,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
VERMONT,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2015,49,,-,0,,0,,,-,2,,,-,0,,3,,16,,4,,,-,9,,19,,383,,413,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2015,49,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,5,,15,,255,,342,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,64,,65,,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2015,49,,-,0,,1,,1,,5,,,-,0,,2,,14,,6,,18,,89,,112,,4096,,3554,,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2015,49,,-,0,,0,,,-,2,,,-,0,,5,,32,,26,,7,,37,,51,,1762,,1617,,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2015,49,,-,0,,3,,4,,1,,,-,0,,6,,52,,85,,1,,16,,32,,741,,819,,"ILLINOIS
(40.477092, -88.993221)",
KENTUCKY,2015,49,,-,0,,0,,,-,,-,,-,1,,10,,125,,53,,3,,2,,8,,127,,145,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2015,49,,-,0,,1,,2,,,-,1,,1,,5,,48,,84,,26,,34,,44,,1642,,1546,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2015,49,,-,0,,0,,,-,1,,,-,0,,1,,1,,4,,,-,4,,8,,203,,172,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2015,49,,-,0,,1,,1,,,-,,-,0,,1,,9,,8,,,-,7,,13,,308,,284,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2015,49,,-,0,,3,,6,,3,,,-,0,,2,,11,,10,,,-,0,,3,,36,,50,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2015,49,,-,0,,0,,,-,,-,,-,0,,3,,18,,24,,1,,0,,10,,60,,38,,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2015,49,,-,0,,1,,5,,,-,2,,11,,71,,838,,788,,,-,2,,9,,119,,118,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2015,49,,-,0,,0,,,-,,-,,-,0,,1,,8,,10,,,-,1,,5,,65,,66,,"IOWA
(42.46942, -93.815856)",
MONTANA,2015,49,,-,0,,1,,5,,1,,,-,0,,1,,4,,3,,,-,0,,2,,12,,7,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2015,49,,-,0,,1,,6,,1,,,-,0,,3,,25,,18,,17,,8,,24,,443,,351,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2015,49,,-,0,,1,,1,,,-,,-,0,,2,,10,,18,,,-,9,,30,,510,,519,,"LOUISIANA
(31.2931, -92.463284)",
INDIANA,2015,49,,-,0,,0,,,-,,-,,-,0,,1,,2,,35,,1,,5,,12,,272,,161,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2015,49,,-,0,,0,,,-,,-,,-,0,,2,,3,,1,,,-,0,,8,,41,,11,,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2015,49,,-,0,,5,,28,,36,,,-,0,,0,,,-,,-,24,,28,,44,,1393,,1182,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2015,49,,-,0,,2,,5,,4,,,-,3,,20,,268,,361,,7,,5,,31,,307,,276,,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2015,49,,-,0,,0,,,-,1,,,-,0,,1,,3,,5,,,-,1,,5,,51,,46,,"UTAH
(39.359772, -111.584173)",
WISCONSIN,2015,49,,-,0,,0,,,-,1,,,-,0,,2,,2,,9,,,-,1,,4,,69,,78,,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2015,49,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,10,,8,,13,,414,,320,,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TENNESSEE,2015,49,,-,0,,3,,15,,13,,1,,9,,41,,577,,537,,1,,6,,13,,272,,216,,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2015,49,,-,0,,1,,1,,,-,,-,2,,13,,137,,,-,,-,1,,5,,79,,60,,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2015,49,,-,0,,0,,,-,,-,,-,0,,2,,4,,,-,,-,6,,12,,250,,397,,"MICHIGAN
(44.66399, -84.711206)",
NORTH DAKOTA,2015,49,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,,-,0,,1,,9,,12,,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,7,,1,,4,,11,,214,,239,,"MINNESOTA
(44.943719, -93.094281)",
PENNSYLVANIA,2015,49,,-,0,,2,,7,,1,,,-,0,,2,,11,,6,,3,,11,,22,,569,,501,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2015,49,,-,0,,1,,3,,4,,,-,1,,8,,80,,46,,,-,3,,8,,134,,175,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2015,49,,-,0,,1,,5,,2,,,-,4,,18,,249,,260,,,-,6,,13,,275,,322,,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,3,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2015,49,,-,0,,1,,1,,,-,,-,0,,1,,2,,6,,,-,1,,7,,69,,81,,"CONNECTICUT
(41.544654, -72.651713)",
NEW JERSEY,2015,49,,-,0,,1,,1,,,-,,-,0,,7,,52,,58,,,-,6,,13,,284,,280,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2015,49,,-,0,,1,,2,,1,,,-,1,,3,,44,,30,,8,,5,,14,,274,,226,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2015,49,,-,0,,0,,,-,3,,,-,0,,82,,25,,134,,,-,2,,11,,128,,139,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,15,,"ALASKA
(64.836661, -147.738891)",
ALABAMA,2015,49,,-,0,,1,,1,,8,,,-,3,,19,,277,,205,,,-,5,,10,,244,,152,,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2015,49,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,1,,5,,63,,66,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,12,,74,,919,,458,,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2015,49,,-,0,,1,,,-,1,,,-,0,,1,,5,,3,,3,,6,,10,,300,,255,,"OREGON
(44.567912, -120.156945)",
ARIZONA,2015,49,,-,0,,2,,9,,5,,,-,0,,1,,8,,9,,1,,10,,19,,498,,535,,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2015,49,,-,0,,1,,1,,1,,,-,0,,0,,,-,2,,,-,1,,3,,34,,52,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2015,49,,-,0,,0,,,-,1,,,-,0,,1,,2,,1,,,-,1,,5,,92,,121,,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2015,49,,-,0,,1,,1,,,-,,-,0,,3,,11,,11,,,-,10,,21,,475,,504,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2015,49,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,1,,7,,36,,29,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2015,49,,-,0,,1,,5,,10,,4,,4,,67,,440,,454,,55,,20,,46,,1037,,634,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2015,49,,-,0,,0,,,-,,-,,-,0,,1,,6,,5,,,-,1,,4,,45,,26,,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,5,,28,,16,,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2015,50,,-,2,,10,,120,,111,,9,,54,,213,,3477,,3358,,134,,430,,513,,20636,,18986,,,
NEW ENGLAND,2015,50,,-,0,,1,,2,,1,,,-,0,,1,,13,,18,,2,,10,,22,,515,,488,,,
MID. ATLANTIC,2015,50,,-,0,,2,,14,,2,,,-,1,,11,,117,,83,,18,,53,,82,,2652,,2414,,,
NEW YORK CITY,2015,50,,-,0,,0,,,-,,-,,-,0,,3,,27,,1,,1,,26,,44,,1321,,1261,,"NEW YORK CITY
",
E.N. CENTRAL,2015,50,,-,0,,3,,5,,2,,,-,1,,6,,71,,142,,3,,40,,64,,1905,,2000,,,
W.N. CENTRAL,2015,50,,-,0,,4,,16,,8,,1,,5,,25,,411,,292,,2,,14,,26,,737,,820,,,
S. ATLANTIC,2015,50,,-,0,,5,,40,,55,,,-,10,,79,,825,,914,,55,,109,,151,,5419,,4628,,,
DIST. OF COL.,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,58,,113,,"DIST. OF COL.
",
E.S. CENTRAL,2015,50,,-,0,,3,,19,,25,,3,,13,,64,,1066,,844,,3,,16,,27,,784,,706,,,
W.S. CENTRAL,2015,50,,-,0,,1,,8,,3,,5,,13,,100,,935,,1032,,16,,48,,65,,2437,,2358,,,
MOUNTAIN,2015,50,,-,0,,2,,15,,9,,,-,0,,3,,20,,24,,5,,23,,40,,1194,,1264,,,
PACIFIC,2015,50,,-,0,,1,,1,,6,,,-,0,,2,,19,,9,,30,,104,,130,,4993,,4308,,,
AMER. SAMOA,2015,50,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,50,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
PUERTO RICO,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,74,,924,,463,,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2015,50,,-,0,,0,,,-,,-,,-,1,,10,,127,,53,,,-,2,,8,,127,,149,,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2015,50,,-,0,,0,,,-,2,,,-,0,,3,,16,,4,,,-,9,,19,,383,,421,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2015,50,,-,0,,5,,28,,36,,,-,0,,0,,,-,,-,,-,28,,44,,1393,,1199,,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2015,50,,-,0,,1,,1,,,-,,-,0,,1,,9,,8,,,-,7,,13,,308,,287,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2015,50,,-,0,,0,,,-,1,,,-,0,,1,,1,,4,,1,,5,,8,,220,,179,,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2015,50,,-,0,,0,,,-,2,,,-,0,,5,,32,,26,,3,,37,,51,,1808,,1651,,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2015,50,,-,0,,1,,1,,,-,,-,0,,1,,2,,6,,,-,1,,7,,70,,82,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2015,50,,-,0,,2,,9,,5,,,-,0,,1,,7,,9,,3,,11,,19,,516,,542,,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2015,50,,-,0,,1,,1,,5,,,-,0,,2,,14,,6,,19,,89,,112,,4200,,3640,,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2015,50,,-,0,,3,,6,,3,,,-,0,,2,,11,,10,,,-,0,,3,,37,,50,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2015,50,,-,0,,2,,7,,1,,,-,0,,2,,12,,6,,2,,11,,22,,581,,506,,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2015,50,,-,0,,0,,,-,3,,,-,0,,82,,25,,134,,,-,3,,11,,139,,140,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,5,,4,,"WYOMING
(43.23558, -108.110518)",
INDIANA,2015,50,,-,0,,0,,,-,,-,,-,0,,1,,2,,35,,1,,6,,14,,287,,165,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,7,,1,,5,,11,,227,,243,,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2015,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,15,,"ALASKA
(64.836661, -147.738891)",
TEXAS,2015,50,,-,0,,1,,2,,,-,,-,1,,5,,50,,85,,16,,34,,44,,1666,,1573,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2015,50,,-,0,,0,,,-,1,,,-,0,,1,,2,,1,,1,,1,,5,,94,,125,,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2015,50,,-,0,,1,,1,,,-,,-,0,,2,,10,,18,,,-,9,,30,,510,,527,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2015,50,,-,0,,1,,1,,1,,,-,0,,0,,,-,2,,,-,1,,3,,34,,52,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2015,50,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,5,,15,,255,,348,,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2015,50,,-,0,,0,,,-,1,,,-,0,,2,,2,,10,,,-,1,,4,,69,,81,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2015,50,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,,-,0,,1,,9,,13,,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2015,50,,-,0,,0,,,-,,-,,-,0,,2,,3,,1,,,-,0,,8,,41,,11,,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2015,50,,-,0,,1,,5,,2,,1,,3,,18,,253,,262,,1,,6,,13,,282,,333,,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2015,50,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,1,,7,,37,,30,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2015,50,,-,0,,1,,5,,1,,,-,0,,1,,4,,3,,,-,0,,2,,12,,8,,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2015,50,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,3,,8,,13,,417,,327,,"WASHINGTON
(47.517368, -120.467672)",
