Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Tetanus, Cum 2014","Tetanus, Cum 2014, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Varicella (chickenpox), Cum 2014","Varicella (chickenpox), Cum 2014, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag","Vibriosis§, Cum 2014","Vibriosis§, Cum 2014, flag",Location 1,Location 2
NORTH CAROLINA,2015,15,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,5,,6,,5,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ARIZONA,2015,15,,-,0,,0,,,-,,-,2,,4,,15,,79,,115,,,-,0,,3,,6,,2,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEBRASKA,2015,15,,-,0,,0,,,-,,-,,-,0,,3,,2,,3,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
VERMONT,2015,15,,-,0,,0,,,-,,-,,-,1,,9,,14,,32,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
FLORIDA,2015,15,,-,0,,1,,1,,2,,12,,10,,28,,225,,180,,5,,3,,9,,27,,18,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
CONNECTICUT,2015,15,,-,0,,0,,,-,,-,1,,4,,9,,45,,46,,,-,0,,2,,3,,1,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
GEORGIA,2015,15,,-,0,,0,,,-,,-,,-,1,,7,,16,,5,,,-,0,,1,,3,,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW YORK CITY,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH DAKOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,3,,4,,6,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
GUAM,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MASSACHUSETTS,2015,15,,-,0,,0,,,-,,-,,-,8,,21,,90,,101,,,-,1,,6,,4,,3,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW JERSEY,2015,15,,-,0,,0,,,-,,-,,-,3,,14,,26,,89,,,-,0,,5,,,-,4,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
UNITED STATES,2015,16,,-,0,,2,,4,,6,,115,,172,,272,,2463,,2750,,6,,17,,81,,128,,92,,,
NEW ENGLAND,2015,16,,-,0,,1,,1,,,-,10,,21,,41,,252,,285,,,-,1,,7,,8,,5,,,
MID. ATLANTIC,2015,16,,-,0,,1,,,-,,-,10,,18,,37,,216,,351,,1,,1,,10,,6,,8,,,
E.N. CENTRAL,2015,16,,-,0,,1,,,-,,-,21,,41,,71,,527,,770,,,-,1,,7,,9,,4,,,
W.N. CENTRAL,2015,16,,-,0,,1,,1,,1,,3,,10,,23,,147,,137,,,-,0,,3,,,-,1,,,
S. ATLANTIC,2015,16,,-,0,,1,,2,,2,,16,,24,,55,,420,,351,,4,,6,,18,,44,,35,,,
DIST. OF COL.,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,16,,-,0,,1,,,-,,-,,-,2,,10,,62,,37,,,-,1,,5,,4,,3,,,
W.S. CENTRAL,2015,16,,-,0,,1,,,-,2,,41,,37,,90,,505,,417,,1,,2,,8,,10,,7,,,
MOUNTAIN,2015,16,,-,0,,0,,,-,,-,14,,18,,54,,290,,373,,,-,1,,5,,7,,5,,,
PACIFIC,2015,16,,-,0,,2,,,-,1,,,-,2,,9,,44,,29,,,-,5,,39,,40,,24,,,
AMER. SAMOA,2015,16,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WASHINGTON,2015,16,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,13,,2,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW YORK CITY,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
COLORADO,2015,16,,-,0,,0,,,-,,-,10,,6,,27,,86,,113,,,-,0,,3,,1,,2,,"COLORADO
(38.84384342200008, -106.13360911499996)",
VIRGINIA,2015,16,,-,0,,0,,,-,,-,,-,6,,21,,92,,71,,,-,0,,8,,2,,3,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
TEXAS,2015,16,,-,0,,1,,,-,2,,41,,32,,87,,447,,384,,,-,1,,5,,,-,2,,"TEXAS
(31.827240467000024, -99.42676785299994)",
SOUTH DAKOTA,2015,16,,-,0,,1,,1,,,-,,-,0,,3,,6,,11,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MISSOURI,2015,16,,-,0,,0,,,-,,-,3,,3,,16,,44,,34,,,-,0,,2,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ARIZONA,2015,16,,-,0,,0,,,-,,-,4,,4,,15,,84,,118,,,-,0,,3,,6,,2,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ILLINOIS,2015,16,,-,0,,0,,,-,,-,4,,10,,22,,120,,170,,,-,0,,3,,3,,1,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
KANSAS,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW YORK,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,1,,5,,4,,2,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WEST VIRGINIA,2015,16,,-,0,,0,,,-,,-,,-,2,,9,,17,,47,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MISSISSIPPI,2015,16,,-,0,,1,,,-,,-,,-,0,,3,,9,,,-,,-,0,,2,,1,,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
LOUISIANA,2015,16,,-,0,,1,,,-,,-,,-,1,,4,,18,,6,,1,,1,,4,,10,,5,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
UTAH,2015,16,,-,0,,0,,,-,,-,,-,3,,12,,55,,80,,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
MASSACHUSETTS,2015,16,,-,0,,0,,,-,,-,,-,8,,21,,99,,108,,,-,1,,6,,4,,3,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
PENNSYLVANIA,2015,16,,-,0,,1,,,-,,-,10,,15,,29,,190,,254,,,-,0,,3,,1,,1,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
VERMONT,2015,16,,-,0,,0,,,-,,-,1,,1,,9,,15,,37,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
MARYLAND,2015,16,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,4,,1,,2,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
OKLAHOMA,2015,16,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WISCONSIN,2015,16,,-,0,,1,,,-,,-,6,,8,,17,,112,,125,,,-,0,,1,,,-,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OREGON,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,1,,"OREGON
(44.56745049300008, -120.15502935599994)",
IDAHO,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW JERSEY,2015,16,,-,0,,0,,,-,,-,,-,2,,14,,26,,97,,,-,0,,5,,,-,4,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEVADA,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
KENTUCKY,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
PUERTO RICO,2015,16,,-,0,,1,,1,,,-,,-,3,,12,,21,,69,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW HAMPSHIRE,2015,16,,-,0,,1,,1,,,-,,-,1,,5,,,-,30,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
CALIFORNIA,2015,16,,-,0,,1,,,-,1,,,-,0,,3,,8,,12,,,-,3,,32,,28,,15,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MONTANA,2015,16,,-,0,,0,,,-,,-,,-,1,,16,,55,,27,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
WYOMING,2015,16,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
GEORGIA,2015,16,,-,0,,0,,,-,,-,,-,1,,7,,16,,8,,,-,0,,1,,3,,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MAINE,2015,16,,-,0,,0,,,-,,-,7,,4,,12,,74,,44,,,-,0,,2,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
RHODE ISLAND,2015,16,,-,0,,0,,,-,,-,,-,0,,8,,17,,16,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH DAKOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,3,,4,,7,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
INDIANA,2015,16,,-,0,,1,,,-,,-,,-,4,,11,,52,,73,,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
GUAM,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
FLORIDA,2015,16,,-,0,,1,,1,,2,,13,,10,,28,,240,,191,,4,,3,,9,,31,,20,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
OHIO,2015,16,,-,0,,1,,,-,,-,11,,10,,18,,145,,170,,,-,0,,4,,1,,1,,"OHIO
(40.060212455000055, -82.40425667899996)",
ALASKA,2015,16,,-,0,,1,,,-,,-,,-,1,,4,,15,,6,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
IOWA,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
CONNECTICUT,2015,16,,-,0,,0,,,-,,-,2,,4,,9,,47,,50,,,-,0,,2,,4,,1,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ARKANSAS,2015,16,,-,0,,0,,,-,,-,,-,3,,29,,40,,27,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MINNESOTA,2015,16,,-,0,,1,,,-,1,,,-,5,,13,,91,,82,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW MEXICO,2015,16,,-,0,,0,,,-,,-,,-,1,,5,,10,,34,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MICHIGAN,2015,16,,-,0,,0,,,-,,-,,-,11,,33,,98,,232,,,-,0,,3,,5,,1,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEBRASKA,2015,16,,-,0,,0,,,-,,-,,-,0,,3,,2,,3,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
HAWAII,2015,16,,-,0,,0,,,-,,-,,-,1,,7,,21,,11,,,-,0,,4,,7,,7,,"HAWAII
(21.30485232600006, -157.85774798099996)",
DELAWARE,2015,16,,-,0,,0,,,-,,-,,-,0,,2,,6,,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH CAROLINA,2015,16,,-,0,,1,,1,,,-,3,,3,,11,,49,,34,,,-,0,,2,,,-,3,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
TENNESSEE,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,1,,2,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NORTH CAROLINA,2015,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,5,,6,,5,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ALABAMA,2015,16,,-,0,,0,,,-,,-,,-,2,,9,,53,,37,,,-,0,,3,,2,,1,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
UNITED STATES,2015,17,,-,0,,2,,4,,7,,122,,173,,273,,2665,,3003,,7,,17,,81,,146,,105,,,
NEW ENGLAND,2015,17,,-,0,,1,,1,,,-,3,,21,,41,,256,,295,,,-,1,,7,,8,,5,,,
MID. ATLANTIC,2015,17,,-,0,,1,,,-,,-,18,,18,,37,,257,,380,,1,,1,,10,,7,,8,,,
E.N. CENTRAL,2015,17,,-,0,,1,,,-,1,,18,,39,,71,,552,,836,,,-,1,,7,,9,,4,,,
W.N. CENTRAL,2015,17,,-,0,,1,,1,,1,,1,,10,,23,,152,,147,,,-,0,,3,,,-,1,,,
S. ATLANTIC,2015,17,,-,0,,1,,2,,2,,39,,25,,55,,471,,374,,6,,6,,18,,50,,42,,,
DIST. OF COL.,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,17,,-,0,,1,,,-,,-,1,,2,,10,,74,,40,,,-,1,,5,,4,,4,,,
W.S. CENTRAL,2015,17,,-,0,,1,,,-,2,,22,,37,,90,,539,,463,,,-,2,,8,,12,,10,,,
MOUNTAIN,2015,17,,-,0,,0,,,-,,-,20,,18,,35,,316,,429,,,-,1,,5,,13,,5,,,
PACIFIC,2015,17,,-,0,,2,,,-,1,,,-,3,,10,,48,,39,,,-,5,,39,,43,,26,,,
AMER. SAMOA,2015,17,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2015,17,,-,0,,0,,,-,,-,,-,8,,21,,99,,111,,,-,1,,6,,4,,3,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CONNECTICUT,2015,17,,-,0,,0,,,-,,-,,-,4,,9,,47,,52,,,-,0,,2,,4,,1,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MAINE,2015,17,,-,0,,0,,,-,,-,3,,4,,12,,77,,47,,,-,0,,2,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
NORTH DAKOTA,2015,17,,-,0,,0,,,-,,-,,-,0,,3,,4,,7,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
TEXAS,2015,17,,-,0,,1,,,-,2,,20,,32,,87,,475,,425,,,-,1,,5,,,-,2,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ARIZONA,2015,17,,-,0,,0,,,-,,-,5,,4,,14,,89,,133,,,-,1,,4,,11,,2,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
LOUISIANA,2015,17,,-,0,,1,,,-,,-,1,,1,,4,,21,,9,,,-,1,,4,,12,,8,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VERMONT,2015,17,,-,0,,0,,,-,,-,,-,1,,9,,15,,37,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
AMER. SAMOA,2015,30,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
NORTH CAROLINA,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,5,,6,,5,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
UTAH,2015,17,,-,0,,0,,,-,,-,,-,3,,12,,55,,87,,,-,0,,1,,1,,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
GUAM,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEVADA,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
VIRGINIA,2015,17,,-,0,,0,,,-,,-,,-,6,,21,,92,,77,,1,,0,,8,,3,,3,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MARYLAND,2015,17,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,4,,1,,3,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
KANSAS,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
OHIO,2015,17,,-,0,,1,,,-,,-,14,,10,,18,,159,,177,,,-,0,,4,,1,,1,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW HAMPSHIRE,2015,17,,-,0,,1,,1,,,-,,-,1,,5,,,-,32,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
WEST VIRGINIA,2015,17,,-,0,,0,,,-,,-,,-,2,,9,,26,,47,,,-,0,,1,,1,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ARKANSAS,2015,17,,-,0,,0,,,-,,-,1,,3,,29,,43,,29,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
RHODE ISLAND,2015,17,,-,0,,0,,,-,,-,,-,0,,8,,18,,16,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ALABAMA,2015,17,,-,0,,0,,,-,,-,1,,2,,9,,65,,40,,,-,0,,3,,2,,1,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
HAWAII,2015,17,,-,0,,0,,,-,,-,,-,1,,7,,21,,14,,,-,0,,4,,7,,9,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW JERSEY,2015,17,,-,0,,0,,,-,,-,,-,3,,14,,43,,103,,,-,0,,5,,,-,4,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MONTANA,2015,17,,-,0,,0,,,-,,-,6,,1,,16,,65,,32,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MISSOURI,2015,17,,-,0,,0,,,-,,-,,-,3,,16,,44,,40,,,-,0,,2,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WISCONSIN,2015,17,,-,0,,1,,,-,,-,2,,8,,17,,113,,137,,,-,0,,2,,,-,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW YORK,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,1,,5,,4,,2,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
PENNSYLVANIA,2015,17,,-,0,,1,,,-,,-,18,,14,,29,,214,,277,,,-,0,,3,,1,,1,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
CALIFORNIA,2015,17,,-,0,,1,,,-,1,,,-,1,,4,,12,,18,,,-,3,,32,,31,,15,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WASHINGTON,2015,17,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,13,,2,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
WYOMING,2015,17,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
MICHIGAN,2015,17,,-,0,,0,,,-,,-,,-,10,,33,,98,,259,,,-,0,,3,,5,,1,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
TENNESSEE,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,1,,2,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
IOWA,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
OREGON,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,1,,"OREGON
(44.56745049300008, -120.15502935599994)",
COLORADO,2015,17,,-,0,,0,,,-,,-,9,,6,,27,,95,,140,,,-,0,,3,,1,,2,,"COLORADO
(38.84384342200008, -106.13360911499996)",
PUERTO RICO,2015,17,,-,0,,1,,1,,,-,,-,3,,12,,21,,75,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ALASKA,2015,17,,-,0,,1,,,-,,-,,-,1,,4,,15,,7,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW MEXICO,2015,17,,-,0,,0,,,-,,-,,-,1,,4,,12,,36,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
IDAHO,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
KENTUCKY,2015,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GEORGIA,2015,17,,-,0,,0,,,-,,-,,-,1,,7,,17,,8,,,-,0,,1,,3,,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
SOUTH CAROLINA,2015,17,,-,0,,1,,1,,,-,2,,3,,11,,52,,37,,,-,0,,2,,,-,3,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MINNESOTA,2015,17,,-,0,,1,,,-,1,,,-,5,,13,,94,,86,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,17,,-,0,,1,,1,,2,,37,,10,,28,,278,,204,,5,,3,,9,,36,,25,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEBRASKA,2015,17,,-,0,,0,,,-,,-,1,,0,,3,,4,,3,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
INDIANA,2015,17,,-,0,,0,,,-,1,,,-,4,,11,,55,,75,,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
ILLINOIS,2015,17,,-,0,,0,,,-,,-,2,,9,,22,,127,,188,,,-,0,,3,,3,,1,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
SOUTH DAKOTA,2015,17,,-,0,,1,,1,,,-,,-,0,,3,,6,,11,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
DELAWARE,2015,17,,-,0,,0,,,-,,-,,-,0,,2,,6,,1,,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW YORK CITY,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,3,,2,,1,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MISSISSIPPI,2015,17,,-,0,,1,,,-,,-,,-,0,,3,,9,,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
OKLAHOMA,2015,17,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
UNITED STATES,2015,18,,-,0,,2,,5,,7,,102,,173,,273,,2858,,3280,,8,,18,,81,,155,,115,,,
NEW ENGLAND,2015,18,,-,0,,1,,1,,,-,4,,21,,41,,272,,323,,,-,1,,7,,8,,6,,,
MID. ATLANTIC,2015,18,,-,0,,1,,,-,,-,9,,20,,37,,286,,398,,,-,1,,10,,7,,9,,,
E.N. CENTRAL,2015,18,,-,0,,1,,1,,1,,10,,38,,67,,575,,907,,,-,1,,7,,10,,5,,,
W.N. CENTRAL,2015,18,,-,0,,1,,1,,1,,3,,10,,23,,161,,170,,,-,0,,3,,,-,1,,,
S. ATLANTIC,2015,18,,-,0,,1,,2,,2,,18,,25,,55,,511,,419,,6,,6,,18,,56,,45,,,
DIST. OF COL.,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,18,,-,0,,1,,,-,,-,,-,2,,10,,78,,41,,1,,1,,5,,5,,4,,,
W.S. CENTRAL,2015,18,,-,0,,1,,,-,2,,50,,36,,83,,596,,509,,,-,2,,8,,12,,12,,,
MOUNTAIN,2015,18,,-,0,,0,,,-,,-,8,,18,,33,,327,,464,,,-,1,,5,,13,,5,,,
PACIFIC,2015,18,,-,0,,2,,,-,1,,,-,3,,9,,52,,49,,1,,5,,39,,44,,28,,,
AMER. SAMOA,2015,18,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2015,18,,-,0,,0,,,-,,-,1,,1,,16,,66,,33,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
ARIZONA,2015,18,,-,0,,0,,,-,,-,7,,4,,10,,98,,147,,,-,1,,4,,11,,2,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
KANSAS,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
PUERTO RICO,2015,18,,-,0,,1,,1,,,-,,-,3,,12,,21,,80,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
