Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag","Syphilis, primary and secondary, Cum 2013","Syphilis, primary and secondary, Cum 2013, flag",Location 1,Location 2
OKLAHOMA,2014,13,,-,0,,4,,,-,,-,,-,0,,88,,,-,3,,1,,2,,9,,22,,24,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW YORK CITY,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,4,,22,,34,,268,,291,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
VIRGIN ISL.,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,13,,-,0,,1,,,-,,-,,-,4,,25,,5,,5,,,-,5,,10,,49,,56,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
CONNECTICUT,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,11,,21,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
NORTH DAKOTA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,2,,2,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
WEST VIRGINIA,2014,13,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,,-,0,,2,,8,,5,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
MICHIGAN,2014,13,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,9,,17,,44,,97,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
MISSISSIPPI,2014,13,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,1,,26,,47,,23,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
VIRGINIA,2014,13,,-,0,,2,,,-,,-,,-,4,,22,,11,,15,,15,,5,,18,,70,,74,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WISCONSIN,2014,13,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,2,,5,,18,,17,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
SOUTH DAKOTA,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,2,,5,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
AMER. SAMOA,2014,13,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
OHIO,2014,13,,-,0,,1,,,-,,-,,-,0,,2,,4,,1,,,-,8,,14,,79,,98,,"OHIO
(40.06021029700048, -82.40425685299965)",
INDIANA,2014,13,,-,0,,1,,,-,,-,,-,0,,4,,,-,5,,,-,4,,10,,33,,51,,"INDIANA
(39.76691364600049, -86.14995579899966)",
NEW MEXICO,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,1,,5,,18,,19,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
NEW YORK,2014,13,,-,0,,1,,1,,,-,2,,0,,6,,3,,,-,9,,5,,46,,73,,63,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
TEXAS,2014,13,,-,0,,1,,,-,,-,,-,2,,16,,11,,7,,,-,27,,41,,270,,404,,"TEXAS
(31.827243635000457, -99.4267664729997)",
ILLINOIS,2014,13,,-,0,,1,,,-,,-,,-,1,,8,,,-,3,,,-,12,,30,,73,,203,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
WASHINGTON,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,14,,41,,61,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
MINNESOTA,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,4,,10,,57,,40,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
HAWAII,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,14,,4,,"HAWAII
(21.30485166200043, -157.85774691599974)",
NEW JERSEY,2014,13,,-,0,,1,,,-,1,,,-,0,,4,,1,,9,,,-,4,,9,,42,,53,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
PUERTO RICO,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,5,,6,,30,,69,,92,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
OREGON,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,5,,9,,49,,84,,"OREGON
(44.567446178000466, -120.15502977999972)",
IDAHO,2014,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,2,,2,,"IDAHO
(43.682630058000484, -114.3637261449997)",
PENNSYLVANIA,2014,13,,-,0,,1,,,-,,-,,-,0,,4,,,-,4,,3,,8,,15,,82,,113,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MARYLAND,2014,13,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,9,,16,,86,,89,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NEW HAMPSHIRE,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,0,,2,,6,,8,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
VERMONT,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"VERMONT
(43.62538292400046, -72.51763944499965)",
ARIZONA,2014,13,,-,0,,1,,,-,1,,,-,1,,3,,4,,10,,,-,5,,12,,53,,60,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MONTANA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,"MONTANA
(47.066526051000494, -109.42441687999968)",
DELAWARE,2014,13,,-,0,,0,,,-,,-,,-,0,,2,,2,,3,,2,,0,,9,,9,,6,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
COLORADO,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,3,,9,,35,,43,,"COLORADO
(38.84384047000049, -106.13360888799969)",
C.N.M.I.,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,1,,8,,22,,79,,81,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
ALASKA,2014,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,4,,6,,"ALASKA
(64.84507923900048, -147.72205669099972)",
ALABAMA,2014,13,,-,0,,1,,,-,,-,,-,3,,17,,10,,5,,,-,4,,8,,26,,35,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
TENNESSEE,2014,13,,-,0,,2,,,-,,-,,-,7,,30,,8,,17,,2,,3,,8,,18,,52,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
NEVADA,2014,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,4,,14,,54,,34,,"NEVADA
(39.49324126500045, -117.07183978499972)",
KANSAS,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,7,,10,,"KANSAS
(38.34774033400049, -98.20077655499966)",
SOUTH CAROLINA,2014,13,,-,0,,1,,,-,1,,,-,1,,3,,3,,8,,,-,5,,13,,55,,74,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
C.N.M.I.,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
CALIFORNIA,2014,13,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,21,,69,,87,,657,,916,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
RHODE ISLAND,2014,13,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,2,,1,,5,,14,,7,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
UNITED STATES,2014,14,,-,3,,10,,14,,24,,2,,39,,187,,114,,138,,97,,332,,477,,3692,,4309,,,
NEW ENGLAND,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,1,,9,,19,,103,,151,,,
MID. ATLANTIC,2014,14,,-,0,,1,,1,,1,,,-,1,,6,,4,,17,,12,,40,,68,,493,,565,,,
E.N. CENTRAL,2014,14,,-,0,,2,,,-,1,,,-,2,,14,,4,,10,,1,,37,,58,,276,,512,,,
W.N. CENTRAL,2014,14,,-,0,,1,,,-,,-,,-,4,,26,,7,,6,,,-,13,,27,,160,,156,,,
S. ATLANTIC,2014,14,,-,2,,7,,13,,21,,1,,13,,68,,34,,38,,49,,81,,183,,1036,,864,,,
E.S. CENTRAL,2014,14,,-,0,,2,,,-,,-,,-,12,,52,,23,,30,,3,,11,,29,,160,,142,,,
W.S. CENTRAL,2014,14,,-,0,,4,,,-,,-,1,,8,,104,,34,,21,,15,,40,,69,,453,,587,,,
MOUNTAIN,2014,14,,-,0,,1,,,-,1,,,-,1,,4,,6,,12,,,-,16,,26,,173,,193,,,
PACIFIC,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,16,,80,,111,,838,,1139,,,
OHIO,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,4,,1,,,-,8,,14,,89,,108,,"OHIO
(40.06021029700048, -82.40425685299965)",
FLORIDA,2014,14,,-,0,,2,,1,,1,,,-,0,,4,,3,,2,,1,,27,,49,,395,,376,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
RHODE ISLAND,2014,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,14,,8,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VIRGIN ISL.,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,14,,-,0,,4,,,-,,-,,-,0,,88,,,-,6,,,-,2,,9,,24,,28,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
KANSAS,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,10,,10,,"KANSAS
(38.34774033400049, -98.20077655499966)",
WISCONSIN,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,1,,1,,5,,20,,18,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
SOUTH CAROLINA,2014,14,,-,0,,1,,,-,1,,,-,1,,3,,3,,8,,,-,4,,13,,56,,78,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
DELAWARE,2014,14,,-,0,,0,,,-,,-,,-,0,,2,,2,,3,,,-,0,,9,,9,,6,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
GUAM,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
COLORADO,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,3,,9,,36,,48,,"COLORADO
(38.84384047000049, -106.13360888799969)",
HAWAII,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,14,,5,,"HAWAII
(21.30485166200043, -157.85774691599974)",
CONNECTICUT,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,13,,24,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
GEORGIA,2014,14,,-,1,,7,,12,,17,,,-,0,,0,,,-,,-,25,,20,,121,,257,,117,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
KENTUCKY,2014,14,,-,0,,1,,,-,,-,,-,1,,6,,3,,5,,2,,2,,8,,39,,22,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MICHIGAN,2014,14,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,9,,17,,48,,103,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW JERSEY,2014,14,,-,0,,1,,,-,1,,,-,0,,4,,1,,9,,,-,4,,9,,44,,60,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
LOUISIANA,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,8,,22,,80,,91,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OREGON,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,1,,5,,10,,54,,82,,"OREGON
(44.567446178000466, -120.15502977999972)",
UTAH,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,6,,19,,"UTAH
(39.36070374600047, -111.5871285339997)",
DIST. OF COL.,2014,14,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,,-,2,,8,,,-,59,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
VIRGINIA,2014,14,,-,0,,2,,,-,,-,1,,4,,22,,12,,18,,6,,5,,18,,76,,86,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
INDIANA,2014,14,,-,0,,1,,,-,,-,,-,0,,4,,,-,5,,,-,3,,9,,37,,54,,"INDIANA
(39.76691364600049, -86.14995579899966)",
WEST VIRGINIA,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,,-,0,,2,,10,,5,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
MINNESOTA,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,10,,57,,41,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
NORTH CAROLINA,2014,14,,-,0,,2,,,-,,-,,-,3,,47,,12,,7,,10,,9,,29,,118,,41,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
PENNSYLVANIA,2014,14,,-,0,,1,,,-,,-,,-,0,,4,,,-,4,,2,,8,,15,,85,,124,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MASSACHUSETTS,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,1,,6,,14,,64,,106,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
WASHINGTON,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,14,,45,,63,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW HAMPSHIRE,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,0,,2,,6,,8,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
IDAHO,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,2,,3,,"IDAHO
(43.682630058000484, -114.3637261449997)",
WYOMING,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
SOUTH DAKOTA,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,5,,11,,6,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
CALIFORNIA,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,11,,68,,87,,720,,983,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
IOWA,2014,14,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,1,,6,,6,,23,,"IOWA
(42.469404401000475, -93.81648936699969)",
MARYLAND,2014,14,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,7,,9,,16,,115,,96,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ARIZONA,2014,14,,-,0,,1,,,-,1,,,-,1,,3,,5,,11,,,-,5,,12,,57,,64,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NEVADA,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,4,,14,,54,,36,,"NEVADA
(39.49324126500045, -117.07183978499972)",
C.N.M.I.,2014,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,14,,-,0,,1,,1,,,-,,-,0,,6,,3,,1,,10,,5,,46,,83,,72,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
TEXAS,2014,14,,-,0,,1,,,-,,-,,-,2,,16,,17,,7,,15,,27,,41,,322,,425,,"TEXAS
(31.827243635000457, -99.4267664729997)",
MONTANA,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,"MONTANA
(47.066526051000494, -109.42441687999968)",
NORTH DAKOTA,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,3,,3,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NEW MEXICO,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,1,,5,,18,,19,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
NEBRASKA,2014,14,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,3,,13,,14,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
AMER. SAMOA,2014,14,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
MISSISSIPPI,2014,14,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,1,,26,,47,,23,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
PUERTO RICO,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,30,,69,,102,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
TENNESSEE,2014,14,,-,0,,2,,,-,,-,,-,8,,33,,9,,19,,,-,4,,8,,39,,57,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
MAINE,2014,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,4,,6,,3,,"MAINE
(45.254228663000504, -68.98502952999962)",
ARKANSAS,2014,14,,-,0,,2,,,-,,-,1,,5,,28,,17,,8,,,-,3,,10,,27,,43,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
VERMONT,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"VERMONT
(43.62538292400046, -72.51763944499965)",
ILLINOIS,2014,14,,-,0,,1,,,-,,-,,-,1,,8,,,-,3,,,-,12,,30,,82,,229,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
ALABAMA,2014,14,,-,0,,1,,,-,,-,,-,3,,17,,11,,6,,1,,3,,8,,35,,40,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MISSOURI,2014,14,,-,0,,1,,,-,,-,,-,4,,25,,7,,5,,,-,5,,10,,60,,59,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
ALASKA,2014,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,5,,6,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEW YORK CITY,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,22,,34,,281,,309,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
UNITED STATES,2014,15,,-,3,,9,,14,,26,,10,,39,,204,,135,,149,,82,,332,,478,,3915,,4694,,,
NEW ENGLAND,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,,-,9,,19,,105,,156,,,
CONNECTICUT,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,13,,24,,,
MAINE,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,4,,6,,3,,,
MASSACHUSETTS,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,5,,14,,64,,110,,,
NEW HAMPSHIRE,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,0,,2,,6,,8,,,
RHODE ISLAND,2014,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,16,,9,,,
VERMONT,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,
MID. ATLANTIC,2014,15,,-,0,,1,,1,,2,,,-,1,,6,,7,,17,,14,,40,,70,,511,,606,,,
NEW JERSEY,2014,15,,-,0,,1,,,-,1,,,-,0,,4,,4,,9,,,-,4,,9,,48,,62,,,
NEW YORK,2014,15,,-,0,,1,,1,,,-,,-,0,,6,,3,,1,,5,,5,,48,,88,,78,,,
NEW YORK CITY,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,22,,34,,281,,334,,,
PENNSYLVANIA,2014,15,,-,0,,1,,,-,1,,,-,0,,4,,,-,4,,9,,8,,15,,94,,132,,,
E.N. CENTRAL,2014,15,,-,0,,1,,,-,1,,,-,2,,14,,5,,9,,2,,37,,58,,312,,570,,,
ILLINOIS,2014,15,,-,0,,1,,,-,,-,,-,1,,8,,,-,4,,,-,11,,30,,94,,259,,,
INDIANA,2014,15,,-,0,,1,,,-,,-,,-,0,,3,,,-,3,,1,,4,,9,,44,,59,,,
MICHIGAN,2014,15,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,-,9,,17,,48,,115,,,
OHIO,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,4,,1,,1,,8,,16,,106,,117,,,
WISCONSIN,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,1,,5,,20,,20,,,
W.N. CENTRAL,2014,15,,-,0,,2,,,-,,-,2,,4,,26,,9,,9,,1,,14,,28,,166,,165,,,
IOWA,2014,15,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,1,,6,,6,,23,,,
KANSAS,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,10,,10,,,
MINNESOTA,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,-,4,,10,,57,,44,,,
MISSOURI,2014,15,,-,0,,1,,,-,,-,2,,4,,25,,9,,6,,1,,5,,10,,66,,65,,,
NEBRASKA,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,3,,13,,14,,,
NORTH DAKOTA,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,3,,3,,,
SOUTH DAKOTA,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,11,,6,,,
S. ATLANTIC,2014,15,,-,2,,7,,13,,21,,4,,13,,68,,39,,39,,30,,81,,183,,1069,,952,,,
DELAWARE,2014,15,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,2,,0,,9,,11,,6,,,
DIST. OF COL.,2014,15,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,,-,2,,8,,,-,60,,,
FLORIDA,2014,15,,-,0,,2,,1,,1,,,-,0,,3,,3,,2,,,-,27,,49,,395,,402,,,
GEORGIA,2014,15,,-,1,,7,,12,,17,,,-,0,,0,,,-,,-,12,,20,,121,,270,,142,,,
MARYLAND,2014,15,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,9,,16,,115,,111,,,
NORTH CAROLINA,2014,15,,-,0,,2,,,-,,-,,-,3,,47,,12,,7,,13,,9,,30,,132,,53,,,
SOUTH CAROLINA,2014,15,,-,0,,1,,,-,1,,,-,1,,3,,4,,8,,3,,4,,13,,60,,81,,,
VIRGINIA,2014,15,,-,0,,2,,,-,,-,4,,4,,22,,16,,18,,,-,5,,18,,76,,91,,,
WEST VIRGINIA,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,1,,,-,,-,0,,2,,10,,6,,"WEST, VIRGINIA
",
E.S. CENTRAL,2014,15,,-,0,,2,,,-,1,,3,,12,,52,,30,,36,,6,,11,,29,,166,,159,,,
ALABAMA,2014,15,,-,0,,1,,,-,1,,2,,3,,17,,16,,7,,,-,3,,8,,35,,43,,,
KENTUCKY,2014,15,,-,0,,1,,,-,,-,,-,1,,6,,3,,5,,,-,2,,8,,39,,30,,,
MISSISSIPPI,2014,15,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,6,,1,,26,,53,,23,,,
TENNESSEE,2014,15,,-,0,,2,,,-,,-,1,,8,,33,,11,,24,,,-,4,,8,,39,,63,,,
W.S. CENTRAL,2014,15,,-,0,,4,,,-,,-,1,,9,,122,,37,,21,,17,,40,,69,,489,,633,,,
ARKANSAS,2014,15,,-,0,,2,,,-,,-,1,,5,,33,,20,,8,,,-,3,,10,,28,,45,,,
LOUISIANA,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,1,,8,,22,,85,,94,,,
OKLAHOMA,2014,15,,-,0,,4,,,-,,-,,-,0,,88,,,-,6,,,-,2,,9,,24,,33,,,
TEXAS,2014,15,,-,0,,1,,,-,,-,,-,2,,16,,17,,7,,16,,27,,41,,352,,461,,,
MOUNTAIN,2014,15,,-,0,,1,,,-,1,,,-,1,,4,,6,,14,,,-,16,,26,,185,,214,,,
ARIZONA,2014,15,,-,0,,1,,,-,1,,,-,1,,3,,5,,13,,,-,5,,12,,57,,71,,,
COLORADO,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,3,,9,,36,,50,,,
IDAHO,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,,
MONTANA,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,
NEVADA,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,5,,14,,66,,40,,,
NEW MEXICO,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,1,,5,,18,,22,,,
UTAH,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,6,,23,,,
WYOMING,2014,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,
PACIFIC,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,1,,3,,12,,81,,111,,912,,1239,,,
