Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, All ages, Cum 2014","Invasive Pneumococcal disease§, All ages, Cum 2014, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2014","Invasive Pneumococcal disease§, Age LT 5, Cum 2014, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag",Location 1,Location 2
COLORADO,2015,30,,-,3,,24,,82,,281,,,-,0,,3,,8,,14,,,-,0,,7,,9,,31,,"COLORADO
(38.84384342200008, -106.13360911499996)",
CALIFORNIA,2015,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,7,,16,,192,,185,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MISSOURI,2015,30,,N,0,,0,,,N,,N,,-,0,,3,,2,,13,,2,,2,,15,,89,,58,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
IDAHO,2015,30,,N,0,,0,,,N,,N,,-,0,,1,,6,,3,,1,,0,,2,,8,,7,,"IDAHO
(43.68263174800006, -114.36372693399994)",
SOUTH DAKOTA,2015,30,,-,2,,11,,68,,58,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MASSACHUSETTS,2015,30,1,,9,,29,,318,,341,,,-,0,,3,,15,,18,,2,,2,,8,,62,,61,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
UTAH,2015,30,,-,4,,13,,100,,107,,,-,0,,3,,10,,13,,,-,0,,2,,17,,17,,"UTAH
(39.36070123200005, -111.58712831499997)",
DELAWARE,2015,30,,-,1,,5,,45,,25,,,-,0,,1,,2,,1,,,-,0,,2,,12,,12,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
OREGON,2015,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,22,,15,,"OREGON
(44.56745049300008, -120.15502935599994)",
ALASKA,2015,30,,-,2,,7,,64,,54,,,-,0,,1,,6,,7,,,-,0,,0,,,-,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW MEXICO,2015,30,1,,4,,15,,184,,218,,,-,0,,4,,12,,11,,,-,0,,1,,5,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
OHIO,2015,30,9,,18,,54,,637,,612,,,-,1,,4,,30,,27,,43,,7,,74,,353,,188,,"OHIO
(40.060212455000055, -82.40425667899996)",
VERMONT,2015,30,,-,1,,4,,38,,35,,,-,0,,1,,3,,,-,1,,0,,2,,13,,2,,"VERMONT
(43.62538389600007, -72.51763667599994)",
KANSAS,2015,30,,-,3,,7,,108,,93,,,-,0,,2,,11,,,N,,-,0,,2,,13,,11,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEVADA,2015,30,,-,3,,10,,102,,86,,,-,0,,2,,8,,5,,,-,1,,2,,15,,10,,"NEVADA
(39.49324221300003, -117.07183885899997)",
VIRGINIA,2015,30,,-,0,,2,,11,,14,,,-,0,,2,,11,,14,,1,,2,,9,,59,,41,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW HAMPSHIRE,2015,30,,-,2,,7,,53,,56,,,-,0,,2,,5,,3,,,-,0,,5,,15,,6,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
PUERTO RICO,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,7,,3,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ARIZONA,2015,30,1,,10,,40,,454,,536,,,-,1,,5,,31,,28,,1,,1,,4,,52,,33,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MINNESOTA,2015,30,,-,9,,19,,272,,289,,,-,1,,4,,18,,15,,,-,1,,7,,23,,26,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MICHIGAN,2015,30,1,,13,,37,,457,,367,,,-,1,,3,,28,,20,,4,,4,,19,,90,,102,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
TENNESSEE,2015,30,4,,14,,51,,561,,486,,,-,1,,4,,31,,30,,1,,2,,10,,65,,92,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW YORK,2015,30,6,,16,,63,,507,,489,,1,,1,,9,,24,,20,,16,,7,,23,,214,,179,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
UNITED STATES,2015,31,66,,287,,761,,9627,,9904,,6,,22,,41,,661,,632,,102,,96,,195,,2854,,2588,,,
NEW ENGLAND,2015,31,1,,21,,55,,695,,732,,,-,1,,5,,31,,33,,,-,5,,14,,130,,133,,,
MID. ATLANTIC,2015,31,16,,41,,118,,1546,,1259,,,-,2,,11,,70,,64,,58,,19,,49,,622,,591,,,
NEW YORK CITY,2015,31,11,,12,,28,,436,,431,,,-,1,,3,,21,,18,,37,,5,,19,,175,,109,,"NEW YORK CITY
",
E.N. CENTRAL,2015,31,10,,52,,123,,1702,,1629,,1,,3,,11,,114,,76,,16,,19,,90,,653,,536,,,
W.N. CENTRAL,2015,31,2,,20,,34,,598,,579,,,-,2,,6,,40,,37,,2,,4,,21,,170,,130,,,
S. ATLANTIC,2015,31,8,,45,,129,,1665,,2049,,1,,4,,10,,127,,149,,17,,18,,37,,506,,462,,,
DIST. OF COL.,2015,31,,-,1,,5,,47,,45,,,-,0,,2,,4,,1,,,-,0,,2,,,-,4,,"DIST. OF COL.
",
E.S. CENTRAL,2015,31,3,,29,,75,,1004,,895,,1,,2,,4,,67,,63,,3,,6,,14,,180,,201,,,
W.S. CENTRAL,2015,31,20,,39,,229,,1330,,1358,,3,,4,,15,,128,,119,,4,,8,,35,,218,,185,,,
MOUNTAIN,2015,31,4,,30,,66,,985,,1283,,,-,2,,9,,76,,77,,1,,4,,13,,113,,110,,,
PACIFIC,2015,31,2,,3,,8,,102,,120,,,-,0,,2,,8,,14,,1,,9,,22,,262,,240,,,
AMER. SAMOA,2015,31,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2015,31,,-,4,,11,,153,,156,,,-,0,,1,,4,,6,,,-,1,,4,,25,,35,,"CONNECTICUT
(41.544654, -72.651713)",
MASSACHUSETTS,2015,31,,-,9,,29,,318,,347,,,-,0,,3,,15,,18,,,-,2,,8,,62,,69,,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2015,31,,-,3,,7,,90,,95,,,-,0,,1,,3,,5,,,-,0,,2,,7,,10,,"MAINE
(45.252223, -68.986647)",
UTAH,2015,31,,-,4,,13,,100,,109,,,-,0,,3,,10,,13,,,-,0,,2,,17,,18,,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2015,31,2,,5,,16,,131,,147,,1,,0,,3,,14,,14,,,-,1,,4,,24,,19,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2015,31,1,,15,,47,,561,,556,,,-,1,,4,,36,,30,,2,,1,,5,,46,,59,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2015,31,,-,1,,6,,41,,24,,,-,0,,1,,,-,,-,,-,0,,1,,4,,2,,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2015,31,8,,5,,16,,204,,270,,,-,0,,4,,13,,15,,,-,1,,4,,25,,29,,"LOUISIANA
(31.31111, -92.445)",
NEW YORK,2015,31,4,,16,,63,,511,,496,,,-,1,,9,,24,,20,,17,,7,,23,,237,,200,,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2015,31,,-,1,,4,,36,,65,,,-,0,,1,,2,,7,,,-,0,,1,,5,,4,,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2015,31,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,3,,16,,93,,128,,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,3,,21,,94,,81,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2015,31,,-,5,,37,,191,,154,,,-,0,,3,,14,,9,,,-,0,,3,,20,,23,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2015,31,1,,3,,10,,103,,87,,,-,0,,2,,8,,6,,,-,1,,2,,16,,12,,"NEVADA
(39.491833, -117.070159)",
GUAM,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2015,31,12,,26,,183,,935,,934,,3,,2,,12,,90,,78,,4,,5,,26,,148,,123,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2015,31,1,,10,,23,,299,,,N,,-,0,,2,,17,,,N,4,,5,,17,,161,,174,,"PENNSYLVANIA
(40.789676, -77.858055)",
OREGON,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,25,,16,,"OREGON
(44.567912, -120.156945)",
VIRGINIA,2015,31,,-,0,,2,,11,,14,,,-,0,,2,,11,,14,,2,,2,,9,,65,,46,,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2015,31,,N,0,,0,,,N,,N,,-,0,,2,,11,,17,,,-,0,,10,,25,,10,,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2015,31,,-,1,,8,,41,,43,,,-,0,,2,,1,,1,,,-,0,,4,,8,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2015,31,2,,8,,19,,239,,254,,1,,0,,2,,17,,8,,,-,1,,8,,29,,45,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2015,31,1,,2,,8,,86,,88,,,-,0,,4,,4,,7,,,-,0,,3,,10,,8,,"NEBRASKA
(41.640503, -99.367122)",
NORTH DAKOTA,2015,31,,-,2,,6,,57,,49,,,-,0,,1,,5,,2,,,-,0,,1,,1,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2015,31,1,,4,,15,,188,,221,,,-,0,,4,,12,,11,,,-,0,,1,,5,,2,,"NEW MEXICO
(34.520396, -106.244402)",
DELAWARE,2015,31,1,,1,,5,,46,,25,,,-,0,,1,,2,,1,,,-,0,,2,,13,,12,,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2015,31,3,,8,,17,,268,,639,,1,,1,,6,,37,,54,,4,,6,,11,,159,,146,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2015,31,,-,9,,27,,300,,332,,,-,0,,2,,8,,26,,,-,2,,9,,49,,108,,"NEW JERSEY
(40.121601, -74.321404)",
WYOMING,2015,31,,-,0,,4,,15,,15,,,-,0,,1,,1,,2,,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2015,31,,-,4,,16,,170,,135,,,-,0,,2,,19,,10,,,-,1,,6,,40,,39,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2015,31,,-,4,,14,,139,,174,,,-,0,,2,,8,,10,,,-,1,,4,,15,,16,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2015,31,1,,2,,7,,55,,56,,,-,0,,2,,5,,3,,,-,0,,5,,15,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2015,31,1,,14,,51,,563,,490,,,-,1,,4,,31,,30,,2,,2,,10,,69,,98,,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2015,31,,N,0,,0,,,N,,N,,-,0,,3,,2,,13,,2,,2,,19,,96,,59,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2015,31,,N,0,,0,,,N,,N,,-,0,,1,,6,,3,,,-,0,,2,,7,,7,,"IDAHO
(43.680635, -114.364237)",
OHIO,2015,31,7,,18,,54,,644,,620,,,-,1,,4,,30,,27,,12,,7,,74,,365,,210,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2015,31,1,,13,,37,,464,,373,,,-,1,,3,,28,,21,,3,,4,,19,,98,,108,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2015,31,3,,7,,24,,296,,300,,,-,0,,3,,16,,20,,4,,2,,9,,82,,71,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,8,,4,,"PUERTO RICO
(18.215692, -66.414655)",
ALASKA,2015,31,2,,2,,7,,66,,55,,,-,0,,1,,6,,7,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
VERMONT,2015,31,,-,1,,4,,38,,35,,,-,0,,1,,3,,,-,,-,0,,2,,13,,2,,"VERMONT
(43.622479, -72.51927)",
COLORADO,2015,31,,-,3,,24,,82,,284,,,-,0,,3,,8,,14,,,-,0,,7,,9,,34,,"COLORADO
(38.841772, -106.132562)",
IOWA,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,20,,17,,"IOWA
(42.46942, -93.815856)",
INDIANA,2015,31,,-,12,,33,,355,,382,,,-,1,,3,,22,,20,,1,,2,,14,,68,,45,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2015,31,,-,7,,32,,297,,296,,,-,0,,3,,13,,19,,2,,1,,3,,32,,27,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,7,,16,,207,,193,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2015,31,,-,2,,11,,68,,58,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2015,31,,-,9,,19,,278,,290,,,-,1,,4,,18,,15,,,-,1,,7,,25,,26,,"MINNESOTA
(44.943719, -93.094281)",
KANSAS,2015,31,1,,3,,7,,109,,94,,,-,0,,2,,11,,,N,,-,0,,2,,13,,12,,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2015,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,11,,25,,25,,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2015,31,2,,10,,40,,456,,543,,,-,1,,5,,31,,28,,1,,1,,4,,55,,34,,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2015,31,,-,4,,10,,140,,123,,,-,0,,1,,3,,9,,1,,2,,7,,47,,45,,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2015,32,81,,297,,761,,10032,,10026,,7,,22,,41,,685,,640,,164,,96,,197,,3077,,2707,,,
NEW ENGLAND,2015,32,1,,21,,55,,700,,740,,,-,1,,5,,31,,33,,2,,4,,14,,137,,140,,,
MID. ATLANTIC,2015,32,17,,41,,118,,1567,,1272,,,-,2,,11,,70,,64,,96,,19,,60,,724,,617,,,
NEW YORK CITY,2015,32,3,,12,,28,,439,,432,,,-,1,,3,,21,,18,,84,,5,,37,,258,,109,,"NEW YORK CITY
",
E.N. CENTRAL,2015,32,11,,52,,123,,1727,,1655,,1,,3,,11,,116,,78,,34,,19,,91,,708,,560,,,
W.N. CENTRAL,2015,32,4,,20,,34,,604,,588,,1,,2,,6,,41,,37,,1,,5,,21,,172,,133,,,
S. ATLANTIC,2015,32,16,,49,,130,,1722,,2065,,2,,4,,10,,130,,151,,18,,18,,37,,528,,489,,,
DIST. OF COL.,2015,32,,-,1,,5,,47,,45,,,-,0,,2,,4,,1,,,-,0,,2,,,-,4,,"DIST. OF COL.
",
E.S. CENTRAL,2015,32,4,,29,,75,,1013,,907,,1,,2,,4,,68,,64,,5,,6,,14,,192,,212,,,
W.S. CENTRAL,2015,32,17,,39,,229,,1352,,1377,,1,,4,,15,,130,,121,,5,,8,,35,,227,,191,,,
MOUNTAIN,2015,32,7,,35,,66,,1242,,1299,,1,,2,,9,,91,,78,,2,,4,,13,,120,,115,,,
PACIFIC,2015,32,4,,3,,8,,105,,123,,,-,0,,2,,8,,14,,1,,9,,22,,269,,250,,,
AMER. SAMOA,2015,32,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEVADA,2015,32,,-,3,,10,,103,,90,,,-,0,,2,,8,,6,,,-,0,,2,,16,,14,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2015,32,,-,4,,15,,190,,224,,,-,0,,4,,12,,11,,,-,0,,1,,5,,2,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2015,32,,-,1,,4,,38,,35,,,-,0,,1,,3,,,-,,-,0,,2,,13,,2,,"VERMONT
(43.622479, -72.51927)",
MISSISSIPPI,2015,32,,-,5,,16,,134,,148,,,-,0,,3,,14,,14,,,-,1,,4,,28,,20,,"MISSISSIPPI
(32.738663, -89.537312)",
IDAHO,2015,32,,N,0,,0,,,N,,N,,-,0,,1,,6,,3,,,-,0,,2,,8,,7,,"IDAHO
(43.680635, -114.364237)",
DELAWARE,2015,32,1,,1,,5,,47,,26,,1,,0,,1,,3,,1,,,-,0,,2,,13,,12,,"DELAWARE
(39.008676, -75.574561)",
UTAH,2015,32,,-,4,,13,,106,,112,,,-,0,,3,,11,,13,,1,,0,,2,,21,,18,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2015,32,,-,4,,11,,154,,157,,,-,0,,1,,4,,6,,,-,1,,4,,25,,35,,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2015,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,7,,16,,213,,202,,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2015,32,3,,2,,8,,89,,88,,1,,0,,4,,5,,7,,1,,0,,3,,11,,9,,"NEBRASKA
(41.640503, -99.367122)",
NORTH DAKOTA,2015,32,,-,2,,6,,57,,50,,,-,0,,1,,5,,2,,,-,0,,1,,2,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2015,32,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,3,,16,,101,,132,,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2015,32,,-,1,,8,,41,,43,,,-,0,,2,,1,,1,,,-,0,,4,,8,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2015,32,,-,3,,7,,111,,96,,,-,0,,2,,11,,,N,,-,0,,2,,13,,14,,"KANSAS
(38.345528, -98.201847)",
SOUTH DAKOTA,2015,32,1,,2,,11,,69,,59,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2015,32,,N,0,,0,,,N,,N,,-,0,,2,,11,,18,,,-,0,,10,,25,,10,,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2015,32,4,,14,,51,,568,,498,,1,,1,,4,,32,,31,,4,,2,,10,,74,,102,,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2015,32,3,,10,,23,,305,,,N,,-,0,,2,,17,,,N,4,,5,,17,,172,,185,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2015,32,,-,2,,7,,55,,59,,,-,0,,2,,5,,3,,,-,0,,5,,15,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2015,32,3,,8,,17,,271,,643,,1,,1,,6,,38,,54,,13,,6,,11,,172,,155,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2015,32,,N,0,,0,,,N,,N,,-,0,,3,,2,,13,,,-,2,,19,,96,,59,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2015,32,3,,10,,40,,459,,548,,,-,1,,5,,31,,29,,1,,1,,4,,57,,36,,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2015,32,12,,26,,183,,950,,948,,,-,2,,12,,90,,79,,5,,5,,26,,156,,127,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2015,32,,-,1,,4,,35,,68,,,-,0,,1,,2,,7,,,-,0,,1,,5,,5,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2015,32,,-,9,,27,,300,,338,,,-,0,,2,,8,,26,,,-,2,,9,,49,,111,,"NEW JERSEY
(40.121601, -74.321404)",
PUERTO RICO,2015,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,8,,4,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2015,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,21,,94,,84,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2015,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2015,32,11,,16,,63,,523,,502,,,-,1,,9,,24,,20,,8,,7,,23,,245,,212,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2015,32,5,,5,,16,,209,,273,,1,,0,,4,,14,,15,,,-,1,,4,,26,,31,,"LOUISIANA
(31.31111, -92.445)",
VIRGINIA,2015,32,,-,0,,2,,11,,14,,,-,0,,2,,11,,14,,1,,2,,9,,69,,53,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2015,32,4,,7,,32,,301,,298,,,-,0,,3,,13,,19,,2,,1,,3,,34,,29,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2015,32,,-,9,,19,,278,,295,,,-,1,,4,,18,,15,,,-,1,,7,,25,,26,,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2015,32,1,,3,,7,,92,,95,,,-,0,,1,,3,,5,,,-,0,,2,,7,,11,,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2015,32,,-,9,,29,,320,,351,,,-,0,,3,,15,,18,,2,,2,,8,,69,,75,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2015,32,4,,16,,47,,604,,561,,,-,1,,4,,36,,32,,,-,1,,5,,46,,61,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2015,32,1,,4,,14,,142,,174,,,-,0,,2,,9,,10,,,-,1,,4,,16,,20,,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2015,32,,-,12,,33,,364,,385,,,-,1,,3,,23,,20,,1,,2,,14,,78,,52,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2015,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,11,,25,,25,,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2015,32,1,,13,,37,,467,,379,,,-,1,,3,,28,,21,,3,,4,,19,,105,,111,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2015,32,7,,18,,54,,651,,632,,,-,1,,4,,30,,28,,30,,7,,74,,395,,218,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2015,32,3,,8,,19,,245,,259,,1,,0,,2,,18,,9,,,-,1,,8,,29,,47,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2015,32,,-,1,,6,,41,,24,,,-,0,,1,,,-,,-,,-,0,,1,,4,,2,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2015,32,3,,7,,24,,299,,304,,,-,0,,3,,16,,20,,2,,3,,9,,84,,71,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2015,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,20,,17,,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2015,32,,-,5,,37,,193,,156,,,-,0,,3,,15,,9,,,-,0,,3,,20,,23,,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2015,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,26,,16,,"OREGON
(44.567912, -120.156945)",
WYOMING,2015,32,,-,0,,4,,15,,15,,,-,0,,1,,1,,2,,,-,0,,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2015,32,,-,4,,10,,140,,125,,,-,0,,1,,3,,9,,,-,2,,7,,48,,50,,"KENTUCKY
(37.64591, -84.774043)",
COLORADO,2015,32,4,,9,,24,,328,,286,,1,,0,,3,,22,,14,,,-,0,,7,,9,,35,,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2015,32,,-,4,,16,,171,,136,,,-,0,,2,,19,,10,,1,,1,,6,,42,,40,,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2015,32,4,,2,,7,,70,,55,,,-,0,,1,,6,,7,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2015,33,60,,298,,761,,10146,,10124,,3,,22,,41,,690,,645,,73,,96,,200,,3212,,2854,,,
NEW ENGLAND,2015,33,2,,21,,55,,703,,748,,,-,1,,5,,31,,33,,6,,5,,14,,149,,147,,,
MID. ATLANTIC,2015,33,12,,42,,118,,1586,,1282,,,-,2,,11,,71,,64,,24,,19,,96,,752,,654,,,
NEW YORK CITY,2015,33,6,,12,,28,,445,,436,,,-,1,,3,,21,,18,,11,,5,,84,,269,,116,,"NEW YORK CITY
",
E.N. CENTRAL,2015,33,9,,52,,123,,1746,,1674,,1,,3,,11,,117,,79,,10,,19,,91,,732,,590,,,
W.N. CENTRAL,2015,33,,-,20,,34,,608,,598,,,-,2,,6,,41,,38,,,-,5,,22,,175,,135,,,
S. ATLANTIC,2015,33,12,,49,,130,,1744,,2076,,1,,4,,10,,132,,152,,24,,19,,37,,562,,523,,,
DIST. OF COL.,2015,33,,-,1,,5,,47,,47,,,-,0,,2,,4,,1,,,-,0,,2,,,-,4,,"DIST. OF COL.
",
E.S. CENTRAL,2015,33,5,,29,,75,,1030,,921,,,-,2,,4,,69,,64,,,-,6,,14,,196,,218,,,
W.S. CENTRAL,2015,33,10,,39,,229,,1365,,1393,,,-,4,,15,,130,,122,,3,,8,,35,,237,,201,,,
MOUNTAIN,2015,33,10,,35,,66,,1256,,1306,,1,,2,,8,,91,,78,,3,,4,,8,,125,,128,,,
PACIFIC,2015,33,,-,3,,8,,108,,126,,,-,0,,2,,8,,15,,3,,10,,22,,284,,258,,,
