Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1,Location 2
SOUTH DAKOTA,2014,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
ARIZONA,2014,13,,-,1,,6,,3,,8,,,-,0,,2,,3,,7,,,U,0,,0,,,U,,U,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NEBRASKA,2014,13,,-,0,,2,,1,,5,,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
RHODE ISLAND,2014,13,,-,0,,1,,3,,,-,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
C.N.M.I.,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,13,,-,0,,2,,,-,,-,,-,0,,3,,3,,15,,,-,0,,5,,4,,4,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
KANSAS,2014,13,,-,0,,3,,2,,1,,,-,0,,1,,1,,5,,,-,0,,3,,4,,5,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MASSACHUSETTS,2014,13,,-,0,,3,,5,,10,,,-,1,,7,,6,,13,,,-,3,,7,,15,,42,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
INDIANA,2014,13,,-,1,,2,,3,,5,,,-,2,,6,,23,,22,,,-,3,,7,,6,,27,,"INDIANA
(39.76691364600049, -86.14995579899966)",
UTAH,2014,13,,-,0,,2,,3,,1,,,-,0,,1,,1,,1,,,-,0,,1,,2,,3,,"UTAH
(39.36070374600047, -111.5871285339997)",
KENTUCKY,2014,13,,-,0,,2,,2,,10,,,-,4,,8,,26,,36,,,-,4,,10,,37,,64,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
NORTH CAROLINA,2014,13,,-,0,,4,,3,,20,,3,,0,,16,,23,,16,,,-,1,,15,,15,,12,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
OHIO,2014,13,,-,1,,4,,6,,19,,7,,4,,11,,65,,36,,5,,1,,29,,42,,9,,"OHIO
(40.06021029700048, -82.40425685299965)",
NEW HAMPSHIRE,2014,13,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
CONNECTICUT,2014,13,,-,0,,3,,6,,4,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MICHIGAN,2014,13,,-,1,,5,,8,,32,,,-,1,,3,,11,,17,,,-,1,,5,,12,,16,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
OKLAHOMA,2014,13,,-,0,,4,,1,,,-,2,,0,,4,,4,,3,,,-,0,,5,,7,,6,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
SOUTH CAROLINA,2014,13,,-,0,,1,,1,,3,,,-,1,,5,,4,,11,,1,,0,,0,,1,,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
ALASKA,2014,13,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEW YORK,2014,13,,-,1,,5,,5,,14,,,-,1,,3,,7,,9,,2,,2,,10,,20,,23,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
NEW MEXICO,2014,13,,-,0,,2,,3,,1,,,-,0,,1,,,-,1,,,-,0,,2,,1,,1,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
LOUISIANA,2014,13,,-,0,,1,,1,,5,,,-,1,,8,,8,,12,,,-,0,,2,,1,,5,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
VIRGINIA,2014,13,1,,0,,3,,7,,11,,2,,1,,5,,10,,16,,,-,1,,5,,8,,6,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
TEXAS,2014,13,2,,2,,8,,20,,17,,3,,2,,11,,16,,26,,1,,0,,4,,1,,7,,"TEXAS
(31.827243635000457, -99.4267664729997)",
NORTH DAKOTA,2014,13,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MAINE,2014,13,,-,0,,2,,,-,3,,,-,0,,1,,1,,4,,,-,0,,2,,8,,2,,"MAINE
(45.254228663000504, -68.98502952999962)",
MARYLAND,2014,13,2,,0,,4,,4,,4,,3,,1,,3,,8,,15,,1,,1,,3,,5,,17,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
OREGON,2014,13,,-,0,,3,,3,,5,,,-,0,,4,,4,,9,,,-,0,,2,,5,,4,,"OREGON
(44.567446178000466, -120.15502977999972)",
MISSOURI,2014,13,,-,0,,2,,5,,2,,1,,1,,4,,7,,12,,,-,0,,4,,2,,4,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
DELAWARE,2014,13,,-,0,,1,,,-,1,,,-,0,,1,,,-,4,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883351400046, -75.57773943699965)",
IOWA,2014,13,,-,0,,3,,1,,1,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
CALIFORNIA,2014,13,,-,4,,18,,24,,34,,,-,2,,6,,12,,28,,,-,1,,5,,6,,19,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
FLORIDA,2014,13,,-,2,,7,,25,,10,,4,,6,,13,,69,,68,,3,,2,,7,,22,,27,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEW YORK CITY,2014,13,2,,1,,7,,16,,12,,1,,1,,4,,13,,16,,,-,0,,4,,5,,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PUERTO RICO,2014,13,,-,0,,2,,1,,4,,,-,0,,3,,,-,16,,,N,0,,0,,,N,,N,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
UNITED STATES,2014,14,5,,30,,56,,227,,352,,24,,55,,75,,583,,718,,15,,35,,59,,354,,481,,,
NEW ENGLAND,2014,14,,-,1,,6,,18,,21,,,-,1,,7,,11,,19,,,-,3,,8,,23,,52,,,
MID. ATLANTIC,2014,14,,-,3,,12,,33,,54,,5,,3,,10,,43,,56,,5,,4,,11,,58,,57,,,
E.N. CENTRAL,2014,14,1,,5,,12,,28,,80,,1,,10,,16,,117,,118,,1,,7,,34,,79,,84,,,
W.N. CENTRAL,2014,14,,-,1,,6,,11,,12,,1,,2,,5,,12,,22,,1,,0,,5,,8,,9,,,
S. ATLANTIC,2014,14,1,,5,,15,,55,,67,,12,,16,,26,,203,,216,,2,,6,,21,,65,,93,,,
E.S. CENTRAL,2014,14,,-,1,,4,,12,,18,,3,,12,,17,,125,,155,,,-,6,,13,,60,,101,,,
W.S. CENTRAL,2014,14,3,,3,,9,,27,,24,,2,,5,,13,,37,,65,,1,,2,,9,,17,,31,,,
MOUNTAIN,2014,14,,-,2,,16,,13,,22,,,-,1,,4,,9,,24,,,-,1,,5,,11,,15,,,
PACIFIC,2014,14,,-,6,,19,,30,,54,,,-,4,,15,,26,,43,,5,,3,,8,,33,,39,,,
MISSISSIPPI,2014,14,,-,0,,1,,2,,1,,,-,0,,4,,6,,17,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
WISCONSIN,2014,14,,-,0,,3,,,-,9,,,-,0,,2,,4,,4,,,-,1,,3,,5,,13,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
INDIANA,2014,14,,-,0,,2,,3,,5,,,-,2,,6,,27,,23,,,-,3,,7,,9,,31,,"INDIANA
(39.76691364600049, -86.14995579899966)",
LOUISIANA,2014,14,,-,0,,1,,1,,5,,,-,1,,8,,10,,12,,,-,0,,2,,3,,5,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NEVADA,2014,14,,-,0,,3,,1,,1,,,-,0,,3,,4,,9,,,-,0,,2,,1,,2,,"NEVADA
(39.49324126500045, -117.07183978499972)",
WEST VIRGINIA,2014,14,,-,0,,1,,1,,1,,,-,4,,8,,46,,42,,,-,0,,6,,9,,13,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
MASSACHUSETTS,2014,14,,-,0,,3,,5,,12,,,-,1,,7,,6,,14,,,-,3,,7,,15,,48,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
ALASKA,2014,14,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
MICHIGAN,2014,14,,-,1,,5,,9,,34,,,-,1,,3,,13,,20,,1,,1,,5,,15,,17,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW YORK CITY,2014,14,,-,1,,7,,16,,13,,3,,1,,4,,16,,17,,2,,0,,4,,7,,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
UTAH,2014,14,,-,0,,2,,3,,1,,,-,0,,1,,2,,2,,,-,0,,1,,4,,3,,"UTAH
(39.36070374600047, -111.5871285339997)",
HAWAII,2014,14,,-,0,,4,,,-,3,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
C.N.M.I.,2014,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
DIST. OF COL.,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
VIRGINIA,2014,14,,-,0,,3,,7,,11,,,-,1,,5,,11,,17,,1,,0,,5,,9,,6,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
KANSAS,2014,14,,-,0,,3,,2,,1,,,-,0,,1,,1,,5,,,-,0,,3,,5,,5,,"KANSAS
(38.34774033400049, -98.20077655499966)",
OREGON,2014,14,,-,0,,3,,3,,5,,,-,0,,4,,6,,9,,,-,0,,2,,5,,5,,"OREGON
(44.567446178000466, -120.15502977999972)",
PENNSYLVANIA,2014,14,,-,1,,3,,9,,16,,1,,1,,4,,18,,14,,,-,1,,6,,22,,21,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
NEW HAMPSHIRE,2014,14,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
MONTANA,2014,14,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
MINNESOTA,2014,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
DELAWARE,2014,14,,-,0,,1,,,-,1,,,-,0,,1,,,-,4,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883351400046, -75.57773943699965)",
ALABAMA,2014,14,,-,0,,2,,3,,,-,,-,1,,5,,29,,24,,,-,0,,5,,3,,4,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
GUAM,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
NEW MEXICO,2014,14,,-,0,,2,,4,,1,,,-,0,,1,,,-,1,,,-,0,,2,,2,,1,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
PUERTO RICO,2014,14,,-,0,,2,,1,,5,,,-,0,,3,,,-,16,,,N,0,,0,,,N,,N,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEW YORK,2014,14,,-,1,,5,,5,,16,,1,,1,,3,,8,,9,,3,,2,,10,,23,,24,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
VERMONT,2014,14,,-,0,,2,,2,,1,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"VERMONT
(43.62538292400046, -72.51763944499965)",
ILLINOIS,2014,14,,-,1,,5,,9,,13,,,-,1,,6,,7,,27,,,-,0,,4,,3,,13,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
FLORIDA,2014,14,1,,2,,7,,26,,11,,6,,6,,13,,77,,74,,,-,2,,7,,22,,30,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEBRASKA,2014,14,,-,0,,2,,1,,5,,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
KENTUCKY,2014,14,,-,0,,2,,2,,12,,,-,4,,8,,26,,41,,,-,3,,10,,37,,71,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSOURI,2014,14,,-,0,,2,,5,,3,,1,,1,,4,,8,,14,,1,,0,,4,,3,,4,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
CONNECTICUT,2014,14,,-,0,,3,,6,,4,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
SOUTH CAROLINA,2014,14,,-,0,,1,,2,,3,,,-,1,,5,,5,,12,,,-,0,,1,,1,,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
SOUTH DAKOTA,2014,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
COLORADO,2014,14,,-,0,,8,,1,,7,,,-,0,,3,,,-,3,,,-,0,,2,,3,,4,,"COLORADO
(38.84384047000049, -106.13360888799969)",
GEORGIA,2014,14,,-,1,,3,,11,,16,,,-,2,,6,,27,,34,,,-,0,,3,,3,,11,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
ARIZONA,2014,14,,-,1,,6,,4,,9,,,-,0,,2,,3,,7,,,U,0,,0,,,U,,U,"ARIZONA
(34.865973091000455, -111.76380949799972)",
AMER. SAMOA,2014,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,14,,-,0,,2,,1,,,-,,-,0,,3,,2,,18,,,-,0,,5,,4,,8,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NORTH DAKOTA,2014,14,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
IOWA,2014,14,,-,0,,3,,1,,1,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
NORTH CAROLINA,2014,14,,-,0,,2,,4,,20,,6,,0,,16,,30,,16,,,-,1,,15,,15,,13,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MARYLAND,2014,14,,-,0,,4,,4,,4,,,-,1,,3,,7,,17,,1,,1,,3,,6,,20,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
OHIO,2014,14,1,,0,,4,,7,,19,,1,,5,,11,,66,,44,,,-,1,,29,,47,,10,,"OHIO
(40.06021029700048, -82.40425685299965)",
OKLAHOMA,2014,14,,-,0,,4,,1,,,-,,-,0,,4,,4,,5,,,-,0,,5,,7,,11,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
RHODE ISLAND,2014,14,,-,0,,1,,3,,,-,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
NEW JERSEY,2014,14,,-,0,,2,,3,,9,,,-,0,,3,,1,,16,,,-,0,,3,,6,,11,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
IDAHO,2014,14,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,,-,0,,1,,1,,4,,"IDAHO
(43.682630058000484, -114.3637261449997)",
WASHINGTON,2014,14,,-,0,,5,,3,,6,,,-,0,,10,,7,,1,,4,,1,,7,,21,,11,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
MAINE,2014,14,,-,0,,2,,1,,3,,,-,0,,1,,1,,5,,,-,0,,2,,8,,2,,"MAINE
(45.254228663000504, -68.98502952999962)",
CALIFORNIA,2014,14,,-,4,,18,,24,,39,,,-,2,,6,,12,,30,,1,,1,,5,,7,,23,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
TENNESSEE,2014,14,,-,0,,2,,5,,5,,3,,5,,10,,64,,73,,,-,2,,7,,20,,26,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
WYOMING,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
TEXAS,2014,14,3,,2,,8,,24,,19,,2,,3,,10,,21,,30,,1,,0,,4,,3,,7,,"TEXAS
(31.827243635000457, -99.4267664729997)",
VIRGIN ISL.,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,15,6,,30,,56,,242,,380,,26,,55,,77,,641,,768,,9,,34,,59,,376,,514,,,
NEW ENGLAND,2014,15,,-,1,,6,,19,,25,,,-,1,,7,,11,,24,,,-,3,,8,,25,,59,,,
CONNECTICUT,2014,15,,-,0,,3,,6,,5,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,,
MAINE,2014,15,,-,0,,2,,1,,3,,,-,0,,1,,1,,6,,,-,0,,2,,8,,2,,,
MASSACHUSETTS,2014,15,,-,0,,3,,5,,13,,,-,1,,7,,6,,18,,,-,3,,7,,17,,55,,,
NEW HAMPSHIRE,2014,15,,-,0,,1,,2,,2,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,
VERMONT,2014,15,,-,0,,2,,2,,1,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,
MID. ATLANTIC,2014,15,1,,3,,12,,35,,56,,,-,3,,10,,43,,60,,2,,4,,12,,60,,60,,,
NEW JERSEY,2014,15,,-,0,,2,,3,,9,,,-,0,,3,,1,,16,,,-,0,,3,,7,,11,,,
NEW YORK,2014,15,1,,1,,5,,6,,16,,,-,1,,3,,8,,10,,2,,2,,10,,24,,26,,,
NEW YORK CITY,2014,15,,-,1,,7,,16,,14,,,-,1,,4,,16,,20,,,-,0,,4,,7,,1,,,
PENNSYLVANIA,2014,15,,-,1,,3,,10,,17,,,-,1,,4,,18,,14,,,-,1,,6,,22,,22,,,
E.N. CENTRAL,2014,15,2,,5,,12,,33,,85,,10,,9,,16,,131,,128,,2,,7,,34,,82,,92,,,
ILLINOIS,2014,15,,-,1,,5,,10,,14,,,-,1,,6,,7,,29,,,-,0,,3,,3,,14,,,
INDIANA,2014,15,,-,1,,2,,5,,7,,,-,2,,6,,31,,23,,,-,3,,8,,10,,36,,,
MICHIGAN,2014,15,,-,1,,5,,9,,36,,,-,1,,3,,13,,21,,,-,1,,5,,15,,17,,,
OHIO,2014,15,2,,1,,4,,9,,19,,10,,4,,11,,76,,51,,2,,1,,29,,49,,11,,,
WISCONSIN,2014,15,,-,0,,3,,,-,9,,,-,0,,2,,4,,4,,,-,0,,3,,5,,14,,,
W.N. CENTRAL,2014,15,,-,1,,6,,11,,12,,,-,2,,5,,12,,27,,,-,0,,5,,9,,10,,,
IOWA,2014,15,,-,0,,3,,1,,1,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,
KANSAS,2014,15,,-,0,,3,,2,,1,,,-,0,,1,,1,,5,,,-,0,,3,,5,,5,,,
MINNESOTA,2014,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MISSOURI,2014,15,,-,0,,2,,5,,3,,,-,1,,4,,8,,17,,,-,0,,4,,3,,4,,,
NEBRASKA,2014,15,,-,0,,2,,1,,5,,,-,0,,2,,2,,,-,,-,0,,1,,1,,1,,,
NORTH DAKOTA,2014,15,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
SOUTH DAKOTA,2014,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2014,15,1,,5,,15,,56,,74,,8,,17,,28,,218,,224,,,-,6,,21,,68,,99,,,
DELAWARE,2014,15,,-,0,,1,,,-,1,,,-,0,,1,,,-,4,,,U,0,,0,,,U,,U,,
DIST. OF COL.,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
FLORIDA,2014,15,,-,2,,6,,26,,14,,,-,6,,13,,77,,77,,,-,2,,7,,22,,33,,,
GEORGIA,2014,15,,-,1,,3,,11,,17,,4,,2,,6,,33,,36,,,-,0,,3,,4,,13,,,
MARYLAND,2014,15,,-,0,,4,,4,,5,,,-,1,,3,,7,,17,,,-,1,,3,,6,,20,,,
NORTH CAROLINA,2014,15,1,,0,,2,,5,,21,,3,,0,,16,,33,,16,,,-,1,,15,,15,,13,,,
SOUTH CAROLINA,2014,15,,-,0,,1,,2,,3,,,-,1,,5,,5,,12,,,-,0,,1,,1,,,-,,
VIRGINIA,2014,15,,-,0,,3,,7,,12,,1,,1,,5,,12,,17,,,-,1,,5,,11,,7,,,
WEST VIRGINIA,2014,15,,-,0,,1,,1,,1,,,-,4,,8,,51,,45,,,-,0,,6,,9,,13,,"WEST, VIRGINIA
",
E.S. CENTRAL,2014,15,,-,1,,4,,12,,18,,5,,12,,17,,151,,163,,5,,6,,13,,72,,104,,,
ALABAMA,2014,15,,-,0,,2,,3,,,-,,-,1,,5,,30,,25,,1,,0,,5,,5,,4,,,
KENTUCKY,2014,15,,-,0,,2,,2,,12,,,-,4,,8,,37,,44,,,-,3,,10,,43,,73,,,
MISSISSIPPI,2014,15,,-,0,,1,,2,,1,,,-,0,,4,,7,,17,,,U,0,,0,,,U,,U,,
TENNESSEE,2014,15,,-,0,,2,,5,,5,,5,,5,,10,,77,,77,,4,,2,,7,,24,,27,,,
W.S. CENTRAL,2014,15,1,,3,,9,,29,,24,,3,,5,,13,,40,,72,,,-,2,,7,,17,,32,,,
ARKANSAS,2014,15,,-,0,,2,,1,,,-,,-,0,,3,,2,,19,,,-,0,,5,,4,,8,,,
LOUISIANA,2014,15,,-,0,,1,,1,,5,,,-,1,,8,,10,,13,,,-,0,,2,,3,,5,,,
OKLAHOMA,2014,15,,-,0,,4,,1,,,-,,-,0,,4,,4,,5,,,-,0,,5,,7,,12,,,
TEXAS,2014,15,1,,2,,8,,26,,19,,3,,3,,10,,24,,35,,,-,0,,4,,3,,7,,,
MOUNTAIN,2014,15,1,,2,,16,,16,,26,,,-,1,,4,,9,,25,,,-,1,,5,,11,,17,,,
ARIZONA,2014,15,,-,1,,6,,4,,10,,,-,0,,2,,3,,7,,,U,0,,0,,,U,,U,,
COLORADO,2014,15,,-,0,,8,,2,,8,,,-,0,,3,,,-,3,,,-,0,,2,,3,,4,,,
IDAHO,2014,15,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,,-,0,,1,,1,,5,,,
MONTANA,2014,15,1,,0,,1,,1,,1,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,
NEVADA,2014,15,,-,0,,3,,2,,1,,,-,0,,3,,4,,9,,,-,0,,2,,1,,3,,,
NEW MEXICO,2014,15,,-,0,,2,,4,,1,,,-,0,,1,,,-,1,,,-,0,,2,,2,,1,,,
UTAH,2014,15,,-,0,,2,,3,,3,,,-,0,,1,,2,,2,,,-,0,,1,,4,,3,,,
WYOMING,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2014,15,,-,5,,19,,31,,60,,,-,3,,15,,26,,45,,,-,3,,8,,32,,41,,,
ALASKA,2014,15,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
CALIFORNIA,2014,15,,-,3,,18,,25,,41,,,-,2,,6,,12,,31,,,-,1,,5,,6,,23,,,
HAWAII,2014,15,,-,0,,4,,,-,4,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,
OREGON,2014,15,,-,0,,3,,3,,6,,,-,0,,4,,6,,9,,,-,0,,2,,5,,6,,,
WASHINGTON,2014,15,,-,0,,5,,3,,8,,,-,0,,10,,7,,2,,,-,1,,7,,21,,12,,,
AMER. SAMOA,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,
C.N.M.I.,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,
GUAM,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2014,15,,-,0,,2,,1,,5,,,-,0,,3,,1,,17,,,N,0,,0,,,N,,N,,
VIRGIN ISL.,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
UNITED STATES,2014,16,9,,31,,57,,263,,419,,26,,55,,77,,695,,835,,17,,35,,62,,415,,578,,,
NEW ENGLAND,2014,16,,-,1,,6,,21,,26,,1,,1,,7,,14,,26,,,-,3,,8,,27,,63,,,
OREGON,2014,16,,-,0,,3,,3,,6,,,-,0,,4,,6,,11,,,-,0,,2,,5,,6,,"OREGON
(44.567446178000466, -120.15502977999972)",
MID. ATLANTIC,2014,16,1,,3,,12,,36,,64,,2,,3,,10,,45,,64,,6,,4,,12,,67,,66,,,
E.N. CENTRAL,2014,16,,-,5,,12,,36,,90,,6,,9,,16,,141,,135,,4,,7,,34,,91,,101,,,
W.N. CENTRAL,2014,16,,-,1,,6,,12,,21,,,-,2,,5,,12,,37,,,-,1,,5,,9,,31,,,
S. ATLANTIC,2014,16,5,,5,,14,,62,,82,,14,,17,,28,,244,,239,,6,,7,,21,,80,,112,,,
E.S. CENTRAL,2014,16,,-,1,,4,,12,,18,,3,,12,,16,,156,,177,,,-,6,,13,,75,,109,,,
