Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease, All ages, Current week, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, All ages, Cum 2014","Invasive Pneumococcal disease, All ages, Cum 2014, flag","Invasive Pneumococcal disease, All ages, Cum 2013","Invasive Pneumococcal disease, All ages, Cum 2013, flag","Invasive Pneumococcal disease, Age LT 5, Current week","Invasive Pneumococcal disease, Age LT 5, Current week, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2014","Invasive Pneumococcal disease, Age LT 5, Cum 2014, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2013","Invasive Pneumococcal disease, Age LT 5, Cum 2013, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag","Legionellosis, Cum 2013","Legionellosis, Cum 2013, flag",Location 1,Location 2
MOUNTAIN,2014,16,7,,33,,82,,737,,954,,,-,2,,5,,31,,52,,3,,3,,9,,25,,46,,,
PACIFIC,2014,16,4,,3,,8,,64,,61,,,-,0,,3,,6,,8,,,-,4,,13,,47,,85,,,
FLORIDA,2014,16,17,,18,,45,,459,,511,,1,,1,,5,,32,,37,,7,,4,,15,,70,,44,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
MAINE,2014,16,1,,2,,6,,51,,51,,,-,0,,1,,1,,3,,,-,0,,3,,3,,5,,"MAINE
(45.254228663000504, -68.98502952999962)",
TEXAS,2014,16,15,,26,,262,,549,,698,,,-,2,,18,,48,,45,,,-,2,,23,,28,,36,,"TEXAS
(31.827243635000457, -99.4267664729997)",
KANSAS,2014,16,,-,2,,7,,39,,73,,,N,0,,0,,,N,,N,,-,0,,3,,,-,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NEW YORK CITY,2014,16,15,,11,,25,,223,,329,,,-,0,,4,,6,,12,,5,,3,,47,,29,,26,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
OHIO,2014,16,20,,19,,47,,369,,550,,1,,1,,4,,15,,13,,9,,6,,66,,77,,53,,"OHIO
(40.06021029700048, -82.40425685299965)",
GUAM,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
MISSOURI,2014,16,,N,0,,0,,,N,,N,,-,0,,2,,6,,20,,,-,1,,11,,10,,10,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
CALIFORNIA,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,11,,37,,69,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW HAMPSHIRE,2014,16,,-,1,,5,,22,,36,,,-,0,,1,,1,,1,,,-,0,,3,,2,,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
MISSISSIPPI,2014,16,,-,4,,13,,100,,103,,,-,0,,2,,9,,8,,1,,0,,2,,5,,6,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
RHODE ISLAND,2014,16,,-,1,,18,,18,,1,,,-,0,,1,,1,,,-,,-,0,,10,,4,,4,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
KENTUCKY,2014,16,5,,4,,11,,79,,127,,1,,0,,1,,4,,3,,,-,1,,4,,12,,4,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
HAWAII,2014,16,,-,1,,6,,38,,27,,,-,0,,2,,3,,2,,,-,0,,1,,1,,2,,"HAWAII
(21.30485166200043, -157.85774691599974)",
OKLAHOMA,2014,16,,-,0,,1,,4,,8,,,-,0,,1,,4,,8,,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
ALABAMA,2014,16,,-,3,,10,,87,,84,,,-,0,,2,,5,,10,,,-,0,,10,,6,,4,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
INDIANA,2014,16,,-,10,,23,,147,,306,,,-,0,,3,,8,,11,,,-,2,,6,,15,,20,,"INDIANA
(39.76691364600049, -86.14995579899966)",
WEST VIRGINIA,2014,16,5,,4,,13,,69,,162,,,-,0,,2,,3,,9,,,-,0,,4,,3,,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
VIRGINIA,2014,16,,-,0,,3,,7,,13,,,-,0,,3,,7,,13,,1,,2,,9,,16,,16,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
GEORGIA,2014,16,4,,15,,45,,301,,540,,1,,1,,5,,16,,34,,,-,1,,5,,8,,15,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
PENNSYLVANIA,2014,16,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,6,,6,,26,,50,,51,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
IDAHO,2014,16,,N,0,,0,,,N,,N,,-,0,,1,,1,,3,,,-,0,,2,,4,,3,,"IDAHO
(43.682630058000484, -114.3637261449997)",
VERMONT,2014,16,2,,1,,4,,24,,27,,,-,0,,0,,,-,,-,,-,0,,2,,1,,3,,"VERMONT
(43.62538292400046, -72.51763944499965)",
MICHIGAN,2014,16,2,,11,,28,,167,,328,,,-,0,,4,,10,,18,,,-,3,,21,,11,,15,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
ALASKA,2014,16,4,,2,,6,,26,,34,,,-,0,,2,,3,,6,,,-,0,,1,,1,,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEW MEXICO,2014,16,1,,5,,12,,126,,156,,,-,0,,2,,7,,7,,,-,0,,2,,,-,4,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
LOUISIANA,2014,16,2,,5,,23,,160,,125,,,-,0,,2,,12,,7,,,-,0,,3,,7,,10,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NORTH DAKOTA,2014,16,,-,1,,5,,12,,43,,,-,0,,1,,1,,5,,,-,0,,1,,2,,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
C.N.M.I.,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
UTAH,2014,16,,-,2,,11,,19,,87,,,-,0,,2,,2,,9,,,-,0,,3,,8,,7,,"UTAH
(39.36070374600047, -111.5871285339997)",
ARIZONA,2014,16,,-,14,,40,,372,,408,,,-,0,,4,,15,,19,,,-,1,,5,,4,,19,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
AMER. SAMOA,2014,16,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,16,7,,15,,31,,305,,350,,1,,1,,5,,18,,14,,,-,1,,7,,12,,14,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
NEBRASKA,2014,16,,-,3,,8,,53,,63,,,-,0,,2,,5,,5,,,-,0,,2,,1,,10,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
SOUTH DAKOTA,2014,16,2,,2,,5,,37,,48,,,N,0,,0,,,N,,N,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
WASHINGTON,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,10,,3,,7,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
COLORADO,2014,16,5,,9,,24,,150,,225,,,-,0,,2,,5,,11,,3,,0,,7,,5,,7,,"COLORADO
(38.84384047000049, -106.13360888799969)",
WYOMING,2014,16,,-,0,,2,,5,,11,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
MINNESOTA,2014,16,,-,8,,19,,81,,232,,,-,0,,3,,5,,14,,,-,1,,3,,12,,8,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
ILLINOIS,2014,16,,N,0,,0,,,N,,N,,-,1,,3,,9,,17,,,-,4,,32,,27,,25,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEVADA,2014,16,,-,3,,7,,48,,57,,,-,0,,1,,,-,2,,,-,0,,3,,2,,4,,"NEVADA
(39.49324126500045, -117.07183978499972)",
WISCONSIN,2014,16,5,,6,,16,,130,,206,,,-,0,,3,,5,,6,,,-,2,,12,,4,,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
DELAWARE,2014,16,,-,0,,5,,14,,17,,,-,0,,1,,,-,,-,,-,0,,4,,2,,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MASSACHUSETTS,2014,16,,-,0,,2,,4,,5,,,-,0,,2,,2,,4,,,-,3,,20,,24,,20,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
IOWA,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,1,,3,,"IOWA
(42.469404401000475, -93.81648936699969)",
SOUTH CAROLINA,2014,16,,-,7,,27,,189,,215,,,-,0,,2,,13,,7,,,-,0,,3,,6,,5,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MONTANA,2014,16,1,,0,,4,,17,,10,,,-,0,,0,,,-,1,,,-,0,,2,,2,,2,,"MONTANA
(47.066526051000494, -109.42441687999968)",
MARYLAND,2014,16,6,,8,,20,,176,,223,,1,,0,,4,,11,,15,,2,,3,,14,,25,,15,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NEW YORK,2014,16,27,,15,,66,,287,,407,,3,,1,,6,,12,,21,,3,,7,,40,,63,,44,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
PUERTO RICO,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,7,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VIRGIN ISL.,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,16,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,2,,9,,23,,16,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
CONNECTICUT,2014,16,,-,4,,14,,57,,165,,,-,0,,2,,5,,5,,,-,1,,10,,11,,4,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
OREGON,2014,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,2,,5,,7,,"OREGON
(44.567446178000466, -120.15502977999972)",
ARKANSAS,2014,16,2,,4,,30,,71,,93,,,-,0,,2,,2,,2,,,-,0,,3,,4,,7,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEW JERSEY,2014,16,,-,4,,14,,6,,269,,,-,0,,2,,1,,13,,,-,1,,20,,1,,32,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
DIST. OF COL.,2014,16,1,,1,,6,,23,,33,,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,17,198,,269,,629,,5504,,7824,,12,,19,,48,,340,,468,,24,,70,,275,,705,,708,,,
NEW ENGLAND,2014,17,3,,10,,34,,182,,302,,,-,1,,3,,10,,16,,5,,5,,25,,55,,41,,,
MID. ATLANTIC,2014,17,35,,31,,85,,552,,1060,,1,,2,,10,,20,,48,,3,,18,,122,,146,,158,,,
E.N. CENTRAL,2014,17,41,,49,,107,,902,,1447,,2,,3,,9,,52,,67,,3,,16,,102,,147,,130,,,
W.N. CENTRAL,2014,17,1,,16,,37,,259,,485,,,-,1,,4,,18,,46,,,-,3,,15,,31,,36,,,
S. ATLANTIC,2014,17,61,,58,,131,,1361,,1788,,6,,5,,12,,93,,123,,8,,14,,44,,165,,120,,,
E.S. CENTRAL,2014,17,24,,25,,51,,607,,709,,,-,2,,6,,38,,40,,1,,3,,13,,40,,31,,,
W.S. CENTRAL,2014,17,26,,35,,294,,820,,970,,2,,3,,18,,70,,65,,2,,3,,23,,43,,56,,,
MOUNTAIN,2014,17,7,,32,,82,,756,,995,,1,,2,,5,,32,,54,,2,,3,,9,,31,,49,,,
PACIFIC,2014,17,,-,3,,8,,65,,68,,,-,0,,3,,7,,9,,,-,4,,13,,47,,87,,,
DIST. OF COL.,2014,17,1,,1,,6,,24,,33,,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,11,,37,,71,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEVADA,2014,17,,-,3,,7,,48,,62,,,-,0,,1,,,-,2,,,-,0,,3,,2,,4,,"NEVADA
(39.49324126500045, -117.07183978499972)",
NEW JERSEY,2014,17,,-,4,,14,,6,,281,,,-,0,,2,,1,,14,,,-,1,,20,,1,,33,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
KANSAS,2014,17,,-,2,,9,,46,,76,,,N,0,,0,,,N,,N,,-,0,,3,,,-,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
TEXAS,2014,17,26,,26,,262,,585,,734,,2,,2,,18,,52,,46,,2,,3,,23,,32,,39,,"TEXAS
(31.827243635000457, -99.4267664729997)",
COLORADO,2014,17,7,,8,,24,,159,,235,,,-,0,,2,,5,,11,,1,,1,,7,,6,,8,,"COLORADO
(38.84384047000049, -106.13360888799969)",
HAWAII,2014,17,,-,1,,6,,39,,28,,,-,0,,2,,4,,2,,,-,0,,1,,1,,2,,"HAWAII
(21.30485166200043, -157.85774691599974)",
ALABAMA,2014,17,1,,3,,10,,93,,86,,,-,0,,2,,6,,10,,,-,0,,10,,6,,4,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
ILLINOIS,2014,17,,N,0,,0,,,N,,N,,-,1,,3,,10,,17,,,-,4,,32,,30,,26,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
MINNESOTA,2014,17,,-,8,,19,,105,,249,,,-,0,,3,,6,,15,,,-,1,,3,,14,,9,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MAINE,2014,17,2,,2,,6,,53,,57,,,-,0,,1,,1,,3,,2,,0,,3,,5,,5,,"MAINE
(45.254228663000504, -68.98502952999962)",
MONTANA,2014,17,,-,0,,4,,17,,10,,,-,0,,0,,,-,1,,,-,0,,2,,2,,3,,"MONTANA
(47.066526051000494, -109.42441687999968)",
WISCONSIN,2014,17,8,,7,,16,,140,,214,,,-,0,,3,,5,,7,,,-,2,,12,,4,,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
UTAH,2014,17,,-,2,,11,,19,,89,,,-,0,,2,,2,,9,,,-,0,,3,,8,,7,,"UTAH
(39.36070374600047, -111.5871285339997)",
ARKANSAS,2014,17,,-,4,,30,,71,,95,,,-,0,,2,,2,,2,,,-,0,,3,,4,,7,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
MASSACHUSETTS,2014,17,,-,0,,2,,6,,7,,,-,0,,2,,2,,6,,,-,3,,20,,27,,22,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
IDAHO,2014,17,,N,0,,0,,,N,,N,1,,0,,1,,2,,3,,1,,0,,2,,5,,3,,"IDAHO
(43.682630058000484, -114.3637261449997)",
NEW YORK CITY,2014,17,11,,11,,25,,234,,343,,,-,0,,4,,6,,12,,,-,3,,47,,29,,27,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
GEORGIA,2014,17,4,,14,,45,,335,,562,,,-,1,,5,,17,,36,,,-,1,,5,,9,,16,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
NORTH CAROLINA,2014,17,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,2,,9,,24,,16,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
VERMONT,2014,17,,-,1,,4,,24,,28,,,-,0,,0,,,-,,-,,-,0,,2,,1,,3,,"VERMONT
(43.62538292400046, -72.51763944499965)",
PENNSYLVANIA,2014,17,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,,-,6,,26,,50,,53,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
SOUTH DAKOTA,2014,17,,-,2,,5,,37,,49,,,N,0,,0,,,N,,N,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
TENNESSEE,2014,17,17,,15,,31,,327,,381,,,-,1,,5,,19,,16,,1,,1,,7,,14,,15,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
DELAWARE,2014,17,,-,0,,5,,14,,17,,,-,0,,1,,,-,,-,,-,0,,4,,2,,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
WASHINGTON,2014,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,10,,3,,7,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
RHODE ISLAND,2014,17,1,,1,,18,,20,,1,,,-,0,,1,,1,,,-,3,,0,,10,,9,,5,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
MARYLAND,2014,17,14,,7,,20,,190,,230,,1,,0,,4,,12,,16,,1,,3,,14,,26,,18,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
KENTUCKY,2014,17,6,,4,,10,,87,,133,,,-,0,,1,,4,,4,,,-,1,,4,,15,,5,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
NEBRASKA,2014,17,1,,3,,8,,59,,63,,,-,0,,2,,5,,5,,,-,0,,2,,1,,10,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
MICHIGAN,2014,17,2,,11,,28,,191,,347,,,-,0,,4,,10,,18,,,-,3,,21,,13,,18,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
VIRGIN ISL.,2014,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
ARIZONA,2014,17,,-,14,,40,,382,,423,,,-,0,,4,,15,,21,,,-,1,,5,,8,,20,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NORTH DAKOTA,2014,17,,-,1,,5,,12,,48,,,-,0,,1,,1,,5,,,-,0,,1,,2,,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NEW YORK,2014,17,24,,15,,66,,312,,436,,1,,1,,6,,13,,22,,3,,7,,40,,66,,45,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
IOWA,2014,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,2,,3,,"IOWA
(42.469404401000475, -93.81648936699969)",
INDIANA,2014,17,,-,10,,23,,171,,317,,,-,1,,3,,10,,12,,,-,2,,6,,20,,20,,"INDIANA
(39.76691364600049, -86.14995579899966)",
MISSISSIPPI,2014,17,,-,4,,13,,100,,109,,,-,0,,2,,9,,10,,,-,0,,2,,5,,7,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NEW MEXICO,2014,17,,-,5,,12,,126,,165,,,-,0,,2,,7,,7,,,-,0,,2,,,-,4,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
LOUISIANA,2014,17,,-,5,,23,,160,,132,,,-,0,,2,,12,,8,,,-,0,,3,,7,,10,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
WEST VIRGINIA,2014,17,5,,4,,14,,94,,174,,,-,0,,2,,5,,10,,,-,0,,4,,5,,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
GUAM,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
VIRGINIA,2014,17,,-,0,,3,,8,,16,,,-,0,,3,,8,,16,,,-,2,,9,,16,,17,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
OKLAHOMA,2014,17,,-,0,,1,,4,,9,,,-,0,,1,,4,,9,,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
PUERTO RICO,2014,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,7,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
OREGON,2014,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,2,,5,,7,,"OREGON
(44.567446178000466, -120.15502977999972)",
NEW HAMPSHIRE,2014,17,,-,1,,5,,22,,36,,,-,0,,1,,1,,1,,,-,0,,3,,2,,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
ALASKA,2014,17,,-,2,,6,,26,,40,,,-,0,,2,,3,,7,,,-,0,,1,,1,,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
MISSOURI,2014,17,,N,0,,0,,,N,,N,,-,0,,2,,6,,21,,,-,1,,11,,10,,10,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
OHIO,2014,17,31,,19,,47,,400,,569,,2,,1,,4,,17,,13,,3,,6,,66,,80,,57,,"OHIO
(40.06021029700048, -82.40425685299965)",
WYOMING,2014,17,,-,0,,2,,5,,11,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
AMER. SAMOA,2014,17,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,17,22,,17,,45,,481,,533,,5,,1,,5,,37,,38,,6,,4,,15,,76,,46,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
SOUTH CAROLINA,2014,17,15,,7,,27,,215,,223,,,-,0,,2,,14,,7,,,-,0,,3,,7,,5,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
CONNECTICUT,2014,17,,-,4,,11,,57,,173,,,-,0,,2,,5,,6,,,-,1,,10,,11,,4,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
UNITED STATES,2014,18,222,,270,,654,,5855,,8245,,11,,19,,50,,360,,499,,34,,72,,282,,769,,742,,,
NEW ENGLAND,2014,18,8,,11,,34,,218,,320,,,-,1,,3,,11,,18,,,-,6,,25,,63,,42,,,
MID. ATLANTIC,2014,18,39,,33,,110,,594,,1137,,,-,2,,10,,22,,52,,11,,19,,127,,162,,168,,,
E.N. CENTRAL,2014,18,36,,49,,107,,967,,1554,,1,,3,,9,,53,,73,,7,,16,,102,,156,,137,,,
W.N. CENTRAL,2014,18,2,,16,,37,,274,,512,,1,,1,,4,,19,,50,,,-,3,,15,,31,,37,,,
S. ATLANTIC,2014,18,55,,58,,131,,1427,,1862,,5,,5,,12,,101,,128,,9,,14,,44,,177,,123,,,
E.S. CENTRAL,2014,18,14,,25,,51,,624,,731,,,-,2,,6,,38,,43,,2,,3,,13,,43,,33,,,
W.S. CENTRAL,2014,18,50,,35,,296,,892,,1017,,3,,3,,20,,74,,70,,2,,3,,26,,48,,58,,,
MOUNTAIN,2014,18,16,,30,,82,,786,,1041,,1,,2,,5,,35,,55,,1,,3,,9,,34,,53,,,
PACIFIC,2014,18,2,,3,,8,,73,,71,,,-,0,,3,,7,,10,,2,,4,,11,,55,,91,,,
MAINE,2014,18,4,,2,,6,,58,,58,,,-,0,,1,,1,,3,,,-,0,,3,,5,,5,,"MAINE
(45.254228663000504, -68.98502952999962)",
MARYLAND,2014,18,11,,8,,20,,201,,239,,1,,0,,4,,13,,17,,2,,3,,14,,29,,18,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
IDAHO,2014,18,,N,0,,0,,,N,,N,,-,0,,1,,2,,3,,,-,0,,2,,5,,3,,"IDAHO
(43.682630058000484, -114.3637261449997)",
SOUTH DAKOTA,2014,18,2,,2,,5,,40,,52,,,N,0,,0,,,N,,N,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
WISCONSIN,2014,18,4,,7,,16,,148,,229,,,-,0,,3,,5,,8,,,-,2,,12,,4,,9,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
AMER. SAMOA,2014,18,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,18,2,,1,,18,,22,,1,,,-,0,,1,,1,,,-,,-,0,,10,,10,,6,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
ALABAMA,2014,18,4,,3,,10,,97,,87,,,-,0,,2,,6,,10,,,-,0,,10,,6,,5,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MONTANA,2014,18,,-,0,,4,,17,,12,,,-,0,,0,,,-,1,,,-,0,,2,,2,,3,,"MONTANA
(47.066526051000494, -109.42441687999968)",
MASSACHUSETTS,2014,18,,-,0,,2,,7,,8,,,-,0,,2,,3,,7,,,-,3,,20,,30,,22,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
ARKANSAS,2014,18,4,,4,,30,,78,,102,,,-,0,,2,,3,,2,,,-,0,,3,,5,,7,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
C.N.M.I.,2014,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PUERTO RICO,2014,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,7,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
ILLINOIS,2014,18,,N,0,,0,,,N,,N,,-,1,,3,,10,,17,,,-,4,,32,,30,,28,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEW MEXICO,2014,18,,-,5,,12,,126,,172,,,-,0,,2,,7,,7,,,-,0,,2,,,-,4,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
KANSAS,2014,18,,-,2,,9,,46,,80,,,N,0,,0,,,N,,N,,-,0,,3,,,-,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NORTH CAROLINA,2014,18,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,2,,9,,25,,16,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
CONNECTICUT,2014,18,,-,4,,11,,77,,184,,,-,0,,2,,5,,7,,,-,1,,10,,14,,4,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
COLORADO,2014,18,8,,8,,24,,167,,242,,,-,0,,2,,5,,11,,1,,1,,7,,7,,9,,"COLORADO
(38.84384047000049, -106.13360888799969)",
INDIANA,2014,18,,-,10,,23,,179,,334,,,-,0,,3,,10,,13,,,-,2,,6,,20,,22,,"INDIANA
(39.76691364600049, -86.14995579899966)",
KENTUCKY,2014,18,,-,4,,10,,87,,137,,,-,0,,1,,4,,4,,,-,1,,4,,15,,6,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
