Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag",Location 1,Location 2
OKLAHOMA,2015,27,,-,0,,2,,5,,10,,,-,0,,22,,7,,14,,,,0,,19,,6,,13,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH DAKOTA,2015,27,,-,0,,3,,5,,3,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
VIRGINIA,2015,27,,-,0,,3,,18,,13,,1,,1,,4,,27,,30,,,,1,,3,,20,,30,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
UTAH,2015,27,,-,0,,1,,4,,6,,,-,0,,2,,5,,4,,,,0,,2,,6,,25,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW YORK,2015,27,1,,1,,4,,19,,14,,1,,0,,3,,11,,18,,2,,2,,11,,41,,57,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW HAMPSHIRE,2015,27,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
OREGON,2015,27,,-,0,,2,,16,,6,,1,,0,,3,,15,,19,,,,0,,2,,9,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
ILLINOIS,2015,27,,-,1,,9,,19,,34,,,-,1,,4,,28,,31,,,,0,,2,,10,,16,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
UNITED STATES,2015,28,13,,23,,39,,629,,615,,35,,51,,131,,1442,,1495,,16,,34,,76,,820,,1167,,,
NEW ENGLAND,2015,28,,-,1,,7,,28,,42,,,-,0,,3,,8,,35,,,,4,,11,,80,,149,,,
MID. ATLANTIC,2015,28,2,,4,,10,,113,,80,,3,,3,,9,,63,,138,,1,,4,,16,,100,,181,,,
E.N. CENTRAL,2015,28,1,,3,,9,,70,,91,,5,,9,,79,,364,,269,,4,,6,,14,,162,,188,,,
W.N. CENTRAL,2015,28,,-,1,,4,,27,,44,,,-,1,,4,,23,,39,,,,1,,6,,28,,44,,,
S. ATLANTIC,2015,28,3,,4,,11,,135,,117,,11,,16,,35,,509,,449,,5,,6,,32,,199,,228,,,
DIST. OF COL.,2015,28,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,28,,-,1,,5,,22,,19,,5,,10,,17,,249,,296,,5,,6,,12,,144,,171,,,
W.S. CENTRAL,2015,28,4,,3,,8,,75,,73,,9,,5,,39,,99,,121,,,,1,,24,,28,,49,,,
MOUNTAIN,2015,28,2,,2,,5,,55,,51,,,-,1,,5,,27,,51,,,,1,,5,,24,,67,,,
PACIFIC,2015,28,1,,4,,10,,104,,98,,2,,3,,9,,100,,97,,1,,2,,14,,55,,90,,,
AMER. SAMOA,2015,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2015,28,,-,0,,1,,2,,1,,,-,0,,0,,,-,4,,,,0,,1,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
UTAH,2015,28,,-,0,,1,,4,,6,,,-,0,,2,,5,,4,,,,0,,2,,7,,25,,"UTAH
(39.36070123200005, -111.58712831499997)",
MISSOURI,2015,28,,-,0,,2,,1,,13,,,-,0,,2,,4,,14,,,,0,,2,,3,,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
CALIFORNIA,2015,28,,-,2,,10,,67,,80,,,-,2,,5,,63,,58,,,,1,,6,,23,,38,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
KANSAS,2015,28,,-,0,,2,,4,,3,,,-,0,,2,,2,,6,,,,0,,4,,12,,19,,"KANSAS
(38.347742794000055, -98.20077822999997)",
ARKANSAS,2015,28,,-,0,,1,,5,,1,,,-,0,,2,,8,,14,,,,0,,1,,1,,9,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW YORK,2015,28,,-,1,,4,,19,,14,,1,,0,,3,,12,,20,,1,,2,,11,,43,,58,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ALASKA,2015,28,,-,0,,1,,3,,1,,,-,0,,1,,1,,2,,,,0,,0,,,N,,N,"ALASKA
(64.84508688700004, -147.72202846799996)",
LOUISIANA,2015,28,,-,0,,1,,2,,4,,,-,1,,5,,21,,41,,,,0,,2,,6,,9,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WISCONSIN,2015,28,,-,0,,1,,4,,5,,,-,0,,57,,5,,8,,,,0,,4,,9,,25,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
SOUTH CAROLINA,2015,28,,-,0,,1,,5,,4,,,-,0,,4,,15,,18,,,,0,,1,,2,,2,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
GUAM,2015,28,,-,0,,3,,,-,14,,,-,0,,9,,,-,30,,,,0,,8,,,-,45,,"GUAM
(13.480999164000025, 144.7314964090001)",
MASSACHUSETTS,2015,28,,-,1,,3,,15,,20,,,-,0,,2,,5,,18,,,,3,,10,,58,,127,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CONNECTICUT,2015,28,,-,0,,2,,5,,14,,,-,0,,1,,3,,7,,,,0,,2,,8,,3,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW MEXICO,2015,28,,-,0,,1,,4,,7,,,-,0,,1,,1,,1,,,,0,,2,,1,,11,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
OKLAHOMA,2015,28,,-,0,,2,,5,,10,,1,,0,,22,,8,,14,,,,0,,19,,6,,14,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW JERSEY,2015,28,,-,1,,4,,26,,21,,,-,0,,4,,1,,45,,,,0,,5,,9,,69,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MARYLAND,2015,28,,-,0,,2,,9,,16,,,-,1,,3,,18,,20,,2,,0,,3,,18,,30,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
PENNSYLVANIA,2015,28,2,,1,,3,,26,,21,,1,,1,,4,,23,,43,,,,1,,5,,40,,43,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH DAKOTA,2015,28,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NORTH CAROLINA,2015,28,2,,1,,7,,27,,16,,3,,1,,19,,89,,56,,,,0,,26,,66,,46,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
WEST VIRGINIA,2015,28,,-,0,,1,,3,,5,,1,,4,,8,,106,,107,,,,1,,4,,38,,38,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
TEXAS,2015,28,4,,2,,7,,63,,58,,8,,2,,17,,62,,52,,,,0,,6,,15,,17,,"TEXAS
(31.827240467000024, -99.42676785299994)",
HAWAII,2015,28,,-,0,,2,,3,,2,,2,,0,,2,,9,,2,,,,0,,1,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
RHODE ISLAND,2015,28,,-,0,,2,,4,,3,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
KENTUCKY,2015,28,,-,0,,2,,6,,5,,,-,3,,7,,45,,82,,,,2,,6,,22,,100,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MISSISSIPPI,2015,28,,-,0,,1,,,-,1,,,-,1,,4,,33,,23,,,,0,,0,,,U,,U,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEVADA,2015,28,,-,0,,2,,3,,4,,,-,0,,3,,5,,14,,,,0,,2,,5,,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
TENNESSEE,2015,28,,-,0,,2,,6,,8,,5,,4,,10,,124,,133,,5,,3,,9,,82,,55,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
GEORGIA,2015,28,,-,0,,6,,24,,13,,,-,2,,6,,45,,58,,,,0,,3,,8,,28,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEBRASKA,2015,28,,-,0,,2,,3,,7,,,-,0,,1,,,-,5,,,,0,,1,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WYOMING,2015,28,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
PUERTO RICO,2015,28,,-,0,,1,,2,,3,,,-,0,,4,,12,,13,,,,0,,0,,,N,,N,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
VIRGINIA,2015,28,,-,0,,3,,19,,13,,,-,1,,4,,28,,31,,1,,1,,3,,21,,30,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
FLORIDA,2015,28,1,,1,,4,,45,,50,,7,,7,,12,,203,,155,,2,,1,,4,,46,,54,,"FLORIDA
(28.932571766000024, -81.92832639299996)",
ARIZONA,2015,28,2,,1,,4,,23,,13,,,-,0,,3,,8,,15,,,,0,,0,,,U,,U,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MICHIGAN,2015,28,,-,1,,3,,17,,23,,1,,1,,3,,21,,27,,3,,2,,7,,69,,33,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
COLORADO,2015,28,,-,0,,2,,10,,15,,,-,0,,2,,2,,14,,,,0,,2,,4,,18,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MAINE,2015,28,,-,0,,2,,2,,2,,,-,0,,1,,,-,6,,,,0,,2,,14,,19,,"MAINE
(45.25422910300006, -68.98502586699993)",
SOUTH DAKOTA,2015,28,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK CITY,2015,28,,-,1,,5,,42,,24,,1,,1,,4,,27,,30,,,,0,,5,,8,,11,,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
OHIO,2015,28,1,,0,,5,,21,,16,,4,,4,,75,,251,,121,,1,,2,,5,,60,,54,,"OHIO
(40.060212455000055, -82.40425667899996)",
DELAWARE,2015,28,,-,0,,1,,2,,,-,,-,0,,2,,5,,4,,,,0,,0,,,U,,U,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MONTANA,2015,28,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,,0,,2,,6,,8,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MINNESOTA,2015,28,,-,0,,2,,12,,12,,,-,0,,2,,6,,7,,,,0,,3,,12,,20,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
INDIANA,2015,28,,-,0,,2,,9,,13,,,-,2,,5,,58,,81,,,,1,,7,,14,,60,,"INDIANA
(39.766913353000064, -86.14995646699998)",
OREGON,2015,28,,-,0,,2,,16,,7,,,-,0,,3,,14,,22,,,,0,,2,,9,,12,,"OREGON
(44.56745049300008, -120.15502935599994)",
ILLINOIS,2015,28,,-,1,,9,,19,,34,,,-,1,,4,,29,,32,,,,0,,2,,10,,16,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IDAHO,2015,28,,-,0,,2,,7,,2,,,-,0,,1,,6,,3,,,,0,,2,,1,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
ALABAMA,2015,28,,-,0,,3,,10,,5,,,-,2,,6,,47,,58,,,,1,,6,,40,,16,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
IOWA,2015,28,,-,0,,2,,2,,5,,,-,0,,2,,10,,6,,,,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW HAMPSHIRE,2015,28,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
UNITED STATES,2015,29,16,,24,,39,,660,,633,,25,,51,,132,,1498,,1543,,15,,35,,76,,880,,1222,,,
NEW ENGLAND,2015,29,,-,1,,7,,30,,44,,,-,0,,3,,8,,36,,,,4,,11,,82,,156,,,
MID. ATLANTIC,2015,29,2,,4,,10,,115,,83,,1,,3,,9,,66,,140,,3,,4,,16,,106,,186,,,
E.N. CENTRAL,2015,29,1,,3,,9,,77,,93,,5,,8,,79,,369,,277,,4,,6,,14,,174,,198,,,
W.N. CENTRAL,2015,29,,-,1,,4,,27,,46,,,-,1,,4,,23,,40,,,,1,,6,,28,,44,,,
S. ATLANTIC,2015,29,5,,4,,11,,140,,121,,11,,16,,35,,530,,463,,3,,6,,32,,206,,243,,,
DIST. OF COL.,2015,29,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,29,2,,1,,5,,27,,19,,4,,10,,17,,258,,306,,,,6,,13,,167,,177,,,
W.S. CENTRAL,2015,29,2,,3,,8,,77,,75,,3,,5,,39,,104,,127,,1,,1,,24,,30,,51,,,
MOUNTAIN,2015,29,3,,2,,5,,60,,52,,,-,1,,5,,32,,52,,,,1,,5,,28,,69,,,
PACIFIC,2015,29,1,,4,,10,,107,,100,,1,,4,,9,,108,,102,,4,,2,,14,,59,,98,,,
AMER. SAMOA,2015,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2015,29,1,,0,,5,,22,,17,,4,,4,,75,,253,,123,,2,,2,,5,,63,,59,,"OHIO
(40.060212455000055, -82.40425667899996)",
VERMONT,2015,29,,-,0,,1,,2,,1,,,-,0,,0,,,-,4,,,,0,,1,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
TEXAS,2015,29,2,,2,,7,,65,,60,,2,,2,,17,,65,,55,,1,,0,,6,,16,,18,,"TEXAS
(31.827240467000024, -99.42676785299994)",
OREGON,2015,29,,-,0,,2,,16,,7,,,-,0,,4,,17,,22,,,,0,,1,,8,,14,,"OREGON
(44.56745049300008, -120.15502935599994)",
ALASKA,2015,29,,-,0,,1,,3,,1,,,-,0,,1,,1,,2,,,,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW YORK CITY,2015,29,1,,1,,5,,43,,24,,1,,1,,4,,28,,32,,,,0,,5,,8,,11,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WISCONSIN,2015,29,,-,0,,1,,5,,5,,,-,0,,57,,5,,8,,,,0,,4,,9,,25,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW YORK,2015,29,1,,1,,4,,20,,14,,,-,0,,3,,12,,20,,3,,2,,11,,47,,59,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
PENNSYLVANIA,2015,29,,-,1,,3,,26,,22,,,-,1,,4,,25,,43,,,,1,,5,,40,,45,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH CAROLINA,2015,29,,-,1,,7,,27,,17,,2,,1,,19,,91,,58,,,,0,,26,,66,,53,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
GUAM,2015,29,,-,0,,3,,,-,15,,,-,0,,0,,,-,9,,,,0,,0,,,-,5,,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,29,,-,0,,2,,6,,8,,3,,4,,10,,131,,134,,,,3,,9,,84,,59,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
IDAHO,2015,29,,-,0,,2,,7,,2,,,-,0,,1,,6,,3,,,,0,,2,,1,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
OKLAHOMA,2015,29,,-,0,,2,,5,,10,,1,,0,,22,,9,,14,,,,0,,19,,6,,14,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MASSACHUSETTS,2015,29,,-,1,,3,,15,,21,,,-,0,,2,,5,,19,,,,3,,10,,58,,134,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
GEORGIA,2015,29,3,,0,,6,,27,,14,,,-,2,,6,,47,,60,,,,0,,3,,8,,30,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PUERTO RICO,2015,29,,-,0,,1,,2,,3,,,-,0,,4,,12,,13,,,,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
HAWAII,2015,29,,-,0,,2,,3,,2,,,-,0,,2,,9,,3,,,,0,,1,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
SOUTH DAKOTA,2015,29,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NORTH DAKOTA,2015,29,,-,0,,3,,5,,5,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW HAMPSHIRE,2015,29,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
WASHINGTON,2015,29,1,,0,,5,,16,,9,,1,,0,,7,,14,,13,,4,,1,,14,,26,,40,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
COLORADO,2015,29,,-,0,,2,,10,,15,,,-,0,,2,,2,,14,,,,0,,2,,4,,19,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALABAMA,2015,29,2,,0,,3,,13,,5,,,-,2,,6,,47,,62,,,,1,,6,,40,,17,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEBRASKA,2015,29,,-,0,,2,,3,,7,,,-,0,,1,,,-,5,,,,0,,1,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WYOMING,2015,29,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ARKANSAS,2015,29,,-,0,,1,,5,,1,,,-,0,,2,,9,,15,,,,0,,1,,1,,9,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MARYLAND,2015,29,,-,0,,2,,9,,16,,,-,1,,3,,18,,20,,1,,0,,3,,19,,31,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
CONNECTICUT,2015,29,,-,0,,2,,7,,15,,,-,0,,1,,3,,7,,,,0,,2,,9,,3,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
SOUTH CAROLINA,2015,29,,-,0,,1,,5,,4,,,-,0,,4,,16,,18,,,,0,,1,,2,,3,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MONTANA,2015,29,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,,0,,2,,6,,8,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW MEXICO,2015,29,,-,0,,1,,4,,7,,,-,0,,1,,1,,1,,,,0,,2,,1,,11,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MAINE,2015,29,,-,0,,2,,2,,2,,,-,0,,1,,,-,6,,,,0,,2,,15,,19,,"MAINE
(45.25422910300006, -68.98502586699993)",
DELAWARE,2015,29,,-,0,,1,,2,,,-,,-,0,,2,,6,,4,,,,0,,0,,,U,,U,"DELAWARE
(39.00883389200004, -75.57773597599999)",
INDIANA,2015,29,,-,0,,2,,9,,13,,,-,2,,5,,59,,84,,,,1,,7,,16,,63,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MICHIGAN,2015,29,,-,1,,3,,19,,24,,1,,1,,3,,23,,28,,2,,2,,7,,76,,35,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
CALIFORNIA,2015,29,,-,2,,10,,69,,81,,,-,2,,5,,67,,62,,,,1,,4,,25,,44,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
LOUISIANA,2015,29,,-,0,,1,,2,,4,,,-,1,,5,,21,,43,,,,0,,2,,7,,10,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MINNESOTA,2015,29,,-,0,,2,,12,,13,,,-,0,,2,,6,,7,,,,0,,3,,12,,20,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IOWA,2015,29,,-,0,,2,,2,,5,,,-,0,,2,,10,,6,,,,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
KENTUCKY,2015,29,,-,0,,2,,8,,5,,,-,3,,7,,45,,86,,,,2,,6,,43,,101,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ILLINOIS,2015,29,,-,1,,9,,22,,34,,,-,1,,4,,29,,34,,,,0,,2,,10,,16,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
WEST VIRGINIA,2015,29,,-,0,,1,,3,,5,,,-,4,,8,,110,,111,,,,1,,4,,39,,38,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
RHODE ISLAND,2015,29,,-,0,,2,,4,,3,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
UTAH,2015,29,,-,0,,1,,4,,6,,,-,0,,2,,5,,4,,,,0,,2,,8,,26,,"UTAH
(39.36070123200005, -111.58712831499997)",
MISSISSIPPI,2015,29,,-,0,,1,,,-,1,,1,,1,,4,,35,,24,,,,0,,0,,,U,,U,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VIRGINIA,2015,29,,-,0,,3,,19,,13,,,-,1,,4,,28,,32,,,,1,,3,,23,,33,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
FLORIDA,2015,29,2,,1,,4,,47,,52,,9,,7,,12,,214,,160,,2,,2,,4,,49,,55,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEVADA,2015,29,,-,0,,2,,6,,5,,,-,0,,3,,9,,14,,,,0,,2,,8,,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW JERSEY,2015,29,,-,1,,4,,26,,23,,,-,0,,4,,1,,45,,,,0,,5,,11,,71,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MISSOURI,2015,29,,-,0,,2,,1,,13,,,-,0,,2,,4,,15,,,,0,,2,,3,,4,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KANSAS,2015,29,,-,0,,2,,4,,3,,,-,0,,2,,2,,6,,,,0,,4,,12,,19,,"KANSAS
(38.347742794000055, -98.20077822999997)",
ARIZONA,2015,29,3,,1,,4,,25,,13,,,-,0,,3,,9,,16,,,,0,,0,,,U,,U,"ARIZONA
(34.86597351900008, -111.76380664699997)",
UNITED STATES,2015,30,20,,24,,39,,695,,663,,23,,52,,132,,1575,,1584,,18,,35,,76,,920,,1254,,,
NEW ENGLAND,2015,30,1,,1,,7,,34,,44,,,-,0,,3,,9,,39,,,,4,,11,,91,,159,,,
MID. ATLANTIC,2015,30,3,,4,,10,,118,,91,,,-,3,,9,,78,,144,,4,,4,,16,,111,,189,,,
E.N. CENTRAL,2015,30,1,,3,,9,,79,,98,,2,,8,,79,,380,,285,,3,,6,,14,,179,,206,,,
W.N. CENTRAL,2015,30,1,,1,,4,,29,,47,,,-,1,,4,,23,,42,,,,1,,6,,28,,45,,,
S. ATLANTIC,2015,30,7,,4,,11,,147,,126,,14,,18,,35,,556,,472,,6,,6,,32,,215,,247,,,
DIST. OF COL.,2015,30,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,30,1,,1,,5,,29,,22,,2,,10,,17,,272,,313,,1,,6,,13,,174,,183,,,
W.S. CENTRAL,2015,30,6,,3,,8,,83,,78,,2,,4,,39,,107,,132,,2,,1,,24,,32,,53,,,
MOUNTAIN,2015,30,,-,2,,5,,60,,56,,,-,1,,5,,34,,55,,,,1,,5,,29,,71,,,
PACIFIC,2015,30,,-,4,,10,,116,,101,,3,,4,,9,,116,,102,,2,,2,,14,,61,,101,,,
AMER. SAMOA,2015,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
ALABAMA,2015,30,,-,0,,3,,13,,5,,1,,2,,6,,57,,62,,,,1,,6,,44,,18,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW HAMPSHIRE,2015,30,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
RHODE ISLAND,2015,30,,-,0,,2,,4,,3,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
PENNSYLVANIA,2015,30,1,,1,,3,,27,,23,,,-,1,,4,,27,,44,,2,,1,,5,,43,,45,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
UTAH,2015,30,,-,0,,1,,4,,7,,,-,0,,2,,6,,4,,,,0,,3,,9,,26,,"UTAH
(39.36070123200005, -111.58712831499997)",
GUAM,2015,30,,-,0,,0,,,-,5,,,-,0,,0,,,-,9,,,,0,,0,,,-,5,,"GUAM
(13.480998894000038, 144.73149801400007)",
KANSAS,2015,30,,-,0,,2,,4,,3,,,-,0,,2,,2,,6,,,,0,,4,,12,,19,,"KANSAS
(38.347742794000055, -98.20077822999997)",
SOUTH DAKOTA,2015,30,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
