Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2016","Hepatitis (viral, acute), type A, Cum 2016, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2016","Hepatitis (viral, acute), type B, Cum 2016, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2016","Hepatitis (viral, acute), type C, Cum 2016, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag",Location 1,Location 2
ILLINOIS,2016,11,,-,1,,9,,10,,13,,,-,1,,3,,3,,17,,,-,0,,3,,2,,7,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2016,11,,-,3,,10,,20,,42,,,-,3,,8,,14,,30,,,-,1,,4,,6,,10,,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2016,11,1,,2,,8,,20,,16,,3,,9,,15,,88,,75,,,-,2,,7,,40,,17,,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2016,11,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,,-,0,,2,,5,,3,,"MONTANA
(47.062617, -109.430168)",
WEST VIRGINIA,2016,11,,-,0,,2,,,-,,-,,-,5,,12,,22,,42,,,-,1,,4,,9,,16,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,11,,-,3,,11,,33,,18,,,-,2,,9,,6,,17,,,-,0,,4,,,-,8,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2016,11,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,-,0,,3,,,-,6,,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2016,11,,-,0,,1,,2,,,-,,-,0,,1,,,-,2,,,-,0,,4,,2,,2,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,11,1,,0,,2,,4,,5,,,-,0,,4,,,-,6,,,-,0,,3,,,-,10,,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2016,11,,-,0,,1,,,-,1,,,-,0,,2,,2,,10,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2016,11,,-,0,,3,,5,,11,,,-,2,,20,,6,,40,,,-,1,,17,,2,,34,,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2016,11,,-,0,,2,,,-,5,,1,,2,,9,,10,,37,,,-,2,,6,,4,,27,,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2016,11,,-,0,,1,,,-,3,,,-,0,,2,,4,,1,,,-,0,,2,,1,,9,,"KANSAS
(38.345528, -98.201847)",
UNITED STATES,2016,12,10,,26,,45,,251,,275,,15,,60,,87,,453,,766,,6,,40,,55,,281,,525,,,
NEW ENGLAND,2016,12,2,,1,,3,,17,,11,,1,,1,,2,,13,,10,,,-,4,,10,,17,,76,,,
MID. ATLANTIC,2016,12,1,,4,,9,,33,,46,,2,,3,,7,,27,,49,,2,,5,,17,,49,,79,,,
NEW YORK CITY,2016,12,,-,1,,5,,10,,7,,1,,1,,3,,10,,14,,,-,0,,5,,3,,2,,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,,-,3,,12,,31,,31,,5,,10,,22,,94,,223,,2,,6,,13,,68,,90,,,
W.N. CENTRAL,2016,12,1,,1,,3,,9,,19,,,-,1,,4,,8,,17,,,-,1,,3,,11,,20,,,
S. ATLANTIC,2016,12,,-,6,,13,,63,,54,,5,,20,,37,,172,,221,,1,,8,,21,,73,,107,,,
DIST. OF COL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,12,,-,1,,5,,8,,13,,1,,10,,21,,80,,132,,1,,6,,11,,38,,87,,,
W.S. CENTRAL,2016,12,2,,3,,13,,42,,26,,,-,6,,18,,22,,50,,,-,1,,6,,3,,22,,,
MOUNTAIN,2016,12,2,,2,,6,,19,,20,,,-,2,,8,,9,,17,,,-,1,,8,,8,,26,,,
PACIFIC,2016,12,2,,4,,10,,29,,55,,1,,4,,10,,28,,47,,,-,2,,13,,14,,18,,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TENNESSEE,2016,12,,-,0,,2,,,-,4,,,-,5,,10,,45,,56,,1,,3,,7,,27,,42,,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2016,12,,-,3,,11,,35,,21,,,-,2,,9,,6,,21,,,-,0,,4,,,-,9,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2016,12,,-,0,,1,,,-,3,,,-,0,,2,,1,,4,,,-,0,,2,,,-,3,,"NEVADA
(39.491833, -117.070159)",
KANSAS,2016,12,,-,0,,1,,,-,3,,,-,0,,2,,4,,2,,,-,0,,2,,1,,9,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2016,12,2,,0,,2,,2,,1,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2016,12,,-,0,,5,,2,,5,,3,,6,,11,,66,,163,,1,,2,,7,,11,,27,,"OHIO
(40.056807, -82.405897)",
MARYLAND,2016,12,,-,0,,2,,4,,3,,,-,1,,4,,9,,9,,,-,0,,3,,5,,11,,"MARYLAND
(39.290443, -76.612333)",
MASSACHUSETTS,2016,12,,-,1,,3,,10,,8,,,-,0,,2,,3,,7,,,-,4,,9,,3,,64,,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2016,12,,-,0,,3,,2,,2,,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WISCONSIN,2016,12,,-,0,,1,,,-,1,,1,,0,,1,,5,,2,,,-,0,,3,,2,,4,,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2016,12,1,,1,,4,,10,,8,,,-,0,,3,,4,,3,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
VERMONT,2016,12,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2016,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2016,12,,-,2,,8,,21,,18,,3,,9,,15,,92,,82,,1,,2,,7,,41,,19,,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,12,,-,0,,3,,6,,11,,,-,2,,20,,8,,41,,,-,1,,17,,2,,36,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,12,,-,1,,5,,15,,8,,,-,1,,11,,14,,12,,,-,1,,4,,9,,8,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,12,1,,0,,2,,7,,,-,,-,0,,1,,1,,,-,,-,0,,1,,4,,1,,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2016,12,,-,1,,9,,11,,14,,,-,1,,3,,7,,18,,,-,0,,3,,2,,7,,"ILLINOIS
(40.477092, -88.993221)",
UTAH,2016,12,,-,0,,1,,2,,,-,,-,0,,1,,,-,2,,,-,0,,4,,2,,2,,"UTAH
(39.359772, -111.584173)",
HAWAII,2016,12,,-,0,,3,,2,,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2016,12,2,,0,,3,,3,,2,,,-,0,,10,,2,,,-,,-,0,,3,,2,,3,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,12,,-,0,,1,,,-,2,,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
WYOMING,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,12,,-,0,,3,,6,,3,,,-,2,,7,,8,,32,,,-,2,,7,,7,,30,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2016,12,,-,0,,3,,2,,17,,,-,1,,5,,5,,16,,,-,1,,6,,1,,27,,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2016,12,,-,0,,3,,4,,8,,,-,0,,3,,4,,4,,,-,0,,1,,2,,1,,"OREGON
(44.567912, -120.156945)",
WASHINGTON,2016,12,1,,0,,5,,2,,3,,,-,1,,3,,6,,4,,,-,1,,11,,4,,6,,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,12,,-,0,,1,,,-,1,,,-,1,,4,,9,,2,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2016,12,1,,0,,2,,5,,5,,,-,0,,4,,,-,6,,,-,0,,3,,,-,11,,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2016,12,,-,1,,6,,12,,8,,,-,2,,5,,14,,20,,,-,1,,3,,4,,17,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2016,12,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,,-,0,,2,,5,,3,,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,12,,-,1,,4,,12,,8,,1,,1,,4,,8,,8,,1,,2,,8,,46,,22,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2016,12,,-,0,,3,,7,,4,,1,,2,,6,,19,,21,,,-,1,,6,,7,,16,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2016,12,,-,0,,1,,1,,2,,,-,0,,1,,4,,2,,,-,0,,1,,1,,1,,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2016,12,,-,0,,0,,,-,1,,,-,0,,0,,,-,4,,,-,0,,0,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2016,12,,-,0,,1,,1,,,-,,-,0,,4,,6,,11,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2016,12,,-,0,,2,,2,,1,,,-,0,,1,,,-,3,,,-,0,,2,,6,,4,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH CAROLINA,2016,12,,-,0,,3,,5,,3,,,-,0,,2,,8,,10,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2016,12,,-,0,,2,,,-,1,,2,,5,,12,,27,,44,,,-,1,,4,,9,,16,,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2016,12,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2016,12,1,,1,,6,,11,,10,,1,,0,,3,,5,,7,,1,,2,,8,,28,,22,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,12,,-,0,,2,,,-,5,,,-,2,,9,,10,,44,,,-,2,,6,,4,,29,,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2016,12,1,,3,,10,,21,,42,,1,,3,,8,,16,,33,,,-,1,,4,,8,,11,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2016,12,,-,0,,2,,4,,2,,,-,2,,7,,5,,27,,,-,0,,4,,1,,9,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2016,12,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,-,0,,3,,,-,6,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2016,12,,-,0,,1,,,-,4,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,12,,-,0,,2,,,-,9,,,-,0,,2,,,-,4,,,-,0,,3,,2,,7,,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2016,12,,-,0,,1,,2,,1,,1,,0,,2,,9,,,-,,-,0,,3,,6,,8,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2016,12,,-,1,,4,,10,,12,,,-,1,,4,,7,,12,,1,,2,,6,,17,,28,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2016,12,,-,0,,1,,,-,1,,,-,0,,2,,2,,10,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
UNITED STATES,2016,13,14,,26,,46,,273,,301,,33,,59,,87,,503,,853,,15,,41,,57,,321,,573,,,
NEW ENGLAND,2016,13,,-,1,,3,,18,,11,,,-,1,,2,,13,,11,,1,,4,,10,,18,,80,,,
MID. ATLANTIC,2016,13,3,,4,,9,,36,,49,,4,,3,,7,,31,,52,,2,,5,,17,,56,,85,,,
NEW YORK CITY,2016,13,2,,1,,5,,12,,10,,2,,1,,3,,12,,15,,,-,0,,5,,3,,2,,"NEW YORK CITY
",
E.N. CENTRAL,2016,13,1,,3,,12,,33,,34,,8,,10,,22,,107,,245,,6,,7,,15,,87,,99,,,
W.N. CENTRAL,2016,13,,-,1,,3,,9,,19,,,-,1,,4,,9,,17,,,-,1,,3,,13,,23,,,
S. ATLANTIC,2016,13,3,,6,,13,,67,,57,,14,,20,,37,,195,,258,,2,,8,,20,,77,,115,,,
DIST. OF COL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,13,,-,1,,5,,10,,13,,3,,10,,21,,85,,145,,2,,6,,11,,42,,93,,,
W.S. CENTRAL,2016,13,6,,3,,13,,48,,27,,3,,6,,18,,25,,50,,1,,1,,6,,5,,22,,,
MOUNTAIN,2016,13,1,,2,,6,,20,,26,,,-,2,,8,,9,,20,,1,,2,,8,,10,,34,,,
PACIFIC,2016,13,,-,4,,10,,32,,65,,1,,4,,10,,29,,55,,,-,2,,13,,13,,22,,,
AMER. SAMOA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GUAM,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2016,13,,-,0,,5,,2,,3,,1,,1,,3,,7,,5,,,-,1,,12,,4,,7,,"WASHINGTON
(47.517368, -120.467672)",
MAINE,2016,13,,-,0,,1,,2,,1,,,-,0,,2,,9,,,-,1,,0,,3,,7,,9,,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2016,13,1,,0,,3,,4,,2,,2,,0,,10,,4,,,-,1,,0,,3,,3,,3,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2016,13,,-,0,,3,,8,,4,,,-,2,,6,,20,,23,,,-,1,,6,,7,,17,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2016,13,,-,0,,2,,,-,1,,,-,5,,12,,32,,48,,,-,1,,4,,9,,16,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,13,,-,0,,2,,7,,,-,,-,0,,1,,1,,,-,,-,0,,1,,4,,1,,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2016,13,,-,0,,2,,,-,5,,,-,2,,9,,10,,48,,,-,2,,6,,4,,32,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,13,4,,3,,11,,38,,22,,,-,2,,9,,6,,21,,,-,0,,4,,,-,9,,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2016,13,,-,0,,3,,7,,12,,,-,2,,20,,8,,61,,,-,1,,16,,2,,40,,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,13,,-,0,,1,,,-,2,,,-,0,,2,,2,,12,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,13,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,-,0,,3,,,-,9,,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2016,13,1,,1,,6,,12,,10,,1,,0,,3,,6,,7,,2,,2,,8,,31,,22,,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2016,13,,-,0,,1,,1,,3,,,-,0,,1,,4,,3,,,-,0,,1,,2,,1,,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2016,13,,-,0,,1,,,-,4,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2016,13,,-,1,,9,,12,,15,,,-,1,,3,,8,,21,,,-,0,,3,,6,,7,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,13,,-,1,,4,,12,,9,,,-,1,,4,,8,,9,,,-,2,,8,,46,,22,,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,13,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,,-,0,,2,,5,,3,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2016,13,,-,0,,3,,6,,3,,,-,2,,7,,11,,39,,,-,2,,8,,16,,36,,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2016,13,1,,0,,2,,6,,2,,1,,2,,7,,6,,27,,,-,0,,4,,2,,9,,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2016,13,,-,0,,1,,,-,2,,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2016,13,,-,0,,3,,5,,3,,,-,0,,2,,9,,10,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,13,,-,0,,2,,,-,4,,3,,5,,10,,48,,61,,2,,3,,7,,31,,44,,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2016,13,,-,1,,6,,12,,8,,2,,2,,5,,18,,21,,,-,1,,4,,4,,19,,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2016,13,,-,0,,2,,5,,6,,,-,0,,4,,,-,6,,1,,0,,3,,1,,14,,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2016,13,,-,0,,1,,,-,2,,,-,0,,1,,5,,2,,,-,0,,3,,2,,4,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2016,13,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,0,,2,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2016,13,1,,2,,8,,22,,18,,10,,9,,15,,103,,91,,2,,2,,7,,43,,21,,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2016,13,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2016,13,1,,1,,4,,11,,10,,,-,0,,3,,4,,5,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
IOWA,2016,13,,-,0,,3,,2,,2,,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2016,13,,-,0,,1,,,-,3,,,-,0,,2,,4,,2,,,-,0,,2,,3,,10,,"KANSAS
(38.345528, -98.201847)",
UTAH,2016,13,,-,0,,1,,2,,1,,,-,0,,1,,,-,2,,,-,0,,4,,2,,4,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,13,2,,1,,5,,17,,10,,1,,1,,11,,15,,15,,,-,1,,4,,9,,8,,"VIRGINIA
(37.542699, -78.45822)",
MARYLAND,2016,13,,-,0,,2,,4,,3,,1,,1,,4,,10,,9,,,-,0,,3,,7,,11,,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2016,13,,-,1,,4,,10,,12,,1,,1,,4,,8,,13,,,-,2,,6,,19,,34,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2016,13,,-,0,,3,,2,,17,,,-,1,,5,,5,,17,,,-,1,,6,,3,,27,,"NEW JERSEY
(40.104655, -74.386686)",
MINNESOTA,2016,13,,-,0,,1,,,-,9,,,-,0,,2,,,-,4,,,-,0,,3,,2,,9,,"MINNESOTA
(44.943719, -93.094281)",
MISSOURI,2016,13,,-,0,,0,,,-,1,,,-,0,,0,,,-,4,,,-,0,,0,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2016,13,,-,0,,2,,3,,1,,,-,0,,1,,,-,3,,,-,0,,2,,6,,4,,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2016,13,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2016,13,,-,0,,1,,2,,,-,,-,0,,4,,7,,13,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2016,13,,-,0,,3,,4,,8,,,-,0,,3,,4,,4,,,-,0,,1,,3,,2,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2016,13,,-,1,,3,,10,,8,,,-,0,,2,,3,,8,,,-,4,,9,,3,,67,,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2016,13,,-,3,,10,,24,,52,,,-,2,,8,,16,,40,,,-,1,,4,,6,,13,,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2016,13,,-,0,,2,,2,,1,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2016,13,,-,0,,1,,,-,3,,,-,0,,2,,1,,4,,,-,0,,2,,,-,3,,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2016,13,,-,0,,1,,,-,1,,,-,1,,4,,9,,2,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2016,13,1,,0,,5,,3,,5,,8,,6,,11,,75,,174,,6,,2,,7,,17,,30,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,13,,-,0,,3,,2,,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WYOMING,2016,13,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,14,4,,26,,46,,287,,328,,18,,60,,86,,548,,923,,11,,41,,57,,357,,622,,,
NEW ENGLAND,2016,14,,-,1,,3,,20,,12,,,-,1,,2,,14,,12,,,-,4,,10,,20,,86,,,
MID. ATLANTIC,2016,14,3,,4,,9,,39,,58,,2,,4,,7,,34,,55,,3,,5,,17,,62,,88,,,
NEW YORK CITY,2016,14,2,,1,,5,,14,,15,,,-,1,,3,,12,,15,,,-,0,,5,,3,,3,,"NEW YORK CITY
",
E.N. CENTRAL,2016,14,,-,3,,12,,33,,36,,5,,10,,17,,127,,256,,2,,7,,16,,104,,105,,,
W.N. CENTRAL,2016,14,,-,1,,3,,9,,19,,,-,1,,4,,9,,20,,1,,1,,3,,14,,25,,,
S. ATLANTIC,2016,14,,-,5,,14,,70,,61,,8,,21,,31,,209,,285,,4,,8,,21,,85,,132,,,
DIST. OF COL.,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,14,,-,1,,5,,10,,18,,,-,10,,21,,85,,157,,,-,6,,11,,42,,99,,,
W.S. CENTRAL,2016,14,1,,3,,13,,49,,30,,2,,6,,18,,28,,56,,,-,1,,6,,5,,25,,,
MOUNTAIN,2016,14,,-,2,,6,,21,,28,,,-,1,,8,,9,,22,,,-,1,,8,,10,,38,,,
PACIFIC,2016,14,,-,4,,10,,36,,66,,1,,4,,10,,33,,60,,1,,2,,13,,15,,24,,,
AMER. SAMOA,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GEORGIA,2016,14,,-,1,,3,,14,,10,,1,,2,,5,,19,,25,,,-,1,,3,,5,,27,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,14,,-,0,,3,,8,,7,,,-,2,,6,,20,,26,,,-,1,,6,,7,,19,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2016,14,,-,0,,2,,,-,2,,,-,5,,12,,36,,53,,1,,1,,4,,12,,20,,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,14,,-,0,,1,,2,,1,,,-,0,,1,,,-,3,,,-,0,,4,,2,,4,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2016,14,,-,0,,2,,7,,,-,,-,0,,1,,1,,,-,1,,0,,1,,5,,2,,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2016,14,,-,0,,1,,,-,3,,,-,0,,2,,4,,2,,,-,0,,2,,3,,10,,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2016,14,,-,0,,2,,6,,2,,1,,2,,7,,8,,30,,,-,0,,4,,2,,9,,"LOUISIANA
(31.2931, -92.463284)",
MISSOURI,2016,14,,-,0,,0,,,-,1,,,-,0,,0,,,-,4,,,-,0,,0,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
