Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag","Salmonellosis, Cum 2013","Salmonellosis, Cum 2013, flag",Location 1,Location 2
MAINE,2014,30,,-,2,,5,,69,,85,,"MAINE
(45.2542257390005, -68.98502952999962)",
MISSISSIPPI,2014,30,11,,12,,40,,327,,393,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
PUERTO RICO,2014,30,,-,8,,39,,231,,309,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
OREGON,2014,30,3,,6,,25,,181,,196,,"OREGON
(44.56745218600048, -120.15502977999972)",
KANSAS,2014,30,3,,7,,18,,191,,235,,"KANSAS
(38.3477418760005, -98.20077655499966)",
GUAM,2014,30,,-,0,,2,,,-,10,,"GUAM
(13.480998894000436, 144.73149801400064)",
IDAHO,2014,30,3,,3,,9,,83,,60,,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEVADA,2014,30,,-,3,,205,,69,,318,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ALASKA,2014,30,2,,1,,7,,50,,45,,"ALASKA
(64.84507631500048, -147.72205669099972)",
ARKANSAS,2014,30,14,,14,,36,,260,,252,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
WEST VIRGINIA,2014,30,2,,3,,10,,91,,113,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OKLAHOMA,2014,30,18,,14,,151,,383,,300,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
MICHIGAN,2014,30,4,,17,,42,,451,,534,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
WYOMING,2014,30,,-,1,,7,,26,,38,,"WYOMING
(43.235543013000495, -108.10982744299969)",
MISSOURI,2014,30,24,,16,,37,,374,,454,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NORTH DAKOTA,2014,30,,-,1,,4,,44,,68,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
KENTUCKY,2014,30,,-,9,,27,,278,,286,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEW YORK CITY,2014,30,22,,18,,50,,481,,589,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,30,20,,23,,58,,605,,901,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
SOUTH DAKOTA,2014,30,,-,2,,10,,71,,109,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
FLORIDA,2014,30,182,,115,,228,,2593,,2552,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MASSACHUSETTS,2014,30,15,,17,,40,,518,,700,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW JERSEY,2014,30,,-,14,,46,,335,,572,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
GEORGIA,2014,30,37,,31,,100,,819,,948,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
WISCONSIN,2014,30,,-,12,,29,,272,,534,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
INDIANA,2014,30,,-,11,,26,,297,,396,,"INDIANA
(39.76691072200049, -86.14995579899966)",
HAWAII,2014,30,5,,6,,13,,139,,183,,"HAWAII
(21.304853205000427, -157.85774691599974)",
LOUISIANA,2014,30,8,,23,,47,,478,,602,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEBRASKA,2014,30,,-,3,,20,,33,,168,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
DELAWARE,2014,30,,-,2,,7,,50,,55,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
UNITED STATES,2014,31,714,,884,,1507,,21795,,25574,,,
NEW ENGLAND,2014,31,9,,33,,71,,1019,,1289,,,
CONNECTICUT,2014,31,,-,7,,21,,221,,259,,"CONNECTICUT
",
MAINE,2014,31,,-,2,,5,,70,,87,,"MAINE
",
MASSACHUSETTS,2014,31,,-,17,,40,,518,,740,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,31,,-,3,,12,,88,,100,,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,31,7,,2,,13,,70,,54,,"RHODE ISLAND
",
VERMONT,2014,31,2,,1,,6,,52,,49,,"VERMONT
",
MID. ATLANTIC,2014,31,98,,81,,195,,2196,,2892,,,
NEW JERSEY,2014,31,,-,14,,46,,335,,618,,"NEW JERSEY
",
NEW YORK,2014,31,38,,22,,76,,691,,685,,"NEW YORK
",
NEW YORK CITY,2014,31,35,,18,,50,,516,,631,,"NEW YORK CITY
",
PENNSYLVANIA,2014,31,25,,23,,58,,654,,958,,"PENNSYLVANIA
",
E.N. CENTRAL,2014,31,44,,93,,167,,2662,,3256,,,
ILLINOIS,2014,31,,-,29,,65,,802,,1044,,"ILLINOIS
",
MICHIGAN,2014,31,5,,17,,42,,485,,557,,"MICHIGAN
",
OHIO,2014,31,39,,22,,47,,711,,688,,"OHIO
",
WISCONSIN,2014,31,,-,14,,29,,347,,552,,"WISCONSIN
",
W.N. CENTRAL,2014,31,30,,39,,120,,999,,1911,,,
IOWA,2014,31,4,,9,,21,,245,,356,,"IOWA
",
KANSAS,2014,31,1,,7,,18,,195,,247,,"KANSAS
",
MINNESOTA,2014,31,,-,0,,54,,,-,460,,"MINNESOTA
",
MISSOURI,2014,31,25,,16,,37,,401,,476,,"MISSOURI
",
NEBRASKA,2014,31,,-,3,,19,,33,,187,,"NEBRASKA
",
NORTH DAKOTA,2014,31,,-,1,,5,,48,,71,,"NORTH DAKOTA
",
SOUTH DAKOTA,2014,31,,-,2,,10,,77,,114,,"SOUTH DAKOTA
",
S. ATLANTIC,2014,31,299,,231,,478,,5841,,6228,,,
DELAWARE,2014,31,,-,2,,7,,50,,58,,"DELAWARE
",
DIST. OF COL.,2014,31,,-,0,,3,,18,,34,,"DIST. OF COL.
",
FLORIDA,2014,31,136,,115,,228,,2732,,2710,,"FLORIDA
",
GEORGIA,2014,31,35,,32,,100,,884,,1016,,"GEORGIA
",
MARYLAND,2014,31,40,,14,,33,,434,,463,,"MARYLAND
",
NORTH CAROLINA,2014,31,39,,22,,136,,567,,822,,"NORTH CAROLINA
",
VIRGINIA,2014,31,14,,19,,41,,499,,511,,"VIRGINIA
",
WEST VIRGINIA,2014,31,,-,3,,10,,95,,120,,"WEST VIRGINIA
",
E.S. CENTRAL,2014,31,36,,57,,150,,1712,,1664,,,
ALABAMA,2014,31,11,,19,,80,,560,,464,,"ALABAMA
",
KENTUCKY,2014,31,1,,9,,27,,309,,301,,"KENTUCKY
",
MISSISSIPPI,2014,31,2,,12,,43,,366,,428,,"MISSISSIPPI
",
TENNESSEE,2014,31,22,,15,,33,,477,,471,,"TENNESSEE
",
W.S. CENTRAL,2014,31,102,,142,,724,,2912,,3115,,,
LOUISIANA,2014,31,10,,23,,47,,513,,635,,"LOUISIANA
",
TEXAS,2014,31,52,,90,,543,,1711,,1894,,"TEXAS
",
MOUNTAIN,2014,31,27,,50,,148,,1320,,1805,,,
ARIZONA,2014,31,1,,17,,34,,386,,502,,"ARIZONA
",
COLORADO,2014,31,15,,10,,35,,313,,400,,"COLORADO
",
IDAHO,2014,31,5,,3,,9,,91,,69,,"IDAHO
",
NEVADA,2014,31,,-,3,,86,,72,,322,,"NEVADA
",
NEW MEXICO,2014,31,,-,5,,19,,140,,227,,"NEW MEXICO
",
UTAH,2014,31,1,,6,,16,,217,,191,,"UTAH
",
WYOMING,2014,31,,-,1,,7,,29,,40,,"WYOMING
",
PACIFIC,2014,31,69,,120,,224,,3134,,3414,,,
ALASKA,2014,31,,-,1,,7,,50,,49,,"ALASKA
",
CALIFORNIA,2014,31,35,,92,,177,,2413,,2590,,"CALIFORNIA
",
OREGON,2014,31,5,,6,,25,,203,,211,,"OREGON
",
WASHINGTON,2014,31,29,,10,,47,,329,,369,,"WASHINGTON
",
AMER. SAMOA,2014,31,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,31,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,31,,-,0,,2,,,-,11,,"GUAM
",
PUERTO RICO,2014,31,,-,8,,39,,231,,322,,"PUERTO RICO
",
VIRGIN ISL.,2014,31,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH CAROLINA,2014,31,35,,20,,66,,562,,494,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
HAWAII,2014,31,,-,5,,13,,139,,195,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OKLAHOMA,2014,31,19,,14,,151,,402,,316,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ARKANSAS,2014,31,21,,14,,36,,286,,270,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
INDIANA,2014,31,,-,11,,29,,317,,415,,"INDIANA
(39.76691072200049, -86.14995579899966)",
UNITED STATES,2014,32,828,,891,,1485,,23356,,27059,,,
NEW ENGLAND,2014,32,6,,33,,71,,1059,,1358,,,
MID. ATLANTIC,2014,32,98,,86,,175,,2358,,3050,,,
E.N. CENTRAL,2014,32,23,,92,,167,,2749,,3417,,,
W.N. CENTRAL,2014,32,33,,40,,120,,1164,,1997,,,
S. ATLANTIC,2014,32,381,,231,,478,,6355,,6660,,,
DIST. OF COL.,2014,32,,-,0,,3,,18,,34,,"DIST. OF COL.
",
E.S. CENTRAL,2014,32,30,,57,,150,,1821,,1775,,,
W.S. CENTRAL,2014,32,142,,143,,724,,3163,,3332,,,
VIRGIN ISL.,2014,34,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MOUNTAIN,2014,32,8,,51,,148,,1358,,1880,,,
PACIFIC,2014,32,107,,118,,224,,3329,,3590,,,
AMER. SAMOA,2014,32,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,32,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KENTUCKY,2014,32,9,,10,,27,,338,,315,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
CONNECTICUT,2014,32,1,,7,,21,,250,,280,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
IDAHO,2014,32,1,,3,,8,,93,,74,,"IDAHO
(43.68263160000049, -114.3637261449997)",
GEORGIA,2014,32,44,,32,,100,,984,,1097,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
OHIO,2014,32,22,,22,,47,,733,,721,,"OHIO
(40.06021184000048, -82.40425685299965)",
GUAM,2014,32,,-,0,,2,,,-,11,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,32,,-,8,,39,,247,,347,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
OREGON,2014,32,6,,6,,25,,213,,236,,"OREGON
(44.56745218600048, -120.15502977999972)",
ILLINOIS,2014,32,,-,29,,65,,843,,1090,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MAINE,2014,32,1,,2,,5,,71,,89,,"MAINE
(45.2542257390005, -68.98502952999962)",
MISSISSIPPI,2014,32,1,,11,,46,,387,,468,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MASSACHUSETTS,2014,32,,-,17,,36,,518,,765,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MONTANA,2014,32,3,,2,,6,,75,,56,,"MONTANA
(47.06652759400049, -109.42441687999968)",
RHODE ISLAND,2014,32,1,,2,,13,,71,,67,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
DELAWARE,2014,32,,-,2,,7,,58,,59,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NORTH CAROLINA,2014,32,117,,22,,136,,714,,901,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
TENNESSEE,2014,32,16,,15,,36,,509,,500,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NEVADA,2014,32,,-,3,,86,,79,,329,,"NEVADA
(39.493242807000456, -117.07183978499972)",
WEST VIRGINIA,2014,32,2,,3,,11,,100,,129,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
IOWA,2014,32,1,,9,,21,,265,,371,,"IOWA
(42.469401477000474, -93.81648936699969)",
HAWAII,2014,32,1,,6,,13,,152,,199,,"HAWAII
(21.304853205000427, -157.85774691599974)",
INDIANA,2014,32,,-,11,,29,,317,,439,,"INDIANA
(39.76691072200049, -86.14995579899966)",
PENNSYLVANIA,2014,32,28,,24,,58,,710,,1011,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WISCONSIN,2014,32,,-,13,,29,,347,,580,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW YORK CITY,2014,32,35,,18,,50,,551,,666,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NORTH DAKOTA,2014,32,1,,1,,5,,52,,74,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
ALABAMA,2014,32,4,,19,,80,,587,,492,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
FLORIDA,2014,32,145,,115,,228,,2877,,2864,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MARYLAND,2014,32,25,,14,,45,,465,,496,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEBRASKA,2014,32,9,,4,,12,,135,,199,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
MISSOURI,2014,32,20,,16,,37,,423,,497,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEW MEXICO,2014,32,,-,5,,12,,146,,232,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
WASHINGTON,2014,32,27,,10,,47,,349,,388,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
OKLAHOMA,2014,32,22,,14,,151,,424,,347,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ALASKA,2014,32,2,,1,,7,,54,,52,,"ALASKA
(64.84507631500048, -147.72205669099972)",
KANSAS,2014,32,2,,7,,18,,210,,265,,"KANSAS
(38.3477418760005, -98.20077655499966)",
VIRGINIA,2014,32,21,,19,,41,,537,,542,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
SOUTH DAKOTA,2014,32,,-,2,,10,,79,,119,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEW HAMPSHIRE,2014,32,1,,3,,12,,94,,107,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
VERMONT,2014,32,2,,1,,6,,55,,50,,"VERMONT
(43.62538000100045, -72.51763944499965)",
SOUTH CAROLINA,2014,32,27,,20,,68,,602,,538,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MINNESOTA,2014,32,,-,0,,54,,,-,472,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ARIZONA,2014,32,4,,16,,34,,403,,534,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEW YORK,2014,32,35,,21,,76,,722,,725,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW JERSEY,2014,32,,-,14,,46,,375,,648,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
TEXAS,2014,32,107,,88,,543,,1892,,2013,,"TEXAS
(31.827240712000446, -99.4267664729997)",
LOUISIANA,2014,32,3,,24,,47,,551,,681,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
UTAH,2014,32,,-,6,,17,,219,,199,,"UTAH
(39.36070082200047, -111.5871285339997)",
CALIFORNIA,2014,32,71,,92,,177,,2561,,2715,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MICHIGAN,2014,32,1,,17,,42,,509,,587,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
WYOMING,2014,32,,-,1,,7,,30,,40,,"WYOMING
(43.235543013000495, -108.10982744299969)",
ARKANSAS,2014,32,10,,14,,36,,296,,291,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
COLORADO,2014,32,,-,10,,20,,313,,416,,"COLORADO
(38.84384201300048, -106.13360888799969)",
UNITED STATES,2014,33,759,,895,,1466,,24868,,28494,,,
NEW ENGLAND,2014,33,13,,34,,71,,1189,,1416,,,
MID. ATLANTIC,2014,33,97,,90,,175,,2604,,3225,,,
E.N. CENTRAL,2014,33,34,,91,,167,,2827,,3584,,,
W.N. CENTRAL,2014,33,20,,40,,120,,1216,,2117,,,
S. ATLANTIC,2014,33,310,,231,,478,,6732,,6996,,,
DIST. OF COL.,2014,33,,-,0,,3,,18,,36,,"DIST. OF COL.
",
E.S. CENTRAL,2014,33,30,,57,,150,,1960,,1871,,,
W.S. CENTRAL,2014,33,127,,143,,724,,3356,,3555,,,
MOUNTAIN,2014,33,31,,51,,148,,1444,,1970,,,
PACIFIC,2014,33,97,,121,,224,,3540,,3760,,,
AMER. SAMOA,2014,33,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,33,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,33,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK,2014,33,45,,21,,76,,767,,768,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW HAMPSHIRE,2014,33,,-,3,,12,,94,,119,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
COLORADO,2014,33,19,,10,,20,,332,,434,,"COLORADO
(38.84384201300048, -106.13360888799969)",
HAWAII,2014,33,,-,6,,13,,162,,208,,"HAWAII
(21.304853205000427, -157.85774691599974)",
TEXAS,2014,33,89,,89,,543,,2018,,2150,,"TEXAS
(31.827240712000446, -99.4267664729997)",
ILLINOIS,2014,33,,-,29,,65,,880,,1152,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
SOUTH DAKOTA,2014,33,1,,3,,10,,91,,122,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MASSACHUSETTS,2014,33,12,,17,,46,,646,,790,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MAINE,2014,33,,-,2,,5,,72,,94,,"MAINE
(45.2542257390005, -68.98502952999962)",
WASHINGTON,2014,33,47,,10,,47,,386,,405,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
OREGON,2014,33,9,,6,,20,,234,,252,,"OREGON
(44.56745218600048, -120.15502977999972)",
INDIANA,2014,33,,-,11,,29,,320,,454,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NORTH DAKOTA,2014,33,,-,1,,5,,55,,77,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH CAROLINA,2014,33,43,,20,,68,,682,,580,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW JERSEY,2014,33,,-,16,,46,,490,,685,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
CONNECTICUT,2014,33,,-,7,,16,,250,,295,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
PUERTO RICO,2014,33,,-,8,,39,,247,,354,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
PENNSYLVANIA,2014,33,22,,24,,58,,766,,1056,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
VERMONT,2014,33,,-,1,,6,,55,,51,,"VERMONT
(43.62538000100045, -72.51763944499965)",
FLORIDA,2014,33,169,,115,,228,,3048,,3025,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
WYOMING,2014,33,1,,1,,7,,31,,47,,"WYOMING
(43.235543013000495, -108.10982744299969)",
GEORGIA,2014,33,11,,32,,100,,1007,,1166,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
DELAWARE,2014,33,,-,2,,7,,60,,63,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
OKLAHOMA,2014,33,19,,14,,151,,443,,370,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
IDAHO,2014,33,6,,3,,8,,100,,80,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MARYLAND,2014,33,40,,14,,48,,513,,520,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
UTAH,2014,33,,-,6,,17,,229,,205,,"UTAH
(39.36070082200047, -111.5871285339997)",
MISSISSIPPI,2014,33,7,,12,,45,,456,,498,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
WEST VIRGINIA,2014,33,2,,3,,11,,106,,131,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NORTH CAROLINA,2014,33,14,,22,,136,,728,,902,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEVADA,2014,33,,-,3,,86,,85,,339,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEBRASKA,2014,33,7,,4,,12,,142,,207,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NEW YORK CITY,2014,33,30,,18,,50,,581,,716,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW MEXICO,2014,33,,-,5,,12,,156,,239,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
KENTUCKY,2014,33,,-,9,,27,,338,,333,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ARIZONA,2014,33,4,,16,,34,,435,,566,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
MINNESOTA,2014,33,,-,0,,54,,,-,526,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
VIRGIN ISL.,2014,41,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2014,33,29,,21,,46,,740,,749,,"OHIO
(40.06021184000048, -82.40425685299965)",
ALASKA,2014,33,4,,1,,7,,58,,58,,"ALASKA
(64.84507631500048, -147.72205669099972)",
VIRGINIA,2014,33,31,,19,,41,,570,,573,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
GUAM,2014,33,,-,0,,2,,,-,13,,"GUAM
(13.480998894000436, 144.73149801400064)",
TENNESSEE,2014,33,19,,15,,38,,538,,525,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
WISCONSIN,2014,33,,-,13,,29,,348,,608,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
CALIFORNIA,2014,33,37,,94,,177,,2700,,2837,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MONTANA,2014,33,1,,2,,6,,76,,60,,"MONTANA
(47.06652759400049, -109.42441687999968)",
RHODE ISLAND,2014,33,1,,2,,9,,72,,67,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
LOUISIANA,2014,33,4,,22,,47,,579,,714,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
ARKANSAS,2014,33,15,,14,,36,,316,,321,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MICHIGAN,2014,33,5,,17,,45,,539,,621,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MISSOURI,2014,33,,-,16,,37,,423,,523,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
KANSAS,2014,33,1,,7,,18,,217,,276,,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALABAMA,2014,33,4,,19,,80,,628,,515,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
IOWA,2014,33,11,,9,,21,,288,,386,,"IOWA
(42.469401477000474, -93.81648936699969)",
UNITED STATES,2014,34,818,,895,,1466,,26319,,29951,,,
NEW ENGLAND,2014,34,25,,34,,74,,1298,,1480,,,
MID. ATLANTIC,2014,34,80,,90,,164,,2755,,3358,,,
E.N. CENTRAL,2014,34,31,,91,,160,,2974,,3724,,,
W.N. CENTRAL,2014,34,32,,39,,93,,1269,,2210,,,
S. ATLANTIC,2014,34,370,,231,,478,,7180,,7465,,,
DIST. OF COL.,2014,34,,-,0,,3,,18,,37,,"DIST. OF COL.
",
E.S. CENTRAL,2014,34,36,,57,,150,,2082,,1976,,,
W.S. CENTRAL,2014,34,129,,143,,724,,3540,,3770,,,
MOUNTAIN,2014,34,27,,51,,148,,1511,,2063,,,
PACIFIC,2014,34,88,,122,,224,,3710,,3905,,,
VIRGINIA,2014,34,17,,19,,41,,565,,608,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
INDIANA,2014,34,,-,11,,30,,344,,468,,"INDIANA
(39.76691072200049, -86.14995579899966)",
IDAHO,2014,34,5,,3,,7,,104,,87,,"IDAHO
(43.68263160000049, -114.3637261449997)",
WEST VIRGINIA,2014,34,,-,3,,11,,106,,140,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
SOUTH CAROLINA,2014,34,21,,20,,72,,723,,640,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW YORK,2014,34,37,,21,,76,,804,,800,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
CONNECTICUT,2014,34,,-,7,,19,,287,,302,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
ILLINOIS,2014,34,,-,29,,65,,922,,1196,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
VERMONT,2014,34,1,,1,,6,,58,,55,,"VERMONT
(43.62538000100045, -72.51763944499965)",
ALASKA,2014,34,2,,1,,7,,59,,60,,"ALASKA
(64.84507631500048, -147.72205669099972)",
GEORGIA,2014,34,43,,32,,100,,1114,,1252,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
DELAWARE,2014,34,,-,3,,10,,79,,70,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEVADA,2014,34,,-,3,,86,,90,,349,,"NEVADA
(39.493242807000456, -117.07183978499972)",
KANSAS,2014,34,7,,7,,18,,233,,294,,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALABAMA,2014,34,7,,19,,80,,663,,550,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
PENNSYLVANIA,2014,34,18,,24,,58,,808,,1096,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MICHIGAN,2014,34,2,,17,,47,,567,,647,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MISSISSIPPI,2014,34,10,,12,,45,,488,,534,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
PUERTO RICO,2014,34,,-,8,,39,,247,,393,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
HAWAII,2014,34,,-,6,,13,,162,,217,,"HAWAII
(21.304853205000427, -157.85774691599974)",
MARYLAND,2014,34,30,,14,,49,,537,,547,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEW JERSEY,2014,34,,-,18,,46,,537,,712,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ARIZONA,2014,34,7,,16,,34,,463,,598,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
LOUISIANA,2014,34,4,,20,,47,,612,,754,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEW YORK CITY,2014,34,25,,18,,40,,606,,750,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
TEXAS,2014,34,89,,89,,543,,2136,,2284,,"TEXAS
(31.827240712000446, -99.4267664729997)",
NEBRASKA,2014,34,,-,4,,12,,141,,216,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
WYOMING,2014,34,,-,1,,4,,31,,51,,"WYOMING
(43.235543013000495, -108.10982744299969)",
KENTUCKY,2014,34,6,,10,,27,,376,,349,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSOURI,2014,34,22,,14,,37,,449,,542,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
ARKANSAS,2014,34,16,,14,,36,,329,,343,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
UTAH,2014,34,,-,6,,17,,232,,217,,"UTAH
(39.36070082200047, -111.5871285339997)",
MASSACHUSETTS,2014,34,14,,17,,44,,693,,821,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
OKLAHOMA,2014,34,20,,14,,151,,463,,389,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
