 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014, flag",Location 1,Location 2
UNITED STATES,2015,11,128,,233,,385,,1924,,2281,,3574,,6671,,7419,,65214,,65527,,28,,61,,119,,721,,794,,,
NEW ENGLAND,2015,11,9,,23,,48,,152,,228,,62,,127,,197,,1211,,1534,,1,,5,,10,,48,,38,,,
MID. ATLANTIC,2015,11,36,,44,,75,,405,,524,,539,,780,,952,,8528,,7775,,9,,10,,25,,118,,112,,,
E.N. CENTRAL,2015,11,8,,26,,52,,197,,299,,241,,966,,1251,,8147,,10844,,3,,10,,27,,106,,116,,,
W.N. CENTRAL,2015,11,,-,15,,38,,92,,130,,156,,362,,433,,3675,,3599,,2,,4,,11,,26,,68,,,
S. ATLANTIC,2015,11,37,,49,,89,,479,,454,,1210,,1402,,2003,,15724,,14273,,7,,14,,30,,185,,211,,,
DIST. OF COL.,2015,11,,-,0,,3,,,-,12,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,11,1,,3,,10,,32,,33,,195,,441,,640,,3731,,5944,,3,,5,,12,,68,,57,,,
W.S. CENTRAL,2015,11,2,,7,,19,,43,,54,,609,,1072,,1371,,9656,,11207,,1,,4,,15,,50,,47,,,
MOUNTAIN,2015,11,7,,20,,43,,145,,182,,181,,333,,426,,2870,,3815,,1,,6,,14,,77,,96,,,
PACIFIC,2015,11,28,,46,,100,,379,,377,,381,,1112,,1313,,11672,,6536,,1,,3,,8,,43,,49,,,
AMER. SAMOA,2015,11,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,11,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,11,,-,0,,0,,,-,,-,,-,1,,6,,9,,18,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2015,11,,-,3,,11,,3,,36,,6,,31,,54,,310,,301,,,-,0,,2,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MONTANA,2015,11,,-,2,,4,,11,,10,,10,,10,,20,,161,,70,,,-,0,,2,,,-,4,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MINNESOTA,2015,11,,-,0,,0,,,-,,-,10,,78,,104,,630,,796,,,-,2,,7,,,-,25,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALABAMA,2015,11,1,,3,,10,,32,,33,,,-,136,,181,,1256,,1455,,1,,1,,5,,18,,22,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
RHODE ISLAND,2015,11,,-,0,,6,,,-,9,,1,,11,,28,,96,,99,,,-,0,,3,,3,,2,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WISCONSIN,2015,11,,-,7,,22,,32,,71,,,-,72,,107,,656,,885,,,-,1,,4,,5,,18,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OHIO,2015,11,7,,7,,21,,88,,68,,66,,307,,372,,2784,,3409,,3,,2,,11,,45,,37,,"OHIO
(40.060212455000055, -82.40425667899996)",
FLORIDA,2015,11,19,,23,,54,,216,,184,,186,,399,,521,,3912,,4237,,4,,4,,12,,45,,75,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
CONNECTICUT,2015,11,,-,4,,10,,22,,42,,29,,38,,81,,363,,619,,,-,1,,3,,4,,8,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
PUERTO RICO,2015,11,,-,0,,3,,,-,6,,,-,8,,39,,108,,88,,,-,0,,1,,1,,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW JERSEY,2015,11,,-,0,,9,,,-,69,,54,,127,,170,,1316,,1390,,,-,3,,5,,17,,31,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
TEXAS,2015,11,,N,0,,0,,,N,,N,579,,670,,980,,7849,,6952,,,-,0,,2,,4,,2,,"TEXAS
(31.827240467000024, -99.42676785299994)",
VERMONT,2015,11,,-,2,,8,,16,,19,,2,,1,,6,,18,,8,,,-,0,,2,,4,,2,,"VERMONT
(43.62538389600007, -72.51763667599994)",
SOUTH DAKOTA,2015,11,,-,2,,9,,10,,19,,,-,18,,27,,113,,156,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
SOUTH CAROLINA,2015,11,,-,2,,10,,21,,26,,114,,157,,231,,1639,,1701,,1,,1,,5,,26,,19,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MARYLAND,2015,11,7,,5,,11,,50,,57,,,-,112,,196,,660,,987,,1,,2,,5,,20,,14,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IDAHO,2015,11,4,,3,,9,,23,,17,,,-,8,,21,,59,,85,,1,,0,,3,,6,,4,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW YORK,2015,11,13,,17,,30,,130,,160,,129,,125,,255,,1485,,1073,,3,,3,,17,,34,,23,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
KENTUCKY,2015,11,,N,0,,0,,,N,,N,81,,77,,166,,713,,788,,,-,0,,3,,2,,8,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MISSISSIPPI,2015,11,,N,0,,0,,,N,,N,81,,101,,249,,588,,2244,,2,,1,,2,,12,,9,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
COLORADO,2015,11,,-,7,,16,,43,,62,,82,,60,,89,,768,,630,,,-,1,,5,,16,,20,,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEW YORK CITY,2015,11,17,,14,,31,,174,,144,,150,,281,,378,,3138,,2690,,4,,1,,6,,23,,21,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WASHINGTON,2015,11,13,,7,,75,,55,,22,,111,,120,,164,,1063,,1035,,,-,0,,2,,,-,1,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW HAMPSHIRE,2015,11,,-,1,,6,,6,,10,,,-,4,,10,,32,,30,,,-,0,,2,,4,,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
INDIANA,2015,11,,-,2,,11,,11,,25,,54,,138,,280,,1406,,1465,,,-,2,,4,,10,,16,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MISSOURI,2015,11,,-,4,,13,,25,,31,,105,,147,,203,,1791,,1422,,,-,1,,4,,12,,27,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ARIZONA,2015,11,2,,2,,11,,27,,13,,76,,138,,205,,1083,,1423,,,-,1,,8,,31,,40,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WYOMING,2015,11,,-,0,,2,,,-,6,,,-,2,,8,,17,,20,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEVADA,2015,11,,-,1,,5,,11,,9,,,-,47,,76,,78,,916,,,-,0,,2,,7,,4,,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,11,8,,27,,55,,223,,286,,218,,899,,1113,,9669,,4586,,,-,0,,3,,9,,11,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ALASKA,2015,11,,-,1,,8,,9,,7,,,-,22,,38,,158,,307,,,-,0,,2,,2,,4,,"ALASKA
(64.84507799500005, -147.72205958799998)",
GUAM,2015,11,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MAINE,2015,11,,-,2,,8,,13,,32,,,-,4,,11,,28,,58,,,-,0,,3,,10,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
MASSACHUSETTS,2015,11,9,,12,,26,,95,,116,,30,,73,,113,,674,,720,,1,,2,,8,,23,,18,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEBRASKA,2015,11,,-,2,,9,,35,,26,,21,,29,,55,,287,,271,,1,,0,,3,,3,,4,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
LOUISIANA,2015,11,,-,4,,15,,28,,38,,21,,132,,328,,290,,1354,,1,,0,,4,,11,,15,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
TENNESSEE,2015,11,,N,0,,0,,,N,,N,33,,133,,220,,1174,,1457,,,-,2,,7,,36,,18,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
WEST VIRGINIA,2015,11,,-,1,,6,,5,,9,,7,,16,,31,,159,,164,,,-,1,,5,,10,,11,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NORTH CAROLINA,2015,11,,N,0,,0,,,N,,N,563,,245,,1026,,5302,,3370,,,-,2,,22,,38,,36,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ARKANSAS,2015,11,2,,2,,6,,15,,16,,,-,160,,285,,798,,1867,,,-,1,,5,,9,,11,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MICHIGAN,2015,11,1,,9,,17,,66,,94,,109,,188,,267,,1922,,2053,,,-,2,,7,,25,,19,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW MEXICO,2015,11,,-,2,,7,,10,,14,,,-,43,,72,,429,,409,,,-,1,,3,,13,,12,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UTAH,2015,11,1,,4,,11,,20,,51,,13,,27,,48,,275,,262,,,-,1,,6,,4,,12,,"UTAH
(39.36070123200005, -111.58712831499997)",
GEORGIA,2015,11,9,,12,,33,,151,,136,,134,,259,,322,,2197,,2318,,1,,2,,7,,21,,34,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
KANSAS,2015,11,,-,2,,6,,15,,14,,12,,49,,82,,458,,485,,1,,0,,3,,8,,9,,"KANSAS
(38.347742794000055, -98.20077822999997)",
HAWAII,2015,11,,-,1,,3,,3,,4,,,-,19,,38,,144,,164,,,-,0,,2,,,-,9,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NORTH DAKOTA,2015,11,,-,1,,2,,4,,4,,2,,10,,23,,86,,168,,,-,0,,2,,3,,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,11,,-,0,,1,,,-,41,,12,,272,,347,,1379,,3032,,,-,3,,8,,21,,26,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
VIRGINIA,2015,11,2,,5,,18,,32,,24,,174,,151,,367,,1628,,1228,,,-,2,,8,,21,,16,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
DELAWARE,2015,11,,-,0,,2,,4,,6,,32,,24,,46,,227,,268,,,-,0,,3,,4,,4,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
OKLAHOMA,2015,11,,-,0,,0,,,-,,-,9,,92,,133,,719,,1034,,,-,2,,9,,26,,19,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
OREGON,2015,11,7,,7,,14,,89,,58,,52,,44,,131,,638,,444,,1,,1,,5,,32,,24,,"OREGON
(44.56745049300008, -120.15502935599994)",
PENNSYLVANIA,2015,11,6,,12,,23,,101,,151,,206,,242,,327,,2589,,2622,,2,,3,,9,,44,,37,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
UNITED STATES,2015,12,84,,231,,385,,2050,,2530,,3551,,6595,,7302,,71762,,70569,,38,,61,,118,,790,,878,,,
NEW ENGLAND,2015,12,,-,22,,48,,153,,255,,38,,127,,197,,1259,,1641,,,-,4,,10,,48,,44,,,
MID. ATLANTIC,2015,12,25,,44,,75,,433,,584,,571,,780,,952,,9370,,8501,,7,,10,,25,,127,,128,,,
E.N. CENTRAL,2015,12,5,,26,,52,,209,,317,,300,,966,,1250,,8978,,11784,,4,,10,,27,,118,,131,,,
W.N. CENTRAL,2015,12,,-,15,,38,,96,,145,,122,,362,,433,,4002,,3908,,1,,4,,11,,29,,73,,,
S. ATLANTIC,2015,12,27,,47,,89,,510,,504,,966,,1400,,2005,,17031,,15902,,10,,14,,30,,204,,232,,,
DIST. OF COL.,2015,12,,-,0,,3,,,-,13,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,12,1,,3,,10,,33,,38,,338,,437,,640,,4401,,6440,,3,,4,,12,,73,,64,,,
W.S. CENTRAL,2015,12,1,,7,,19,,44,,59,,631,,1022,,1305,,10729,,11179,,6,,4,,15,,57,,49,,,
MOUNTAIN,2015,12,4,,20,,43,,151,,202,,190,,334,,426,,3181,,4120,,4,,5,,14,,85,,106,,,
PACIFIC,2015,12,21,,45,,103,,421,,426,,395,,1111,,1317,,12811,,7094,,3,,3,,8,,49,,51,,,
AMER. SAMOA,2015,12,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,12,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,12,,-,0,,0,,,-,,-,,-,1,,6,,9,,19,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2015,12,,-,0,,0,,,-,,-,17,,92,,133,,819,,1129,,4,,2,,9,,30,,19,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CALIFORNIA,2015,12,9,,27,,54,,252,,316,,233,,907,,1117,,10638,,4978,,,-,0,,3,,10,,12,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
FLORIDA,2015,12,19,,22,,54,,234,,211,,234,,401,,521,,4355,,4609,,3,,4,,10,,48,,87,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW YORK,2015,12,15,,17,,30,,145,,186,,145,,127,,253,,1630,,1173,,6,,3,,17,,40,,25,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
PUERTO RICO,2015,12,,-,0,,3,,,-,6,,13,,8,,39,,124,,97,,,-,0,,1,,1,,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW HAMPSHIRE,2015,12,,-,1,,6,,7,,12,,,-,4,,10,,30,,34,,,-,0,,2,,4,,4,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NORTH DAKOTA,2015,12,,-,1,,2,,5,,6,,,-,10,,23,,86,,176,,,-,0,,2,,4,,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
OHIO,2015,12,5,,7,,21,,93,,74,,89,,307,,372,,3045,,3687,,3,,2,,11,,48,,39,,"OHIO
(40.060212455000055, -82.40425667899996)",
CONNECTICUT,2015,12,,-,4,,10,,22,,45,,34,,38,,81,,399,,652,,,-,1,,3,,4,,10,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MINNESOTA,2015,12,,-,0,,0,,,-,,-,,-,78,,104,,670,,854,,,-,2,,7,,,-,26,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
WISCONSIN,2015,12,,-,7,,22,,32,,75,,,-,71,,107,,656,,960,,,-,1,,4,,5,,18,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
RHODE ISLAND,2015,12,,-,0,,6,,,-,12,,1,,11,,28,,99,,99,,,-,0,,3,,3,,2,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ALABAMA,2015,12,1,,3,,10,,33,,38,,168,,140,,181,,1730,,1539,,,-,1,,5,,19,,23,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MISSOURI,2015,12,,-,4,,13,,25,,36,,96,,147,,203,,1921,,1553,,,-,1,,4,,12,,29,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WASHINGTON,2015,12,9,,7,,79,,64,,30,,108,,120,,164,,1171,,1127,,,-,0,,2,,,-,2,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
IDAHO,2015,12,2,,3,,9,,25,,18,,,-,8,,21,,61,,93,,2,,0,,3,,8,,4,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MARYLAND,2015,12,2,,5,,11,,51,,60,,,-,112,,196,,660,,1072,,1,,1,,5,,22,,15,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NORTH CAROLINA,2015,12,,N,0,,0,,,N,,N,247,,245,,1026,,5561,,3746,,5,,2,,22,,44,,36,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MICHIGAN,2015,12,,-,9,,17,,68,,102,,118,,188,,267,,2135,,2228,,1,,2,,7,,26,,23,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ILLINOIS,2015,12,,-,0,,1,,,-,41,,10,,272,,347,,1589,,3297,,,-,3,,8,,26,,32,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
INDIANA,2015,12,,-,3,,11,,16,,25,,83,,138,,280,,1553,,1612,,,-,2,,4,,13,,19,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW JERSEY,2015,12,,-,0,,9,,,-,73,,43,,127,,170,,1432,,1547,,,-,2,,5,,19,,35,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
TEXAS,2015,12,,N,0,,0,,,N,,N,536,,683,,982,,8627,,7549,,,-,0,,2,,4,,2,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEBRASKA,2015,12,,-,2,,9,,36,,30,,7,,30,,55,,316,,288,,,-,0,,3,,3,,4,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
SOUTH DAKOTA,2015,12,,-,2,,9,,11,,21,,,-,18,,27,,162,,177,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WEST VIRGINIA,2015,12,,-,1,,6,,8,,10,,7,,16,,31,,168,,179,,,-,1,,5,,11,,11,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MONTANA,2015,12,1,,2,,4,,12,,10,,18,,10,,20,,182,,76,,,-,0,,2,,,-,4,,"MONTANA
(47.06652795700006, -109.42441587999997)",
DELAWARE,2015,12,,-,0,,2,,4,,6,,32,,24,,46,,259,,294,,,-,0,,3,,4,,4,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ARKANSAS,2015,12,1,,2,,6,,16,,19,,78,,86,,143,,993,,1027,,,-,1,,5,,9,,12,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
COLORADO,2015,12,,-,7,,16,,43,,68,,74,,61,,89,,869,,684,,1,,1,,5,,17,,23,,"COLORADO
(38.84384342200008, -106.13360911499996)",
HAWAII,2015,12,,-,1,,3,,3,,4,,,-,19,,38,,144,,180,,,-,0,,2,,,-,9,,"HAWAII
(21.30485232600006, -157.85774798099996)",
UTAH,2015,12,,-,3,,11,,19,,58,,15,,27,,48,,299,,282,,,-,1,,6,,6,,13,,"UTAH
(39.36070123200005, -111.58712831499997)",
GEORGIA,2015,12,3,,12,,33,,154,,145,,119,,259,,322,,2434,,2598,,1,,2,,7,,24,,39,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
WYOMING,2015,12,,-,0,,2,,,-,8,,,-,2,,8,,20,,25,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
LOUISIANA,2015,12,,-,4,,15,,28,,40,,,-,142,,328,,290,,1474,,2,,0,,4,,14,,16,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VERMONT,2015,12,,-,2,,8,,16,,20,,,-,1,,6,,19,,11,,,-,0,,2,,4,,2,,"VERMONT
(43.62538389600007, -72.51763667599994)",
KENTUCKY,2015,12,,N,0,,0,,,N,,N,83,,79,,166,,796,,855,,,-,0,,3,,2,,9,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
IOWA,2015,12,,-,3,,11,,3,,38,,8,,31,,54,,349,,325,,,-,0,,2,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW MEXICO,2015,12,,-,2,,7,,10,,16,,9,,44,,72,,476,,448,,,-,1,,3,,13,,14,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MISSISSIPPI,2015,12,,N,0,,0,,,N,,N,10,,98,,249,,624,,2465,,1,,1,,2,,14,,10,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VIRGINIA,2015,12,1,,5,,18,,36,,29,,190,,151,,367,,1818,,1572,,,-,2,,8,,25,,17,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
TENNESSEE,2015,12,,N,0,,0,,,N,,N,77,,133,,220,,1251,,1581,,2,,2,,7,,38,,22,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
KANSAS,2015,12,,-,2,,6,,16,,14,,11,,49,,82,,498,,535,,1,,0,,3,,10,,11,,"KANSAS
(38.347742794000055, -98.20077822999997)",
GUAM,2015,12,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ALASKA,2015,12,,-,1,,8,,9,,11,,7,,22,,38,,176,,321,,,-,0,,2,,2,,4,,"ALASKA
(64.84507799500005, -147.72205958799998)",
PENNSYLVANIA,2015,12,10,,12,,23,,114,,160,,205,,242,,327,,2808,,2832,,1,,3,,9,,45,,43,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ARIZONA,2015,12,1,,2,,11,,31,,15,,74,,139,,205,,1196,,1551,,1,,1,,8,,34,,44,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OREGON,2015,12,3,,7,,14,,93,,65,,47,,45,,131,,682,,488,,3,,2,,5,,37,,24,,"OREGON
(44.56745049300008, -120.15502935599994)",
MASSACHUSETTS,2015,12,,-,12,,26,,95,,132,,,-,73,,113,,674,,781,,,-,2,,8,,23,,21,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW YORK CITY,2015,12,,-,14,,31,,174,,165,,178,,284,,378,,3500,,2949,,,-,1,,6,,23,,25,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
SOUTH CAROLINA,2015,12,2,,2,,10,,23,,30,,137,,157,,231,,1776,,1832,,,-,1,,5,,26,,21,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MAINE,2015,12,,-,2,,8,,13,,34,,3,,3,,11,,38,,64,,,-,0,,3,,10,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEVADA,2015,12,,-,1,,5,,11,,9,,,-,47,,76,,78,,961,,,-,0,,2,,7,,4,,"NEVADA
(39.49324221300003, -117.07183885899997)",
UNITED STATES,2015,13,111,,230,,384,,2271,,2760,,2535,,6546,,7297,,76533,,77078,,33,,61,,119,,847,,949,,,
NEW ENGLAND,2015,13,4,,21,,48,,183,,284,,27,,127,,197,,1387,,1758,,,-,4,,10,,48,,47,,,
MID. ATLANTIC,2015,13,32,,44,,75,,495,,635,,387,,780,,952,,9838,,9226,,9,,10,,25,,139,,136,,,
E.N. CENTRAL,2015,13,8,,25,,52,,229,,342,,288,,967,,1250,,9894,,12684,,3,,10,,27,,129,,140,,,
W.N. CENTRAL,2015,13,1,,15,,38,,102,,157,,140,,367,,436,,4371,,4213,,,-,4,,12,,29,,77,,,
S. ATLANTIC,2015,13,29,,47,,89,,547,,550,,925,,1394,,2005,,18319,,18004,,9,,14,,30,,218,,255,,,
DIST. OF COL.,2015,13,,-,0,,3,,1,,15,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,13,2,,3,,10,,36,,42,,219,,433,,640,,4628,,7058,,4,,4,,12,,78,,69,,,
W.S. CENTRAL,2015,13,1,,7,,19,,45,,62,,77,,1022,,1305,,10854,,12088,,2,,4,,15,,59,,52,,,
MOUNTAIN,2015,13,11,,20,,43,,167,,224,,55,,334,,426,,3291,,4431,,5,,5,,14,,93,,117,,,
PACIFIC,2015,13,23,,45,,105,,467,,464,,417,,1117,,1315,,13951,,7616,,1,,3,,8,,54,,56,,,
AMER. SAMOA,2015,13,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,13,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,13,,-,0,,0,,,-,,-,,-,1,,6,,9,,21,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2015,13,,N,0,,0,,,N,,N,274,,246,,1026,,5835,,4571,,2,,2,,22,,46,,44,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ALASKA,2015,13,,-,1,,8,,9,,13,,5,,22,,38,,201,,343,,,-,0,,2,,2,,4,,"ALASKA
(64.84507799500005, -147.72205958799998)",
WASHINGTON,2015,13,14,,7,,81,,76,,42,,135,,120,,164,,1306,,1242,,,-,0,,2,,,-,2,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TEXAS,2015,13,,N,0,,0,,,N,,N,,-,683,,982,,8627,,8148,,,-,0,,2,,4,,3,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALABAMA,2015,13,2,,3,,10,,36,,42,,,-,140,,181,,1730,,1700,,2,,1,,5,,22,,23,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MONTANA,2015,13,1,,2,,4,,14,,12,,6,,10,,22,,197,,85,,,-,0,,2,,,-,4,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ILLINOIS,2015,13,,-,0,,1,,,-,37,,13,,270,,347,,1887,,3588,,,-,3,,7,,31,,35,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARIZONA,2015,13,5,,2,,11,,36,,16,,,-,139,,205,,1196,,1687,,1,,1,,8,,38,,49,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
FLORIDA,2015,13,21,,22,,54,,255,,231,,214,,401,,470,,4768,,5130,,2,,3,,10,,49,,95,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
PUERTO RICO,2015,13,,-,0,,3,,,-,8,,,-,8,,39,,124,,98,,,-,0,,1,,1,,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
SOUTH CAROLINA,2015,13,1,,2,,10,,25,,32,,150,,156,,231,,1926,,2008,,,-,1,,5,,28,,21,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WISCONSIN,2015,13,2,,7,,22,,38,,89,,41,,70,,107,,726,,1031,,,-,1,,4,,5,,19,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARKANSAS,2015,13,1,,2,,6,,17,,20,,69,,86,,143,,1062,,1108,,,-,1,,5,,9,,13,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
